原路径,操作,字节数,SHA256,保留位置或说明
outputs/history/approval_full_20260913_192745/docs/plots/q1_tests.txt,删除重复副本,10808,e0b26528eeaca4228abca2b315cfff1f24b760c515c8e9933cea1342fc035f64,docs/plots/q1_tests.txt
outputs/history/approval_full_20260913_192745/docs/plots/q1_traceability_check.json,删除重复副本,285,ea806f027583c76d8d892bdafa4d66dd6dbf6cedf97da3b000e4baea57bcb7eb,docs/plots/q1_traceability_check.json
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/data_preparation.txt,删除重复副本,516,b685e814e59fa770ec44316d7289e2e1fabed7dc4dda83aaf5c6db88c435d9d9,docs/plots/q2_paper_final/data_preparation.txt
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/horizon_benchmark.log,删除重复副本,280,f1ad05de14f0e2fd6ee30e05e3a2150bd5c3f3e96cfb3646665a6d1d07786a48,docs/plots/q2_paper_final/horizon_benchmark.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/render.log,删除重复副本,34,abc864838402743206690744819b137e3f81d6f3520a22624bd26abbffc95e66,docs/plots/q2_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/render_blue.log,删除重复副本,34,abc864838402743206690744819b137e3f81d6f3520a22624bd26abbffc95e66,docs/plots/q2_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/render_blue_delivery.log,删除重复副本,34,abc864838402743206690744819b137e3f81d6f3520a22624bd26abbffc95e66,docs/plots/q2_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/render_blue_final.log,删除重复副本,34,abc864838402743206690744819b137e3f81d6f3520a22624bd26abbffc95e66,docs/plots/q2_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/render_final.log,删除重复副本,34,abc864838402743206690744819b137e3f81d6f3520a22624bd26abbffc95e66,docs/plots/q2_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/render_reproducible.log,删除重复副本,34,abc864838402743206690744819b137e3f81d6f3520a22624bd26abbffc95e66,docs/plots/q2_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/requirements_acceptance.csv,删除重复副本,1373,06830e54310abd1bac03ff5633a1c8ec57c9078e6f0b75e582461459cff275b3,docs/plots/q2_paper_final/requirements_acceptance.csv
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/verification.txt,删除重复副本,1643,9caffa05b3953bba6509698982e746bc165f3c8157738a2b31b1a5ebef7c4a07,docs/plots/q2_paper_final/verification_blue.txt
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/verification_blue.txt,删除重复副本,1643,9caffa05b3953bba6509698982e746bc165f3c8157738a2b31b1a5ebef7c4a07,docs/plots/q2_paper_final/verification_blue.txt
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/zip_acceptance.json,删除重复副本,391,e6454cc4e5f0e9ea3c9013f9a95663fc261a60c7c0eee156fcce7a9e06b15d30,docs/plots/q2_paper_final/zip_acceptance.json
outputs/history/approval_full_20260913_192745/docs/plots/q2_paper_final/问题二_必须与强推荐图_最终版.md,删除重复副本,9137,098e41ad9ef4995335cbf58e28077e75ada11eb4c110beee860e95630014ab65,docs/plots/q2_paper_final/问题二_必须与强推荐图_最终版.md
outputs/history/approval_full_20260913_192745/docs/plots/q2_tests.txt,删除重复副本,2870,0f8183488da6f1747d22526426cd7d3a6439825c9e65e1cdf09c6b8ad11dbcf6,docs/plots/q2_tests.txt
outputs/history/approval_full_20260913_192745/docs/plots/q2_traceability_check.json,删除重复副本,174,023c458c60e5c90dbb19093cc8ba69aa5db786625269e29e1531d2cba0a32da8,docs/plots/q2_traceability_check.json
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/acceptance.md,删除重复副本,4531,ff518c565d8a4278cbc2341f2f54e542e9c7642a2e3225aadd660bea55796d6e,docs/plots/q3_paper_final/acceptance.md
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/core_render.log,删除重复副本,67,cb772b021c33b53859ccbbad6bf5c773a5cd934addc57694643f9acfb01b8d5c,docs/plots/q3_paper_final/core_render.log
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/extended_render.log,删除重复副本,195,93862bacbca55d0d69aacc75bd266d9734f461a4c84fe0ede1cff1aa8c375349,docs/plots/q3_paper_final/extended_render.log
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/ui_smoke.json,删除重复副本,456,fe9847c9d3755aac8fdbfd39ed6887041e062874ca8fb7cbba1460386a38e40d,docs/plots/q3_paper_final/ui_smoke.json
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/zip_acceptance.json,删除重复副本,340,26695428a8a14f9bf1919d0e83341f57a91972c5ff23abccd30e4c155223bee2,docs/plots/q3_paper_final/zip_acceptance.json
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/图后分析与论文插入建议.md,删除重复副本,3880,2cce07714d9d8914e715627e2800dead4d77b61a12560a820bdc02d134d09bf9,docs/plots/q3_paper_final/图后分析与论文插入建议.md
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/第三问_必须绘制的核心图及绘图细节.md,删除重复副本,22152,371b5694daee05df56f8322ef4015fe8d1c5a53386afea5a939c21e110661308,docs/plots/q3_paper_final/第三问_必须绘制的核心图及绘图细节.md
outputs/history/approval_full_20260913_192745/docs/plots/q3_paper_final/第三问科研图方案.md,删除重复副本,3725,4ba9eb6cadcee6fb2b9551c6f42d26be35e7365c471011ffddfd59108d9a0145,docs/plots/q3_paper_final/第三问科研图方案.md
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/ThemeDisplayer.html,删除重复副本,22143,d739aabefa5945254236588ec4424c67906bb002861fe63302decc2c333402d9,docs/plots/q4_paper_final/ThemeDisplayer.html
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/acceptance.md,删除重复副本,2647,85cf206af5fd2f5e2bd48d595a4174b2a9215444ed5ee1ae33cb43532b47e7df,docs/plots/q4_paper_final/acceptance.md
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/render.log,删除重复副本,175,c21db32f1733f739adbefffbe23f1544d5b455f7a8951dfadb61907e4c9d6bed,docs/plots/q4_paper_final/render.log
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/ui_smoke.json,删除重复副本,628,8555bd6f7b64d2868a628921e7d874e01ba3429a19648da07dff5d008df513c3,docs/plots/q4_paper_final/ui_smoke.json
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/zip_acceptance.json,删除重复副本,331,384989de2c965ea71f685b1dcedac15e5beb8c7e5c0e9ce144b30b5bed1df726,docs/plots/q4_paper_final/zip_acceptance.json
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/图后分析与使用建议.md,删除重复副本,3896,27ea41f2b581fbc5af949c931c88db346e5c3624e7149c0d3ad47cab919c21a0,docs/plots/q4_paper_final/图后分析与使用建议.md
outputs/history/approval_full_20260913_192745/docs/plots/q4_paper_final/问题四科研图方案.md,删除重复副本,3716,7b3f5663150fb552b966758df30ce2d33c84a46805b826ea0ecd4508e5cb52ec,docs/plots/q4_paper_final/问题四科研图方案.md
outputs/history/approval_full_20260913_192745/docs/plots/requirements_acceptance.csv,删除重复副本,2933,ebab9e95020221def45a7a537dd816ed17d65d3ba3c9a8626af7bc92f60593a0,docs/plots/requirements_acceptance.csv
outputs/history/approval_full_20260913_192745/docs/plots/ui_smoke.json,删除重复副本,940,d4adf85433f42ece5e44a0e9e47ddcc654b4c4ce6296da1da9ae25086cc7f702,docs/plots/ui_smoke.json
outputs/history/approval_full_20260913_192745/docs/plots/verification.json,删除重复副本,2160,83eabe30560f459c5a5c859e0b7444d00061542b3db8e3dddf9d7c184d7848fc,docs/plots/verification.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/execution_protocol.md,删除重复副本,4222,2b610e86785d21dbc8d9b703e243163b158c5a9690f5f94bd1ce8f1e4cbea456,docs/sensitivity_q2_q3/execution_protocol.md
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/final_acceptance.json,删除重复副本,950,4be6d492469642e810113cdb16aac252ea58ee0094bac591252885512362acec,docs/sensitivity_q2_q3/final_acceptance.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/independent_verification.txt,删除重复副本,515,07eb74fa11354cd2ab97af0117523c358572ee31c8f3b6e78d465cc66875e825,docs/sensitivity_q2_q3/independent_verification.txt
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/interpretation.md,删除重复副本,2204,523c93f8fc6716e436ed7eb047fce9011aa11186367746decf1087627e64f24a,docs/sensitivity_q2_q3/interpretation.md
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/representative_selection.txt,删除重复副本,11474,22d75a7f9ae370c27732e078ba27e0d748aa05a3eac69b253c56c022c4de3e6d,docs/sensitivity_q2_q3/representative_selection.txt
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/requirements_acceptance.csv,删除重复副本,3229,721ca3fc76c8a3780d3b829f3c38a2dfccdc2d448f7c571ec1782f63b7d171fe,docs/sensitivity_q2_q3/requirements_acceptance.csv
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/results.md,删除重复副本,9754,33b5080314bb01fc8ac678d3f1a8a962abd34ffe1217c0e1694f8b1bc99631d5,docs/sensitivity_q2_q3/results.md
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/source_line_traceability.csv,删除重复副本,49625,826bfc3f5c176951179e94ad02fa9f63b6832a5263111c998a7c4a857c029c38,docs/sensitivity_q2_q3/source_line_traceability.csv
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/tests.txt,删除重复副本,934,b1500596541d53cc2e2e8e02426bf794f18347956e6e5bed0823150894602d12,docs/sensitivity_q2_q3/tests.txt
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/ui_smoke.json,删除重复副本,282,cde52961fdb062c2f0f3aa4f1641ee98056a9baf22b6070a9d7ed0b292fe451c,docs/sensitivity_q2_q3/ui_smoke.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q2_q3/问题2与问题3敏感性分析实验方案_时间受限版.md,删除重复副本,10743,866563d9481f002ba4feba69b1b7e113027d92f3f8d94b4df9ccac3838a3696f,docs/sensitivity_q2_q3/问题2与问题3敏感性分析实验方案_时间受限版.md
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/package_receipt.json,删除重复副本,303,ff968f41d870598ac0ac0d2017deb27d7fef2982e51797f346b737c0c4888998,docs/sensitivity_q4/package_receipt.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/requirements_acceptance.csv,删除重复副本,98247,d11e98f18e7d6cb4133e665b211218007446c929cd56b56c29b8ce321a89a343,docs/sensitivity_q4/requirements_acceptance.csv
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/results.md,删除重复副本,9120,4dbd75942b6e7a1bb5806c2de4d49ca96744365dcf24bc2ae0de8afdec9e8ae7,docs/sensitivity_q4/results.md
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/resume_smoke.log,删除重复副本,512,6e5604261055191ac7d09eed4950a003981376dd347d65ca625b7c5eec93c821,docs/sensitivity_q4/resume_smoke.log
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/resume_verification.json,删除重复副本,103,3b43d9e9164b4fedc3beeca60d1d4a47922689ed87762d74be53e4eef49f3a06,docs/sensitivity_q4/resume_verification.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/run_guide.md,删除重复副本,2153,03f58c2cb47e780b2a9629210a8984eac68c6672c522f3f270e9221913f2db9a,docs/sensitivity_q4/run_guide.md
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/source_manifest.json,删除重复副本,210,82e11412db03f681f6b3f1053fa0bad6fdf0c4253434445f90268ab6a41672a4,docs/sensitivity_q4/source_manifest.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/ui_smoke.json,删除重复副本,566,dfca02a9699cf568f6fc81ee37f47d28d0c7f00eda3f70976cd472c039b00749,docs/sensitivity_q4/ui_smoke.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/verification.json,删除重复副本,577,87aa02a6f2843f4612fa66c60874e5673d3f91a0a4a4dca757d8ddb5c34c2f12,docs/sensitivity_q4/verification.json
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/verification.log,删除重复副本,3266,4686ed1e8037177b5c104ce5f54b5678afe6f8f3770560740d03f7b34913014e,docs/sensitivity_q4/verification.log
outputs/history/approval_full_20260913_192745/docs/sensitivity_q4/问题四敏感性分析实验方案_时间受限版.md,删除重复副本,15286,7baec4df17f43ec42c9f8c1769b754d831a58a005c1de9ffe487f09b0c89c17d,docs/sensitivity_q4/问题四敏感性分析实验方案_时间受限版.md
outputs/history/approval_full_20260913_192745/inputs/processed/prices.csv,删除重复副本,2963,ad0ac9597c2d99a09b87ff59b5bb1123e55518bb9309a47e60b7aa68e6099f70,outputs/q2/dispatch_runs/20260911_224501/inputs/processed/prices.csv
outputs/history/approval_full_20260913_192745/inputs/processed/quality_checks.csv,删除重复副本,2482,3684b0b880d47d108e7f75c33e0a91f5e94a569cb7cb465ee0ead85a6b5a3af2,outputs/q2/dispatch_runs/20260911_224501/inputs/processed/quality_checks.csv
outputs/history/approval_full_20260913_192745/inputs/processed/source_manifest.json,删除重复副本,244,6be3a9005f52f1579823283976d431a748924e8133c09d94ce67400689364466,outputs/q2/dispatch_runs/20260911_224501/inputs/processed/source_manifest.json
outputs/history/approval_full_20260913_192745/inputs/processed/timeseries.csv,删除重复副本,5776906,0c7393d5f1d1a64acd54c386e2327ed0c560b0c1aad35c2bcb9083cb43f5b082,outputs/q2/dispatch_runs/20260911_224501/inputs/processed/timeseries.csv
outputs/history/approval_full_20260913_192745/inputs/q1/processed/parameters.json,删除重复副本,1847,1f4be2b3b1116cd9a7094f3260c258796b9fccf75299613aec3d92fcc43a1193,outputs/.q1-runs/run-7ceay8rq/inputs/processed/parameters.json
outputs/history/approval_full_20260913_192745/inputs/q1/processed/timeseries.csv,删除重复副本,12746,8d8a983cfc12e647c5841b2c41514a244e3d3530b3cc57072e08c50d120e0d40,outputs/.q1-runs/run-7ceay8rq/inputs/processed/timeseries.csv
outputs/history/approval_full_20260913_192745/inputs/q1/raw/attachment1.csv,删除重复副本,4718,6363df9183bf14f5503841ebe9372a913cb84e02482bd3b6c034cb909c73da82,outputs/.q1-runs/run-7ceay8rq/inputs/raw/attachment1.csv
outputs/history/approval_full_20260913_192745/inputs/q1/raw/attachment1.xlsx,删除重复副本,16003,66b87134f5ecccd68184d3539bb1293ef039f9e0fdd955a589b9bfa7f227c377,docs/CUMCM2026Problems/C题/附件/附件1.xlsx
outputs/history/approval_full_20260913_192745/inputs/q1/raw/manifest.json,删除重复副本,204,277ac8d4de04d5f2198f6e59e2faea6de3a151c7452a12e98855ba31e8be04b2,outputs/.q1-runs/run-7ceay8rq/inputs/raw/manifest.json
outputs/history/approval_full_20260913_192745/inputs/q2/processed/settings.json,删除重复副本,2175,44b31141675380a3e9a3c9d46e77e8581990b2a02aaa9046b173034d3f1ee7e3,outputs/.q2-runs/run-6nq32k65/inputs/processed/settings.json
outputs/history/approval_full_20260913_192745/inputs/q2/processed/timeseries.csv,删除重复副本,5582206,90bc0504ed2a1e9ace56f6c34751ddcfd5949238a7e1bc2e6fb2ba60d65f84cc,outputs/.q2-runs/run-6nq32k65/processed/timeseries.csv
outputs/history/approval_full_20260913_192745/inputs/q2/raw/attachment2.xlsx,删除重复副本,907128,2e95fd446bfafa0d8c59577b5c2e2ea8b3f1def20dde54a3062556f4da9b4c72,docs/CUMCM2026Problems/C题/附件/附件2.xlsx
outputs/history/approval_full_20260913_192745/inputs/q2/raw/manifest.json,删除重复副本,229,8fcf63596d6138022a7f2ed93de0651b6bf2f22bc08c41552c7b09984fd9fc31,outputs/.q2-runs/run-6nq32k65/inputs/raw/manifest.json
outputs/history/approval_full_20260913_192745/inputs/q3/processed/actual_quality.csv,删除重复副本,2482,3684b0b880d47d108e7f75c33e0a91f5e94a569cb7cb465ee0ead85a6b5a3af2,outputs/q2/dispatch_runs/20260911_224501/inputs/processed/quality_checks.csv
outputs/history/approval_full_20260913_192745/inputs/q3/processed/prices.csv,删除重复副本,3093,dcf38d8cb18a5c1bf3f33e89e7e91383d2f9be850353ef393daa0cd6f4fdcb85,inputs/q3/processed/prices.csv
outputs/history/approval_full_20260913_192745/inputs/q3/processed/pv_forecasts.csv,删除重复副本,1866604,a25eaeda75449d72927e2b99bed6a78f6746114daba3bd62a059a136aa73a86f,inputs/q3/processed/pv_forecasts.csv
outputs/history/approval_full_20260913_192745/inputs/q3/processed/q2_load_selection.csv,删除重复副本,73183,a83de84b09a76b889f3632c8b8842dc35649a157133ca2b0b3852bb4a50cb88f,inputs/q3/processed/q2_load_selection.csv
outputs/history/approval_full_20260913_192745/inputs/q3/processed/source_manifest.json,删除重复副本,108801,9a1fede35fcde8d26138f3283cd9d38a757b4f0d8d9d9a7f619e2d64388fc790,inputs/q3/processed/source_manifest.json
outputs/history/approval_full_20260913_192745/inputs/q3/raw/README.md,删除重复副本,452,0c441a3360420b0514e6b7c71b7bbe9631afe453b2003dfc2d55a93b119ccb9a,inputs/q3/raw/README.md
outputs/history/approval_full_20260913_192745/inputs/q4/processed/actual_prices.csv,删除重复副本,891521,ab8202b8c7fea1fb727365bfe37d9aaae227528549553a9e3328a6975496a414,inputs/q4/processed/actual_prices.csv
outputs/history/approval_full_20260913_192745/inputs/q4/processed/price_forecasts.csv,删除重复副本,2006268,786afc33a11eb558215c156ac0bd3a4d1d37a0444d273a2647da70d8f9417a90,inputs/q4/processed/price_forecasts.csv
outputs/history/approval_full_20260913_192745/inputs/q4/processed/price_residuals.csv,删除重复副本,1107838,2beb37dd02f01db378bbfb1e816240fd9470dc7dff12e29dd53cb635f467a82f,inputs/q4/processed/price_residuals.csv
outputs/history/approval_full_20260913_192745/inputs/q4/processed/source_manifest.json,删除重复副本,2391,904b9ef7d6e2529cf1774a916e8398558bfefffcd26a5a6afa36f355069d6058,inputs/q4/processed/source_manifest.json
outputs/history/approval_full_20260913_192745/inputs/q4/rescue_processed/actual_prices.csv,删除重复副本,891155,323ace19b941924284464fb609faad9c5c14e1538a8b81967e5e1d8702bad0bc,inputs/q4/rescue_processed/actual_prices.csv
outputs/history/approval_full_20260913_192745/inputs/q4/rescue_processed/price_forecasts.csv,删除重复副本,2005916,ca0e1932f12903a03f76cf5e7f7153699f72929c223afcec1abc60e0e106d2fb,inputs/q4/rescue_processed/price_forecasts.csv
outputs/history/approval_full_20260913_192745/inputs/q4/rescue_processed/price_residuals.csv,删除重复副本,1107555,c33f382e44185309ebe8542db6158d72b787a0996dc109eff58f53eccf823cb9,inputs/q4/rescue_processed/price_residuals.csv
outputs/history/approval_full_20260913_192745/inputs/q4/rescue_processed/source_manifest.json,删除重复副本,119202,afa62dc2b908a3f886f5366e44f5489c6e13632bcbd53c2947dd78608fc52051,outputs/q4/raw/rescue_lp_q43_20260913_v3/source_manifest.json
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/docs/q1_marginal_analysis.md,删除重复副本,7106,7a86c22866ba526e2400ea402e385a49caffe0d8f128e7d10d17cfdcbcf30c55,outputs/.q1-runs/run-7ceay8rq/docs/q1_marginal_analysis.md
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/docs/q1_results.md,删除重复副本,3622,874bd5e76fca6b8a2ca7e0d082c706aa895fecc0fa9a59fc394ddd88e847e053,outputs/.q1-runs/run-7ceay8rq/docs/q1_results.md
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/docs/q1_source_line_traceability.csv,删除重复副本,57011,2b7622aee5099d6bf922a64d93a5b918e9384cff4b46728a02319627f68479d3,outputs/.q1-runs/run-ie6fkatf/docs/q1_source_line_traceability.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/inputs/processed/parameters.json,删除重复副本,1847,1f4be2b3b1116cd9a7094f3260c258796b9fccf75299613aec3d92fcc43a1193,outputs/.q1-runs/run-7ceay8rq/inputs/processed/parameters.json
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/inputs/processed/timeseries.csv,删除重复副本,12746,8d8a983cfc12e647c5841b2c41514a244e3d3530b3cc57072e08c50d120e0d40,outputs/.q1-runs/run-7ceay8rq/inputs/processed/timeseries.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/inputs/raw/attachment1.csv,删除重复副本,4718,6363df9183bf14f5503841ebe9372a913cb84e02482bd3b6c034cb909c73da82,outputs/.q1-runs/run-7ceay8rq/inputs/raw/attachment1.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/inputs/raw/attachment1.xlsx,删除重复副本,16003,66b87134f5ecccd68184d3539bb1293ef039f9e0fdd955a589b9bfa7f227c377,docs/CUMCM2026Problems/C题/附件/附件1.xlsx
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/inputs/raw/manifest.json,删除重复副本,204,277ac8d4de04d5f2198f6e59e2faea6de3a151c7452a12e98855ba31e8be04b2,outputs/.q1-runs/run-7ceay8rq/inputs/raw/manifest.json
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/active_constraints.csv,删除重复副本,220830,98c04da01c394f75b257e64eea5b6a1da1acb9fd7ebef88bc42f4aa5f473d5e9,outputs/.q1-runs/run-7ceay8rq/processed/active_constraints.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/analysis_summary.json,删除重复副本,481552,d494db717bc88e777fcee29250d3d9be428c79bc064d72c0585deb0744b52619,outputs/.q1-runs/run-7ceay8rq/processed/analysis_summary.json
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/arbitrage_thresholds.csv,删除重复副本,38454,218fe5dba999df1b080955216ab29053e90746c6a61ab2a6f2d3c41909d0de50,outputs/.q1-runs/run-7ceay8rq/processed/arbitrage_thresholds.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/baseline_comparison.csv,删除重复副本,948,bddc54bc998fc18cfce77b00b8e5618eb80a3ec74eceff8e84e7514d63a3625b,outputs/.q1-runs/run-7ceay8rq/processed/baseline_comparison.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/bottleneck_analysis.pdf,删除重复副本,30795,652c5592d51273b8e583c31dbfe85cf5f4596ef015bb2d6f4f11be7eda1f58ab,outputs/.q1-runs/run-ie6fkatf/processed/bottleneck_analysis.pdf
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/bottleneck_analysis.png,删除重复副本,235606,27efdcc7f1440c36a805d169cb3d2fe1e3fdcbc1e0334af5d8668f8f990e6602,outputs/.q1-runs/run-7ceay8rq/processed/bottleneck_analysis.png
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/bottleneck_analysis.svg,删除重复副本,34878,0273fcccf59ada3a2c13d8d124d4f23ca875d6e03766a1ea0a60109e77a88763,outputs/.q1-runs/run-ie6fkatf/processed/bottleneck_analysis.svg
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/bottleneck_values.csv,删除重复副本,109335,9e86b860219cd3f2c677b8b333bfe7f5f7e56d71e43ffd25bbc8f15c51d570e2,outputs/.q1-runs/run-7ceay8rq/processed/bottleneck_values.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/daily_summary.csv,删除重复副本,495,07fc345d418fe9d0e0367c6810aa09337d04fdf6b3a991904fb1cc68de517570,outputs/.q1-runs/run-7ceay8rq/processed/daily_summary.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/dispatch.pdf,删除重复副本,55204,fd55fef0db8eb5247dad0e0aa2918b0a14ac1a51daebd97012cfbbea50336af8,outputs/.q1-runs/run-ie6fkatf/processed/dispatch.pdf
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/dispatch.png,删除重复副本,361975,39bfde27ba60ede2d905ca745ea73765af426ea7d03fc141d07b39d808194923,outputs/.q1-runs/run-7ceay8rq/processed/dispatch.png
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/dispatch.svg,删除重复副本,125935,fa8175aa8b884bb42a6a2612a823c8851a76c0cb5706a5e5ac1a68646c9b4163,outputs/.q1-runs/run-ie6fkatf/processed/dispatch.svg
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/efficiency.pdf,删除重复副本,43085,c93f03786d0f229ae7d73364eb8c851740ca869faaf3fa5a8ecb7cee79b3b19c,outputs/.q1-runs/run-ie6fkatf/processed/efficiency.pdf
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/efficiency.png,删除重复副本,387749,4fb60a0a9c631790059bc81d3d4eb8299d7c8b64e16e0fc8ed895621eb73d673,outputs/.q1-runs/run-7ceay8rq/processed/efficiency.png
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/efficiency.svg,删除重复副本,36581,9ce97949436e780154a0e59ea7a93af23a11c81dfb6cf0a7b36b8a0bf73229e5,outputs/.q1-runs/run-ie6fkatf/processed/efficiency.svg
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/efficiency_comparison.csv,删除重复副本,1330,1aadae1f5e22066653d961eb29e4d480713ae4982a423c6698018eaa6e962e02,outputs/.q1-runs/run-7ceay8rq/processed/efficiency_comparison.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/incremental_benefits.csv,删除重复副本,196,02936e2af2b5fb68f4aea98a016ec94ae04a7b599ea77017d23bf6c91b641293,outputs/.q1-runs/run-7ceay8rq/processed/incremental_benefits.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/lp_diagnosis.csv,删除重复副本,145,282f662601c9093d0bfd1a88ace01f5b6b356d8d4189e208d2b7d4e4601f8234,outputs/.q1-runs/run-7ceay8rq/processed/lp_diagnosis.csv
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/marginal_analysis.pdf,删除重复副本,62967,852b0adce5cb14c4a52a556aa21151ef0fc023f3054a3be29b002ca11575c743,outputs/.q1-runs/run-ie6fkatf/processed/marginal_analysis.pdf
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/marginal_analysis.png,删除重复副本,358499,2865563271d64de25d88a8632fc67a15e5bfbfa7ef2fe5b4985069f6c8d43f89,outputs/.q1-runs/run-7ceay8rq/processed/marginal_analysis.png
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/marginal_analysis.svg,删除重复副本,50650,995396627f29dcb0f20c01d439e4bb9b3f86ade7d190455ab667731f7ec0c66e,outputs/.q1-runs/run-ie6fkatf/processed/marginal_analysis.svg
outputs/history/approval_full_20260913_192745/outputs/.q1-runs/run-ie6fkatf/processed/marginal_report.html,删除重复副本,41870,0e2b71c7150171aeff1da7ae67541bedf0e9f3514f9336a13813bd99d42837bd,outputs/.q1-runs/run-7ceay8rq/processed/marginal_report.html
