记录,源码,记录SHA256,当前SHA256,核对,可匹配位置,已收入材料路径
Q2末次阶段来源记录,src/q2/report.py,fbb625f73eafc11d501e81f47da35d674eeddeb20bee45eff2644bf231e749e7,fbb625f73eafc11d501e81f47da35d674eeddeb20bee45eff2644bf231e749e7,当前源码字节一致,src/q2/report.py [原始字节];outputs/history/q2_baselines/pre_tail_reserve_20260912/source/report.py [原始字节];outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/report.py [原始字节],src/q2/report.py
Q2末次阶段来源记录,src/q2/rolling.py,7fb9755131b1bafdd1b9162b65f7369d7789715b7edda51ed785b9d6f1e42d31,7d80ef5b50328b7b5a47f0130d9f484d3fd509202cd226124d1688a038a4eca9,未找到相同历史版本,,
Q2末次阶段来源记录,src/q2/run.py,70f539594cc0dbe5377a1be138916a4f2962f447ec8b432af4a39a6d7b49ae71,70f539594cc0dbe5377a1be138916a4f2962f447ec8b432af4a39a6d7b49ae71,当前源码字节一致,src/q2/run.py [原始字节];outputs/history/q2_baselines/pre_tail_reserve_20260912/source/run.py [原始字节];outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/run.py [原始字节],src/q2/run.py
Q2末次阶段来源记录,src/q2/scenarios.py,0a258a87cc4f59ca7dbc8b6f54d9d72b299990a72b7412c870737ec6a8e7323e,f6695c73c15b85ad09dac7a9f0e8ddc4c6941c02624089b11c5d604a25d2ef58,找到历史版本,outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/scenarios.py [原始字节],outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/scenarios.py
Q2末次阶段来源记录,src/q2/shadows.py,14031f391a49d39f7887c0f41a6a2726c34f947e230c373859b406cff823f395,14031f391a49d39f7887c0f41a6a2726c34f947e230c373859b406cff823f395,当前源码字节一致,src/q2/shadows.py [原始字节];outputs/history/q2_baselines/pre_tail_reserve_20260912/source/shadows.py [原始字节];outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/shadows.py [原始字节],src/q2/shadows.py
Q2末次阶段来源记录,src/q2/test_baseline_reuse.py,cf9c578e5b4d233f5db6aea866c187b714fbb955a4a63a474e554f75b63f3d10,cf9c578e5b4d233f5db6aea866c187b714fbb955a4a63a474e554f75b63f3d10,当前源码字节一致,src/q2/test_baseline_reuse.py [原始字节];outputs/history/q2_baselines/pre_tail_reserve_20260912/source/test_baseline_reuse.py [原始字节];outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_baseline_reuse.py [原始字节],src/q2/test_baseline_reuse.py
Q2末次阶段来源记录,src/q2/test_dispatch.py,bd0f7e967454c0a1c1290d730cd07a6155e6247a05f2af3e539a96564e3cb069,f35945d7f0589cd72e91ab5430c1b51d58d4b3fc070d0bd525fcc920dc5d4a81,找到历史版本,outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_dispatch.py [原始字节],outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_dispatch.py
Q2末次阶段来源记录,src/q2/test_execution.py,3c6ef840e1206b2db408ef2480b4472a2c56634fa8406914f16187dcb6b085ac,7347e0a09c6ca109399e84d5d5cf4118bf4c77e10ee09dbdf1802a09a7c244fe,未找到相同历史版本,,
Q2末次阶段来源记录,src/q2/test_forecast_dispatch.py,ee73311bae16b59e586352ecba2cf98a0fe28fa84440598c6dd09780ad75e8ed,4c2fc3a67feed4668d5bb3ab4d77593b6c4b79d014c0bf51257d50126209c770,未找到相同历史版本,,
Q2末次阶段来源记录,src/q2/test_full_run.py,fa364235c4f684e112db9cf507ca6b6e33853f39ff487a886aed3b93c8fd7ba8,d75e5bf8bf9bac3a8d8e4b91df0db80c0b34b3627fd1098f3d2d3dd928ab82b0,未找到相同历史版本,,
Q2末次阶段来源记录,src/q2/test_horizon_execution.py,03be10be609e833dba20b7ea50c05423998c187e9ae52dc752b845df1ef4a527,03be10be609e833dba20b7ea50c05423998c187e9ae52dc752b845df1ef4a527,当前源码字节一致,src/q2/test_horizon_execution.py [原始字节];outputs/history/q2_baselines/pre_tail_reserve_20260912/source/test_horizon_execution.py [原始字节];outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_horizon_execution.py [原始字节],src/q2/test_horizon_execution.py
Q2末次阶段来源记录,src/q2/test_linear_policy.py,28f92b0e10dd1614bbaaa88a872dc4c0de1d47d142c6b11cf6dd0d36fb30e10f,573661a5c010cc597a1a17a09ef49e25ce4228f2bf56e36c82c10599fa32c045,找到历史版本,outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_linear_policy.py [原始字节],outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_linear_policy.py
Q2末次阶段来源记录,src/q2/test_q2.py,ae1b4b7782ac30a810c90d0cf931a1db86d581837c2708827d11475103cfc53a,b4f977037684b8171e73d193bd8b2b920dadfc8eb145204562a6009cab34ffc2,找到历史版本,outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_q2.py [原始字节],outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/test_q2.py
Q2末次阶段来源记录,src/q2/traceability.py,3d22f125873b4bfb2a6f5378be8410e21497f0a660a9c1756a58b7191b138df3,3d22f125873b4bfb2a6f5378be8410e21497f0a660a9c1756a58b7191b138df3,当前源码字节一致,src/q2/traceability.py [原始字节];outputs/history/q2_baselines/pre_tail_reserve_20260912/source/traceability.py [原始字节];outputs/q2/dispatch_runs/20260912_tail_reserve_final/raw/pre_acceleration_source/traceability.py [原始字节],src/q2/traceability.py
