date,total_cost_q42,soc_end_q42,total_cost_q43,soc_end_q43,saving_yuan
2025-11-14,18910.441927087635,6450.0000000000009,17380.020577115203,1251.6184250416645,1530.4213499724319
2025-11-15,20550.476462518265,10200.000000000004,20199.461956402978,3121.2894247954009,351.01450611528708
2025-11-16,59853.898496918671,7050.0000000000091,59137.534139327312,1200.0000000000018,716.36435759135929
2025-11-17,57401.191620509024,6450.0000000000027,58510.883597300941,1238.8411180524945,-1109.6919767919171
2025-11-18,60193.528389998552,4950.0000000000009,60237.055522690971,1202.6379393247607,-43.5271326924194
2025-11-19,63353.055134362716,7950.0000000000036,62857.927339369497,1211.6579448444572,495.12779499321914
2025-11-20,56928.270204623128,1200.0000000000018,59801.123686973151,1200,-2872.8534823500231
2025-11-21,20621.421218758293,8795.7607406287552,18547.431875868937,1235.5307872931535,2073.9893428893556
2025-11-22,20366.173303864573,10200,19629.564831916257,1256.5701955995646,736.60847194831513
2025-11-23,59871.52908590906,7800.0000000000055,60939.185964993922,1269.2652186083469,-1067.6568790848614
2025-11-24,58606.136156546258,7200.0000000000045,59887.733449813997,1245.5915264147297,-1281.5972932677396
2025-11-25,66530.19734961653,5700.0000000000009,64885.309193079418,1303.341459635516,1644.8881565371121
2025-11-26,63695.728138513543,4800.0000000000045,63921.148386138535,1278.424197974422,-225.42024762499204
2025-11-27,61265.54132111591,1200.0000000000018,62897.975707777892,1251.58337857482,-1632.434386661982
2025-11-28,20976.435573368639,7199.9999999999982,18872.274891380024,1294.5872417819646,2104.1606819886147
2025-11-29,23717.589628667622,10200.000000000004,22383.99750761249,2155.7389432849404,1333.5921210551314
2025-11-30,65629.726050058525,7799.9999999999982,65490.598707307188,1272.0355516972286,139.12734275133698
2025-12-01,79632.21442966818,4800,90388.313488805856,1228.1798451748637,-10756.099059137676
2025-12-02,83371.647009408349,4950.0000000000027,81906.719749507058,1222.715621392088,1464.9272599012911
2025-12-03,83014.137915614527,4949.9999999999982,76720.444782688719,1210.8186512790126,6293.6931329258077
2025-12-04,79558.991586621341,1199.9999999999991,78969.275492003362,1220.049659516957,589.71609461797925
2025-12-05,27795.348894325623,7050.0000000000009,26538.735095159936,1249.2814334643408,1256.6137991656869
2025-12-06,29223.557753834961,10200.000000000011,28741.421515075817,1583.5510384333484,482.13623875914345
2025-12-07,81845.623067509659,7200.0000000000018,80077.788764291545,1245.2961915475662,1767.8343032181147
2025-12-08,79594.244289064678,6300,79932.014432617463,1249.0511583411899,-337.77014355278516
2025-12-09,79667.237375648503,7200.0000000000009,78878.715977300031,1231.2213983390611,788.52139834847185
2025-12-10,78184.287322163553,7050.0000000000027,76548.658189055481,1239.2873739562001,1635.629133108072
2025-12-11,74706.066252983888,1200.0000000000018,76354.940442431951,1207.423218296286,-1648.8741894480627
2025-12-12,30253.076575272651,9300.0000000000018,27357.164489532628,1244.8421559606577,2895.912085740023
2025-12-13,27630.380086752502,10200.000000000004,27384.278762192105,1277.7200125985,246.10132456039719
2025-12-14,77876.342252243921,9676.1587864924113,76783.003572525093,1200.0000000000018,1093.3386797188286
2025-12-15,79722.186992630639,8550.0000000000036,77263.275361094755,1222.5747270886186,2458.9116315358842
2025-12-16,78815.34838049626,9300.0000000000036,78110.345256201108,1260.0557692443963,705.00312429515179
2025-12-17,78877.034582920591,7800.0000000000036,78815.512263713172,1239.489500515172,61.522319207419059
2025-12-18,72725.116483752412,2700.0000000000045,74882.4861775748,1209.3925478531546,-2157.3696938223875
2025-12-19,29538.782148125109,10049.999999999998,26220.778135373894,1268.7782575530455,3318.0040127512148
2025-12-20,26426.044832890693,10200.000000000004,26362.24150461243,1366.210386724515,63.803328278263507
2025-12-21,76627.356036578829,8699.9999999999964,78377.371059489815,1240.7781580523715,-1750.0150229109859
2025-12-22,77436.638216140433,7949.9999999999982,77921.008760496887,1269.8565227030194,-484.37054435645405
2025-12-23,78150.234341049902,9450.0000000000018,77448.856445690806,1252.0250066838089,701.37789535909542
2025-12-24,75424.622058766792,7200,76666.049800716297,1218.2766076444896,-1241.4277419495047
2025-12-25,72580.864683990018,1200.0000000000018,75354.818220294022,1224.7809602978123,-2773.953536304005
2025-12-26,28966.296600199283,10800.000000000002,25769.35873898345,1236.7313961414366,3196.9378612158325
2025-12-27,25717.750785976343,10800.000000000009,26604.484791603551,2785.0928325928853,-886.73400562720781
2025-12-28,73729.959640182627,7949.9999999999982,74542.661124456616,1238.3175837130275,-812.70148427398817
2025-12-29,74409.517191540624,9450.0000000000036,75011.228730098985,1281.9912487561687,-601.71153855836019
2025-12-30,74375.988057853421,8700.0000000000018,74410.587263763126,1254.0136623024737,-34.599205909704324
2025-12-31,77277.675264889258,9450.0000000000036,77465.528644444217,1270.5725906062235,-187.85337955495925
