history_day,hour,complete_at_slot,initial_soc,delta,value,J_E,J_E_plus_delta,seconds
76,6,11124,6000,100,0.78830999999998308,38258.759440553353,38179.928440553354,0.014059292007004842
76,12,11160,6000,100,0.6313333333333867,37518.996441932482,37455.863108599144,0.014143334003165364
76,18,11196,6000,100,1.213379999999961,35744.802171509633,35623.464171509637,0.01502125000115484
78,0,11376,6000,100,0.47544444444443795,37728.032050377529,37680.487605933085,0.037909042002866045
77,6,11268,6000,100,0.78828982335006004,37233.509061801626,37154.68007946662,0.014973334007663652
77,12,11304,6000,100,0.61625743006661649,36715.010524367157,36653.384781360495,0.014215666989912279
77,18,11340,6000,100,1.213379999999961,37067.331736984204,36945.993736984208,0.015371041008620523
79,0,11520,6000,100,0.39793923129998804,12642.492193533337,12602.698270403338,0.012766625004587695
78,6,11412,6000,100,0.78822000000000114,36243.011181607639,36164.189181607639,0.014321666007163003
78,12,11448,6000,100,0.7333333333333576,32035.024025538107,31961.690692204771,0.013175458007026464
78,18,11484,6000,100,1.2134042654333461,25520.749072037244,25399.40864549391,0.012967167000169866
80,0,11664,6000,100,0.39608999999998562,12504.425235786666,12464.816235786668,0.013214249993325211
79,6,11556,6000,100,0,13330.103336954138,13330.103336954138,0.012621957997907884
79,12,11592,6000,100,0,14553.380540250437,14553.380540250437,0.012899332999950275
79,18,11628,6000,100,1.2100500000000103,17174.719465880433,17053.714465880432,0.012753625007462688
81,0,11808,6000,100,0.47544444444443795,35385.69641420673,35338.151969762286,0.014794458998949267
80,6,11700,6000,100,0,16036.750062133458,16036.750062133458,0.013787875010166317
80,12,11736,6000,100,0,21029.078636805003,21029.078636805003,0.013358665979467332
80,18,11772,6000,100,1.2100500000000103,26754.150510361673,26633.145510361672,0.015258500992786139
82,0,11952,6000,100,0.47544444444443795,35105.574081605555,35058.029637161111,0.014681334010674618
81,6,11844,6000,100,0.78822000000000114,36325.69473771812,36246.87273771812,0.038336457990226336
81,12,11880,6000,100,0.50566666666665694,35765.123088728396,35714.556422061731,0.015707707992987707
81,18,11916,6000,100,1.213416621849974,34985.169813798711,34863.828151613714,0.015404499994474463
83,0,12096,6000,100,0.47544444444443795,36811.191308945861,36763.646864501417,0.014379001004272141
82,6,11988,6000,100,0.78822000000000114,36225.722734635208,36146.900734635208,0.014869751001242548
82,12,12024,6000,100,0.50566666666665694,36955.327433833896,36904.76076716723,0.015595791992382146
82,18,12060,6000,100,1.213379999999961,36172.422050554938,36051.084050554942,0.015708417005953379
84,0,12240,6000,100,0.47544444444443795,33608.807722783327,33561.263278338884,0.015092208006535657
83,6,12132,6000,100,0.78822000000000114,37900.230782242237,37821.408782242237,0.01440662401728332
83,12,12168,6000,100,0.50566666666672977,36347.258077685859,36296.691411019186,0.013792917001410387
83,18,12204,6000,100,1.2134400418666338,33428.851760188329,33307.507756001665,0.015086250001331791
85,0,12384,6000,100,0.47544444444451073,35362.483181643707,35314.938737199256,0.014692582000861876
84,6,12276,6000,100,0.7740899999999965,34695.665937523634,34618.256937523634,0.01374849901185371
84,12,12312,6000,100,0.50566666666665694,35406.852947831663,35356.286281164997,0.03767762599454727
84,18,12348,6000,100,1.2133903303833358,34963.70510504784,34842.366072009507,0.015043958992464468
86,0,12528,6000,100,0.39609000000000377,12107.251530580001,12067.64253058,0.012844124998082407
85,6,12420,6000,100,0.7740899999999965,33758.93788407954,33681.52888407954,0.01437133300350979
85,12,12456,6000,100,0.73333333333332118,30604.902523424131,30531.569190090799,0.013499209002475254
85,18,12492,6000,100,1.2133799999999975,25283.741661107102,25162.403661107102,0.012702500011073425
87,0,12672,6000,100,0.3955500000000029,12332.66052552333,12293.10552552333,0.012475000999984331
86,6,12564,6000,100,0,12923.66929721644,12923.66929721644,0.012846332989283837
86,12,12600,6000,100,0,14006.042761547717,14006.042761547717,0.013435875007417053
86,18,12636,6000,100,1.2100500000000103,16800.612761647717,16679.607761647716,0.013276251003844664
88,0,12816,6000,100,0.47544444444443795,33236.220647079514,33188.67620263507,0.014347917007398792
87,6,12708,6000,100,0,15977.67205438366,15977.67205438366,0.013040917008765973
87,12,12744,6000,100,0,20105.942707056663,20105.942707056663,0.01417599999695085
87,18,12780,6000,100,1.2100500000000103,24971.326432296853,24850.321432296852,0.041697749999002554
89,0,12960,6000,100,0.47544444444443795,34161.688058276974,34114.14361383253,0.014721709012519568
88,6,12852,6000,100,0.7740899999999965,34119.456500862951,34042.047500862951,0.014587250014301389
88,12,12888,6000,100,0.49588888888887594,33900.373892804702,33850.785003915815,0.013735334010561928
88,18,12924,6000,100,1.2133800000000337,34000.087077320015,33878.749077320012,0.014497291995212436
90,0,13104,6000,100,0.47544444444443795,35752.539848330372,35704.995403885929,0.014603707997594029
89,6,12996,6000,100,0.7665555555555329,35062.381582261005,34985.726026705452,0.013381417011260055
89,12,13032,6000,100,0.74377777777779552,36066.428048065696,35992.050270287917,0.013492001002305187
89,18,13068,6000,100,1.2133800000000337,35140.957330896796,35019.619330896792,0.015785124996909872
91,0,13248,6000,100,0.47544444444443795,36007.865524051667,35960.321079607224,0.014531416003592312
90,6,13140,6000,100,0.7665555555555329,36544.916770126583,36468.26121457103,0.01392704299360048
90,12,13176,6000,100,0.73333333333343032,37899.209430306917,37825.876096973574,0.013853500000550412
90,18,13212,6000,100,1.213466703899976,35674.647539136669,35553.300868746672,0.014712624993990175
92,0,13392,6000,100,0.47544444444443795,33711.364852711486,33663.820408267042,0.038918625999940559
91,6,13284,6000,100,0.78830999999998308,37056.772821761537,36977.941821761538,0.014065165989450179
91,12,13320,6000,100,0.63133333333331398,35164.117518599996,35100.984185266665,0.0135333759826608
91,18,13356,6000,100,1.2134649251167138,33492.070004211673,33370.723511700002,0.014971500000683591
93,0,13536,6000,100,0.39554999999998475,11426.533039298334,11386.978039298336,0.039785792017937638
92,6,13428,6000,100,0.7740899999999965,32037.942433272183,31960.533433272183,0.014264749988797121
92,12,13464,6000,100,0.50566666666665694,29204.405631450121,29153.838964783456,0.013150208003935404
92,18,13500,6000,100,1.2134270306833423,25032.230303443641,24910.887600375307,0.012547125006676652
94,0,13680,6000,100,0.39539621179999812,11778.964611044999,11739.424989865,0.013361792007344775
93,6,13572,6000,100,0,12484.667398423622,12484.667398423622,0.012234499998157844
93,12,13608,6000,100,0,13348.238538627327,13348.238538627327,0.012644542002817616
93,18,13644,6000,100,1.2100499999999739,16594.88956683399,16473.884566833993,0.012989874987397343
95,0,13824,6000,100,0.47544444444447437,32643.29503946636,32595.750595021913,0.013268583003082313
94,6,13716,6000,100,0,15509.843145738354,15509.843145738354,0.013707875987165608
94,12,13752,6000,100,0,19424.589142326666,19424.589142326666,0.013608958004624583
94,18,13788,6000,100,1.2100500000000103,24367.026562976487,24246.021562976486,0.013501667999662459
96,0,13968,6000,100,0.47544444444443795,31750.218915843128,31702.674471398685,0.013298582984134555
95,6,13860,6000,100,0.77399999999994185,33498.677538640266,33421.277538640272,0.037341040995670483
95,12,13896,6000,100,0.49588888888887594,33601.011270551731,33551.422381662844,0.01285204199666623
95,18,13932,6000,100,1.2133985988499625,31735.456638997814,31614.116779112817,0.013979917013784871
97,0,14112,6000,100,0.47544444444443795,32928.356174485918,32880.811730041474,0.01415545899362769
96,6,14004,6000,100,0.7665555555555329,32375.833205382864,32299.17764982731,0.012933582998812199
96,12,14040,6000,100,0.63133333333331398,34652.902035898631,34589.768702565299,0.012790833003236912
96,18,14076,6000,100,1.213379999999961,32208.428744971668,32087.090744971672,0.014972916993428953
98,0,14256,6000,100,0.47544444444443795,35029.974233189256,34982.429788744812,0.013237498991657048
97,6,14148,6000,100,0.7740899999999965,33946.339344097112,33868.930344097113,0.013761041991529055
97,12,14184,6000,100,0.45700000000004365,34337.276317595926,34291.576317595922,0.014285291006672196
97,18,14220,6000,100,1.2133987296000124,34893.39792995574,34772.058056995738,0.014135543009615503
99,0,14400,6000,100,0.47544444444443795,32893.648610563767,32846.104166119323,0.013454415995511226
98,6,14292,6000,100,0.77400000000001457,36016.248834172096,35938.848834172095,0.012542542011942714
98,12,14328,6000,100,0.7333333333333576,35598.192245793522,35524.858912460186,0.040104165993398055
98,18,14364,6000,100,1.2134065816833026,32671.184415152409,32549.843756984079,0.013972833010484464
100,0,14544,6000,100,0.39542395646665685,11236.426711321668,11196.884315675003,0.012653416008106433
99,6,14436,6000,100,0.77400000000001457,31200.527780370681,31123.12778037068,0.013071875015157275
99,12,14472,6000,100,0.49588888888891236,28738.274881687554,28688.685992798662,0.012604917006683536
99,18,14508,6000,100,1.2133890421666729,24861.527705482858,24740.188801266191,0.012575126005685888
101,0,14688,6000,100,0.39501000000000203,11006.485319501666,10966.984319501666,0.01329224999062717
100,6,14580,6000,100,0,12298.789621870475,12298.789621870475,0.012469915993278846
100,12,14616,6000,100,0,12907.90840876348,12907.90840876348,0.012839666989748366
100,18,14652,6000,100,1.2100500000000103,16246.035694293478,16125.030694293477,0.012852667015977204
102,0,14832,6000,100,0.47544444444447437,32416.056742370554,32368.512297926107,0.013367041014134884
101,6,14724,6000,100,0,14984.76809575572,14984.76809575572,0.0136782510089688
101,12,14760,6000,100,0,18698.91879085037,18698.91879085037,0.013917208008933812
101,18,14796,6000,100,1.2100500000000465,23986.753108918892,23865.748108918888,0.042851416990743019
103,0,14976,6000,100,0.47544444444447437,31108.504806359269,31060.960361914822,0.013362458004849032
102,6,14868,6000,100,0.76655555555560573,33381.813463715655,33305.157908160094,0.01315204199636355
102,12,14904,6000,100,0.49588888888887594,33494.621902477222,33445.033013588334,0.01246029201138299
102,18,14940,6000,100,1.2133875363333209,31036.272665243807,30914.933911610475,0.013397750008152798
104,0,15120,6000,100,0.47466666666663515,30371.467384777596,30324.000718110932,0.01318162601091899
103,6,15012,6000,100,0.7665555555555329,31528.294745402065,31451.639189846512,0.013402749013039283
103,12,15048,6000,100,0.49588888888887594,31751.358036388094,31701.769147499206,0.012762833997840062
103,18,15084,6000,100,1.2133875459166665,30170.99288316855,30049.654128576884,0.015000875006080605
105,0,15264,6000,100,0.47544444444451073,32894.19679877859,32846.652354334139,0.01388849999057129
104,6,15156,6000,100,0.75977999999999157,30996.689439336773,30920.711439336774,0.013331833004485816
104,12,15192,6000,100,0.63133333333331398,33520.67977399673,33457.546440663398,0.014300083988928236
104,18,15228,6000,100,1.2134370610666882,32714.012108615741,32592.668402509073,0.013921374993515201
106,0,15408,6000,100,0.47544444444447437,31701.496173337178,31653.951728892731,0.039121957990573719
105,6,15300,6000,100,0.7665555555555329,33490.240085258767,33413.584529703214,0.012486583014833741
105,12,15336,6000,100,0.50566666666665694,33468.222351172102,33417.655684505437,0.012672833006945439
105,18,15372,6000,100,1.2133799999999975,31548.888901121067,31427.550901121067,0.01463545800652355
107,0,15552,6000,100,0.39505845700001374,10445.979672408332,10406.47382670833,0.012778374992194586
106,6,15444,6000,100,0.7665555555555329,29856.489243608972,29779.833688053419,0.013057415984803811
106,12,15480,6000,100,0.56874830476670468,28031.023491145577,27974.148660668907,0.012411333998898044
106,18,15516,6000,100,1.2134351616500134,24624.713868006133,24503.370351841131,0.01255537498218473
108,0,15696,6000,100,0.39501000000000203,10369.968958450003,10330.467958450003,0.012937999999849126
107,6,15588,6000,100,0,11624.464425296295,11624.464425296295,0.013006666005821899
107,12,15624,6000,100,0,12297.318250232511,12297.318250232511,0.014914875006070361
107,18,15660,6000,100,1.2100499999999921,16075.516283889179,15954.51128388918,0.013120457995682955
109,0,15840,6000,100,0.47544444444443795,30812.253314537775,30764.708870093331,0.012900292000267655
108,6,15732,6000,100,0,14330.575376234405,14330.575376234405,0.040469916013535112
108,12,15768,6000,100,0,17961.694520053337,17961.694520053337,0.012173708993941545
108,18,15804,6000,100,1.2100500000000103,22736.214445062182,22615.209445062181,0.013785040995571762
110,0,15984,6000,100,0.47433333333334304,29075.656178629444,29028.22284529611,0.013014333002502099
109,6,15876,6000,100,0.77400000000001457,31684.9315787823,31607.531578782298,0.012809292020392604
109,12,15912,6000,100,0.497005801185187,32063.724012243329,32014.02343212481,0.012825750003685243
109,18,15948,6000,100,1.2133800000000337,29148.982544218889,29027.644544218885,0.013190208017476834
111,0,16128,6000,100,0.47544444444443795,30785.177667841439,30737.633223396995,0.013045624989899807
110,6,16020,6000,100,0.75977999999999157,29342.926726153375,29266.948726153376,0.012586291995830834
110,12,16056,6000,100,0,31301.572706083025,31301.572706083025,0.012914417005958967
110,18,16092,6000,100,1.213379999999961,30828.208213740327,30706.870213740331,0.01351745800639037
112,0,16272,6000,100,0.47544444444443795,30222.157678417552,30174.613233973108,0.012922040987177752
111,6,16164,6000,100,0.75977999999999157,31365.314613263396,31289.336613263396,0.012731124981655739
111,12,16200,6000,100,0.50566666666665694,32505.332181033085,32454.76551436642,0.038948999994318001
111,18,16236,6000,100,1.2133799999999975,30464.170703748889,30342.832703748889,0.013839999999618158
113,0,16416,6000,100,0.47433333333334304,28570.814736949444,28523.381403616109,0.013273332981043495
112,6,16308,6000,100,0.75977999999999157,30506.14038976263,30430.16238976263,0.013098000010359101
112,12,16344,6000,100,0.50566666666665694,31707.254150258083,31656.687483591417,0.012784751001163386
112,18,16380,6000,100,1.2133799999999975,29156.906171043887,29035.568171043888,0.013449707999825478
114,0,16560,6000,100,0.39488747998333568,9977.2745733437496,9937.785825345416,0.012429749986040406
113,6,16452,6000,100,0.75697390800003628,26232.335457817426,26156.638067017422,0.013085750018944964
113,12,16488,6000,100,0,25673.747220394216,25673.747220394216,0.013095667003653944
113,18,16524,6000,100,1.2133927763499741,24172.280894725885,24050.941617090888,0.012841874995501712
115,0,16704,6000,100,0.39402000000001863,10355.724779258333,10316.322779258331,0.012708499984000809
114,6,16596,6000,100,0,11477.375513519819,11477.375513519819,0.012233957997523248
114,12,16632,6000,100,0,11887.036697355208,11887.036697355208,0.013167416007490829
114,18,16668,6000,100,1.2100500000000103,15923.814087486462,15802.809087486461,0.012995041004614905
116,0,16848,6000,100,0.47455555555552564,29569.121216514963,29521.66566095941,0.013464749994454905
115,6,16740,6000,100,0,14460.144672764074,14460.144672764074,0.012807500999770127
115,12,16776,6000,100,0,17681.274713727034,17681.274713727034,0.012793583009624854
115,18,16812,6000,100,1.2100500000000103,21499.365627650372,21378.360627650371,0.039832333000958897
117,0,16992,6000,100,0.47544444444443795,33069.450133770304,33021.90568932586,0.013158041998394765
116,6,16884,6000,100,0.75977999999999157,30170.242424547534,30094.264424547535,0.01331129198661074
116,12,16920,6000,100,0,32097.3614834576,32097.3614834576,0.012961458007339388
116,18,16956,6000,100,1.213379999999961,32929.329328029133,32807.991328029137,0.013797207997413352
118,0,17136,6000,100,0.4720000000000073,28920.157865543701,28872.9578655437,0.013302459003170952
117,6,17028,6000,100,0.7665555555555329,33667.19165106635,33590.536095510797,0.012913876009406522
117,12,17064,6000,100,0.65972531383333266,32322.721463223003,32256.748931839669,0.013903084007324651
117,18,17100,6000,100,1.2133799999999975,28733.531526615167,28612.193526615167,0.013331751018995419
119,0,17280,6000,100,0.474555555555562,28517.037912609419,28469.582357053863,0.013083375000860542
118,6,17172,6000,100,0.7174799999999959,28959.101406944876,28887.353406944876,0.012925957998959348
118,12,17208,6000,100,0.45699999999997087,31375.230628417325,31329.530628417328,0.012781041004927829
118,18,17244,6000,100,1.2134228384666494,28847.534372753806,28726.192088907141,0.013517832005163655
120,0,17424,6000,100,0.474555555555562,32189.899525648965,32142.443970093409,0.040302626002812758
119,6,17316,6000,100,0.72785321399995151,28750.225094177054,28677.439772777059,0.012669291012571193
119,12,17352,6000,100,0.47448648106666952,30907.312322249258,30859.863674142591,0.012662708002608269
119,18,17388,6000,100,1.2133876642166432,29649.949044975925,29528.610278554261,0.013772500009508803
121,0,17568,6000,100,0.39509506513331871,13109.559552221666,13070.050045708334,0.013003624000702985
120,6,17460,6000,100,0.7604005844259154,30158.761337092386,30082.721278649795,0.012659833999350667
120,12,17496,6000,100,0,29263.06057317189,29263.06057317189,0.01275766700564418
120,18,17532,6000,100,1.2134699999999794,26725.400619556887,26604.053619556889,0.012308542005484924
122,0,17712,6000,100,0.39459301254999446,12524.865946831664,12485.406645576664,0.013871500006644055
121,6,17604,6000,100,0,14364.661053072901,14364.661053072901,0.01332012600323651
121,12,17640,6000,100,0,14875.207054270431,14875.207054270431,0.012391166004817933
121,18,17676,6000,100,1.2119400000000313,17924.826296732099,17803.632296732096,0.013178958994103596
123,0,17856,6000,100,0.474555555555562,31662.292956506109,31614.837400950553,0.01339804200688377
122,6,17748,6000,100,0,16605.952865527077,16605.952865527077,0.038245707997702993
122,12,17784,6000,100,0,19000.312873115552,19000.312873115552,0.014240791992051527
122,18,17820,6000,100,1.2119399999999951,23619.944974982343,23498.750974982344,0.014002583004184999
124,0,18000,6000,100,0.47544444444443795,33417.738521792409,33370.194077347966,0.013605376007035375
123,6,17892,6000,100,0.71748000000003231,31769.594966063396,31697.846966063393,0.013224499998614192
123,12,17928,6000,100,0.49588888888887594,34784.969046965554,34735.380158076667,0.012959125015186146
123,18,17964,6000,100,1.2134700000000158,33464.445643025203,33343.098643025201,0.014078417007112876
125,0,18144,6000,100,0.47497828631479933,32317.994472750368,32270.496644118888,0.013412332977168262
124,6,18036,6000,100,0.76655555555560573,34312.344258440244,34235.688702884683,0.013134918001014739
124,12,18072,6000,100,0.63133333333331398,34987.168015091665,34924.034681758334,0.012906417003250681
124,18,18108,6000,100,1.2134700000000158,32117.501431809629,31996.154431809628,0.013790041004540399
126,0,18288,6000,100,0.47544444444443795,33852.684822634052,33805.140378189608,0.014376248989719898
125,6,18180,6000,100,0.76655555555560573,32938.314174902735,32861.658619347174,0.013363709003897384
125,12,18216,6000,100,0,33827.971554024261,33827.971554024261,0.040619958002935164
125,18,18252,6000,100,1.2134700000000158,33550.294825848992,33428.947825848991,0.014832166998530738
127,0,18432,6000,100,0.47544444444443795,33716.73577652192,33669.191332077477,0.013831958000082523
126,6,18324,6000,100,0.75996302281237149,34313.067151410745,34237.070849129508,0.014126625013886951
126,12,18360,6000,100,0.49588888888894872,34988.686191667657,34939.097302778762,0.013551291995099746
126,18,18396,6000,100,1.2134700000000158,33731.404219588469,33610.057219588467,0.014023583993548527
128,0,18576,6000,100,0.39501000000000203,12226.810702033337,12187.309702033337,0.013004206994082779
127,6,18468,6000,100,0.75978000000002799,31613.489209414834,31537.511209414832,0.013562501000706106
127,12,18504,6000,100,0.63133333333335029,30035.571122201745,29972.43778886841,0.012754458992276341
127,18,18540,6000,100,1.2134700000000158,26438.183770109958,26316.836770109956,0.038252084006671794
129,0,18720,6000,100,0.39401999999998227,12228.374796108332,12188.972796108334,0.013289417009218596
128,6,18612,6000,100,0,13455.758880991421,13455.758880991421,0.012718208017759025
128,12,18648,6000,100,0,13938.647171088127,13938.647171088127,0.012354791993857361
128,18,18684,6000,100,1.2119399999999951,17652.016744841461,17530.822744841462,0.013112625005305745
130,0,18864,6000,100,0.47544444444443795,33535.160071615857,33487.615627171414,0.014074418009840883
129,6,18756,6000,100,0,16466.613852566439,16466.613852566439,0.013284500004374422
129,12,18792,6000,100,0,19330.932776508824,19330.932776508824,0.01342962501803413
129,18,18828,6000,100,1.2119399999999587,25206.692852312099,25085.498852312103,0.014138541999273002
131,0,19008,6000,100,0.474555555555562,31619.613413701172,31572.157858145616,0.013525542002753355
130,6,18900,6000,100,0.75006000000001227,33918.103732890304,33843.097732890303,0.012839624992921017
130,12,18936,6000,100,0.50566666666672977,33646.514019776732,33595.947353110059,0.012626333991647698
130,18,18972,6000,100,1.2134699999999794,32078.056353833854,31956.709353833856,0.012818875999073498
132,0,19152,6000,100,0.47544444444443795,32068.236934394237,32020.692489949794,0.040259874993353151
131,6,19044,6000,100,0.50566666666665694,31537.738665383207,31487.171998716542,0.013288209011079744
131,12,19080,6000,100,0.50566666666672977,34155.474240364136,34104.907573697463,0.012724542000796646
131,18,19116,6000,100,1.2134700000000158,32110.177495418091,31988.830495418089,0.013640500008477829
133,0,19296,6000,100,0.47544444444447437,31990.133705223299,31942.589260778852,0.013691208005184308
132,6,19188,6000,100,0.75283976340000658,32523.214067987898,32447.930091647897,0.013566540990723297
132,12,19224,6000,100,0.49588888888894872,33206.725495999977,33157.136607111082,0.012892458995338529
132,18,19260,6000,100,1.2134700000000158,31939.613618915744,31818.266618915743,0.013810958989779465
134,0,19440,6000,100,0.47544444444443795,32048.815489495901,32001.271045051457,0.013777041996945627
133,6,19332,6000,100,0.75005999999997586,32245.623004898564,32170.617004898566,0.013330999994650483
133,12,19368,6000,100,0.49872123928886142,33335.315953779202,33285.443829850316,0.012613167011295445
133,18,19404,6000,100,1.2134699999999794,32346.829594073526,32225.482594073528,0.013827582995872945
135,0,19584,6000,100,0.39365999999999984,11409.414370317501,11370.048370317501,0.014245166006730869
134,6,19476,6000,100,0.74592609953331701,29809.865031102276,29735.272421148944,0.039034458008245565
134,12,19512,6000,100,0.50580259401664085,28680.187685687812,28629.607426286148,0.01267091601039283
134,18,19548,6000,100,1.2134699999999794,25303.749937676748,25182.40293767675,0.012537458998849615
136,0,19728,6000,100,0.39365999999999984,12262.410011774997,12223.044011774997,0.014105166002991609
135,6,19620,6000,100,0,13126.245467221408,13126.245467221408,0.012551665990031324
135,12,19656,6000,100,0,13374.805669618527,13374.805669618527,0.013687458005733788
135,18,19692,6000,100,1.2119400000000313,17602.667425706029,17481.473425706026,0.012873416009824723
137,0,19872,6000,100,0.47544444444443795,31884.923801271871,31837.379356827427,0.013461666982038878
136,6,19764,6000,100,0,16697.309121214566,16697.309121214566,0.013317834003828466
136,12,19800,6000,100,0,19700.616743412094,19700.616743412094,0.013224124981206842
136,18,19836,6000,100,1.2119835993833112,24677.295919069074,24556.097559130743,0.013532708006096072
138,0,20016,6000,100,0.4720000000000073,29530.64224514833,29483.44224514833,0.013925499995821156
137,6,19908,6000,100,0.75977999999999157,32092.32107589177,32016.343075891771,0.012948042000061832
137,12,19944,6000,100,0.60307488991671565,32729.260909751851,32668.953420760179,0.01260570899466984
137,18,19980,6000,100,1.2134700000000158,30375.033802935184,30253.686802935183,0.013829333009198308
139,0,20160,6000,100,0.47544444444451073,32729.283310915744,32681.738866471293,0.013181332993553951
138,6,20052,6000,100,0.71886584399999265,29599.610051199565,29527.723466799565,0.013899708006647415
138,12,20088,6000,100,0,31827.420081251952,31827.420081251952,0.012487583007896319
138,18,20124,6000,100,1.2134700000000158,32490.690747337678,32369.343747337676,0.013326208005310036
140,0,20304,6000,100,0.47433333333334304,31477.269842091482,31429.836508758148,0.013396375012234785
139,6,20196,6000,100,0.72827999999994064,33008.504689772773,32935.676689772779,0.013471459009451792
139,12,20232,6000,100,0.7333333333333576,34065.981060362887,33992.647727029551,0.012902917005703785
139,18,20268,6000,100,1.2134700000000158,31575.000560048953,31453.653560048951,0.04118854200351052
141,0,20448,6000,100,0.474555555555562,30937.137648511845,30889.682092956289,0.013431501007289626
140,6,20340,6000,100,0.51799999999995638,31449.323172331438,31397.523172331443,0.013304501015227288
140,12,20376,6000,100,0,33086.612098606871,33086.612098606871,0.013688667997485027
140,18,20412,6000,100,1.2134699999999794,31420.726699144321,31299.379699144323,0.01382812499650754
142,0,20592,6000,100,0.39365999999999984,11405.244072661662,11365.878072661662,0.01314045800245367
141,6,20484,6000,100,0.72578541400005636,28624.681991908281,28552.103450508275,0.012781249999534339
141,12,20520,6000,100,0.49410757977777392,27922.083353994945,27872.672596017168,0.012646167000639252
141,18,20556,6000,100,1.2134700000000158,25496.586171188272,25375.23917118827,0.012403957982314751
143,0,20736,6000,100,0.39366000000001805,11211.689664820002,11172.32366482,0.012855707987910137
142,6,20628,6000,100,0,13023.607831849524,13023.607831849524,0.012659999003517441
142,12,20664,6000,100,0,13277.2229820594,13277.2229820594,0.013035457013756968
142,18,20700,6000,100,1.2119399999999587,17414.0908461094,17292.896846109405,0.012583959003677592
144,0,20880,6000,100,0.47166666666664242,29853.906576614136,29806.739909947471,0.041124750001472421
143,6,20772,6000,100,0,15441.164784871216,15441.164784871216,0.012440042002708651
143,12,20808,6000,100,0,17692.702331105786,17692.702331105786,0.013093959001707844
143,18,20844,6000,100,1.2119399999999951,22235.803563327449,22114.609563327449,0.013213333004387096
145,0,21024,6000,100,0.47544444444443795,32609.31210552893,32561.767661084486,0.013714083994273096
144,6,20916,6000,100,0.52641710022780897,29734.650481541343,29682.008771518562,0.012914751001517288
144,12,20952,6000,100,0.45699999999997087,32513.526426002656,32467.826426002659,0.013780416004010476
144,18,20988,6000,100,1.2134700000000158,32832.461299086666,32711.114299086665,0.013570334005635232
146,0,21168,6000,100,0.47433333333330663,30004.542859522771,29957.109526189441,0.013621874997625127
145,6,21060,6000,100,0.75006000000001227,33136.149953365923,33061.143953365921,0.013656750015798025
145,12,21096,6000,100,0.49920776195551297,32682.371850633699,32632.451074438148,0.012805417005438358
145,18,21132,6000,100,1.2134700000000158,30221.721496368147,30100.374496368146,0.013644249993376434
147,0,21312,6000,100,0.47544444444443795,31395.256215754504,31347.71177131006,0.01364737500261981
146,6,21204,6000,100,0.687960000000021,30110.323752180964,30041.527752180962,0.04149862501071766
146,12,21240,6000,100,0.4901111111111095,32310.87528350584,32261.864172394729,0.014418666993151419
146,18,21276,6000,100,1.2134699999999794,31807.267019649807,31685.92001964981,0.013235209000413306
148,0,21456,6000,100,0.47544444444443795,32716.767010270931,32669.222565826487,0.01353691698750481
147,6,21348,6000,100,0.75006000000001227,31789.321828256707,31714.315828256706,0.013163416006136686
147,12,21384,6000,100,0,32549.221784774134,32549.221784774134,0.012678083003265783
147,18,21420,6000,100,1.2134700000000158,32502.881860990779,32381.534860990778,0.013506999996025115
149,0,21600,6000,100,0.3938035791333459,11546.645595956667,11507.265238043332,0.013135708009940572
148,6,21492,6000,100,0.75978000000002799,30541.634724476811,30465.656724476808,0.012656416991376318
148,12,21528,6000,100,0.4901111111111095,27983.471143331255,27934.460032220144,0.039745834001223557
148,18,21564,6000,100,1.2134700000000158,25728.500322292923,25607.153322292921,0.012613083003088832
150,0,21744,6000,100,0.39402000000000043,11284.362940476252,11244.960940476252,0.014050124998902902
149,6,21636,6000,100,0,13245.729510182509,13245.729510182509,0.012674833997152746
149,12,21672,6000,100,0,13677.053386760699,13677.053386760699,0.012821917000110261
149,18,21708,6000,100,1.2119399999999951,17384.807903562363,17263.613903562364,0.012940917004016228
151,0,21888,6000,100,0.47544444444443795,43807.654813830231,43760.110369385788,0.014396124999620952
150,6,21780,6000,100,0,16060.640421304772,16060.640421304772,0.013127541998983361
150,12,21816,6000,100,0,20351.992002227584,20351.992002227584,0.014441041988902725
150,18,21852,6000,100,1.2119399999999587,32104.258918370189,31983.064918370193,0.015002208005171269
152,0,22032,6000,100,0.47544444444443795,42913.074212381536,42865.529767937092,0.015261166001437232
151,6,21924,6000,100,0.78822000000000114,44904.106649231289,44825.284649231289,0.014069123993976973
151,12,21960,6000,100,0.80188888888893417,43285.291686564968,43205.102797676074,0.013197791995480657
151,18,21996,6000,100,1.213469999999943,42759.905336589873,42638.558336589878,0.04114891700737644
153,0,22176,6000,100,0.47544444444443795,42275.570042586914,42228.025598142471,0.015444874996319413
152,6,22068,6000,100,0.7740899999999965,43905.155755660468,43827.746755660468,0.014303792006103322
152,12,22104,6000,100,0.80188888888886145,44923.461810585119,44843.272921696233,0.013584666012320668
152,18,22140,6000,100,1.2134700000000884,41891.078348310133,41769.731348310124,0.014327331999083981
154,0,22320,6000,100,0.47544444444443795,42722.917552886065,42675.373108441621,0.014495875991997309
153,6,22212,6000,100,0.78822000000000114,43547.731963099461,43468.909963099461,0.014566417012247257
153,12,22248,6000,100,0.74377777777779552,41979.795815374964,41905.418037597185,0.01552050000464078
153,18,22284,6000,100,1.2134700000000158,42597.258593472077,42475.911593472076,0.015989751002052799
