requirement_id,section,source_line,source_text,implementation_symbols,code_locations,acceptance,status
Q3-L0553,3.7,553,---,data.Inputs;data.read_inputs,src/q3/data.py:15;src/q3/data.py:74,test_48h_predictor_identity_frozen;test_completed_trajectory_horizon,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0555,3.8,555,# 3.8 四时点联合随机场景构造,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0557,3.8,557,设当前为第 \(d\) 天节点 \(k\)。,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0559,3.8,559,已知：,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0561,3.8,561,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0562,3.8,562,"\widehat L_{d,t}^{\,0}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0563,3.8,563,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0565,3.8,565,以及最新光伏预报：,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0567,3.8,567,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0568,3.8,568,"\widehat P_{d,t|k}^{PV}.",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0569,3.8,569,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0571,3.8,571,从当前时点之前已经完全实现的历史日期 \(j<d\) 中提取与当前 predictor、forecast-origin 和 horizon 一致的联合误差轨迹。,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0573,3.8,573,对场景 \(s\)：,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0575,3.8,575,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0576,3.8,576,\boxed{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0577,3.8,577,"L_{t,s}^{(k)}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0578,3.8,578,=,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0579,3.8,579,\max\left\{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0580,3.8,580,"0,\,",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0581,3.8,581,"\widehat L_{d,t}^{\,0}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0582,3.8,582,+,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0583,3.8,583,"e_{j,t}^{L}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0584,3.8,584,"\right\},",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0585,3.8,585,},scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0586,3.8,586,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0588,3.8,588,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0589,3.8,589,\boxed{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0590,3.8,590,"P_{t,s}^{PV,(k)}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0591,3.8,591,=,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0592,3.8,592,\max\left\{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0593,3.8,593,"0,\,",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0594,3.8,594,"\widehat P_{d,t|k}^{PV}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0595,3.8,595,+,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0596,3.8,596,"e_{j,k,t}^{PV}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0597,3.8,597,\right\}.,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0598,3.8,598,},scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0599,3.8,599,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0601,3.8,601,定义场景净负荷电量：,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0603,3.8,603,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0604,3.8,604,\boxed{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0605,3.8,605,"n_{t,s}^{(k)}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0606,3.8,606,=,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0607,3.8,607,\Delta t,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0608,3.8,608,\left(,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0609,3.8,609,"L_{t,s}^{(k)}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0610,3.8,610,-,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0611,3.8,611,"P_{t,s}^{PV,(k)}",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0612,3.8,612,\right).,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0613,3.8,613,},scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0614,3.8,614,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0616,3.8,616,这里只使用在当前节点已经可以获得的历史误差块。任何包含当前节点之后尚未实现真实信息的误差轨迹都不能进入场景库。,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0618,3.8,618,---,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0620,3.8,620,## 3.8.1 因果条件历史池、预测量级匹配与尾部保持场景缩减,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0622,3.8,622,历史误差至少具有两类异质性：一是 forecast-origin × horizon 对误差尺度有直接影响；二是光伏预测误差的绝对波动可能随季节和预测功率量级变化。为避免无条件混合全年误差，同时又避免利用 2--12 月真实结果事后挑选“最优窗口”，本文采用预先固定的**近期优先、样本不足再扩展**规则。,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0624,3.8,624,对第 \(d\) 天节点 \(k\)，定义最近 \(W\) 日中已经完整实现的候选历史轨迹池：,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0626,3.8,626,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0627,3.8,627,\boxed{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0628,3.8,628,"\mathcal J_{d,k}(W)",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0629,3.8,629,=,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0630,3.8,630,\left\{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0631,3.8,631, j<d:,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0632,3.8,632," d-j\le W,",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0633,3.8,633, \text{且节点 }k\text{ 所需联合误差轨迹已经完整实现},scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0634,3.8,634,\right\}.,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0635,3.8,635,},scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0636,3.8,636,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0638,3.8,638,固定候选窗口序列,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0640,3.8,640,\[,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0641,3.8,641,\boxed{,scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0642,3.8,642,"W\in\{28,56,84,\infty\},",scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0643,3.8,643,},scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0644,3.8,644,\],scenarios.construct;scenarios.pool_indices;scenarios.reduce_errors;scenarios.medoids,src/q3/scenarios.py:91;src/q3/scenarios.py:39;src/q3/scenarios.py:61;src/q3/scenarios.py:9,test_recent_then_expand_and_condition;test_reduction_probability_tail_original_support;test_no_artificial_samples,implemented; bounded-tests-only; full-numerical-evaluation-not-run
