model,slot0,hour,charge_fraction,discharge_fraction,idle_fraction
Q4-2,82,13.833333333333334,0.45508982035928142,0.25449101796407186,0.29041916167664672
Q4-2,83,14,0.40419161676646709,0.42814371257485029,0.16766467065868262
Q4-2,84,14.166666666666666,0.38622754491017963,0.50299401197604787,0.11077844311377245
Q4-2,85,14.333333333333334,0.3413173652694611,0.57185628742514971,0.086826347305389226
Q4-2,86,14.5,0.26946107784431139,0.66467065868263475,0.065868263473053898
Q4-2,87,14.666666666666666,0.23353293413173654,0.73353293413173648,0.032934131736526949
Q4-2,88,14.833333333333334,0.20059880239520958,0.60479041916167664,0.19461077844311378
Q4-2,89,15,0.79041916167664672,0.0059880239520958087,0.20359281437125748
Q4-2,90,15.166666666666666,0.79041916167664672,0.0059880239520958087,0.20359281437125748
Q4-2,91,15.333333333333334,0.3712574850299401,0.0029940119760479044,0.62574850299401197
Q4-2,92,15.5,0.27245508982035926,0,0.72754491017964074
Q4-2,93,15.666666666666666,0.18562874251497005,0.0029940119760479044,0.81137724550898205
Q4-2,94,15.833333333333334,0.11976047904191617,0.0029940119760479044,0.8772455089820359
Q4-2,95,16,0.038922155688622756,0,0.96107784431137722
Q4-2,96,16.166666666666668,0.014970059880239521,0,0.98502994011976053
Q4-2,97,16.333333333333332,0.0089820359281437123,0,0.99101796407185627
Q4-2,98,16.5,0.0029940119760479044,0,0.99700598802395213
Q4-2,99,16.666666666666668,0,0.0059880239520958087,0.99401197604790414
Q4-2,100,16.833333333333332,0,0,1
Q4-2,101,17,0.0029940119760479044,0,0.99700598802395213
Q4-2,102,17.166666666666668,0,0,1
Q4-2,103,17.333333333333332,0,0,1
Q4-2,104,17.5,0,0,1
Q4-2,105,17.666666666666668,0,0,1
Q4-2,106,17.833333333333332,0,0.09880239520958084,0.90119760479041922
Q4-2,107,18,0,0.39520958083832336,0.60479041916167664
Q4-2,108,18.166666666666668,0,0.50598802395209586,0.4940119760479042
Q4-2,109,18.333333333333332,0,0.38023952095808383,0.61976047904191611
Q4-2,110,18.5,0,0.45508982035928142,0.54491017964071853
Q4-2,111,18.666666666666668,0,0.54790419161676651,0.45209580838323354
Q4-2,112,18.833333333333332,0,0.68562874251497008,0.31437125748502992
Q4-2,113,19,0,0.89520958083832336,0.10479041916167664
Q4-2,114,19.166666666666668,0,0.89221556886227549,0.10778443113772455
Q4-2,115,19.333333333333332,0,0.82335329341317365,0.17664670658682635
Q4-2,116,19.5,0,0.83832335329341312,0.16167664670658682
Q4-2,117,19.666666666666668,0,0.89520958083832336,0.10479041916167664
Q4-2,118,19.833333333333332,0,0.89221556886227549,0.10778443113772455
Q4-2,119,20,0,0.83832335329341312,0.16167664670658682
Q4-2,120,20.166666666666668,0,0.89221556886227549,0.10778443113772455
Q4-2,121,20.333333333333332,0,0.8413173652694611,0.15868263473053892
Q4-2,122,20.5,0,0.86227544910179643,0.1377245508982036
Q4-2,123,20.666666666666668,0,0.99700598802395213,0.0029940119760479044
Q4-2,124,20.833333333333332,0,0.19760479041916168,0.80239520958083832
Q4-2,125,21,0,0,1
Q4-2,126,21.166666666666668,0,0,1
Q4-2,127,21.333333333333332,0,0.0029940119760479044,0.99700598802395213
Q4-2,128,21.5,0,0,1
Q4-2,129,21.666666666666668,0,0.0059880239520958087,0.99401197604790414
Q4-2,130,21.833333333333332,0,0,1
Q4-2,131,22,0.37425149700598803,0,0.62574850299401197
Q4-2,132,22.166666666666668,0.70359281437125754,0,0.29640718562874252
Q4-2,133,22.333333333333332,0.28143712574850299,0.0029940119760479044,0.71556886227544914
Q4-2,134,22.5,0.3712574850299401,0.0059880239520958087,0.6227544910179641
Q4-2,135,22.666666666666668,0.44311377245508982,0.0059880239520958087,0.55089820359281438
Q4-2,136,22.833333333333332,0.42514970059880242,0,0.57485029940119758
Q4-2,137,23,0.38922155688622756,0.0029940119760479044,0.60778443113772451
Q4-2,138,23.166666666666668,0.36826347305389223,0.011976047904191617,0.61976047904191611
Q4-2,139,23.333333333333332,0.3413173652694611,0.0089820359281437123,0.64970059880239517
Q4-2,140,23.5,0.36826347305389223,0.0059880239520958087,0.62574850299401197
Q4-2,141,23.666666666666668,0.3592814371257485,0.0029940119760479044,0.63772455089820357
Q4-2,142,23.833333333333332,0.34431137724550898,0,0.65568862275449102
Q4-2,143,24,0.24850299401197604,0.0029940119760479044,0.74850299401197606
Q4-3,0,0.16666666666666666,0.44011976047904194,0.0059880239520958087,0.55389221556886226
Q4-3,1,0.33333333333333331,0.4820359281437126,0.0089820359281437123,0.50898203592814373
Q4-3,2,0.5,0.37425149700598803,0.0029940119760479044,0.6227544910179641
Q4-3,3,0.66666666666666663,0.3473053892215569,0,0.65269461077844315
Q4-3,4,0.83333333333333337,0.42215568862275449,0.0029940119760479044,0.57485029940119758
Q4-3,5,1,0.43113772455089822,0,0.56886227544910184
Q4-3,6,1.1666666666666667,0.31137724550898205,0.0029940119760479044,0.68562874251497008
Q4-3,7,1.3333333333333333,0.29341317365269459,0,0.70658682634730541
Q4-3,8,1.5,0.38023952095808383,0.0029940119760479044,0.61676646706586824
Q4-3,9,1.6666666666666667,0.36826347305389223,0.0059880239520958087,0.62574850299401197
Q4-3,10,1.8333333333333333,0.32335329341317365,0,0.67664670658682635
Q4-3,11,2,0.33233532934131738,0.0059880239520958087,0.66167664670658688
Q4-3,12,2.1666666666666665,0.31437125748502992,0.0029940119760479044,0.68263473053892221
Q4-3,13,2.3333333333333335,0.27544910179640719,0.0029940119760479044,0.72155688622754488
Q4-3,14,2.5,0.26347305389221559,0.0029940119760479044,0.73353293413173648
Q4-3,15,2.6666666666666665,0.22754491017964071,0.011976047904191617,0.76047904191616766
Q4-3,16,2.8333333333333335,0.29940119760479039,0.0029940119760479044,0.69760479041916168
Q4-3,17,3,0.36826347305389223,0,0.63173652694610782
Q4-3,18,3.1666666666666665,0.23353293413173654,0,0.76646706586826352
Q4-3,19,3.3333333333333335,0.16766467065868262,0.0029940119760479044,0.8293413173652695
Q4-3,20,3.5,0.30239520958083832,0.0059880239520958087,0.69161676646706582
Q4-3,21,3.6666666666666665,0.29041916167664672,0.0029940119760479044,0.70658682634730541
Q4-3,22,3.8333333333333335,0.25449101796407186,0.0029940119760479044,0.74251497005988021
Q4-3,23,4,0.25149700598802394,0.0059880239520958087,0.74251497005988021
Q4-3,24,4.166666666666667,0.30239520958083832,0.0029940119760479044,0.69461077844311381
Q4-3,25,4.333333333333333,0.27844311377245506,0,0.72155688622754488
Q4-3,26,4.5,0.25449101796407186,0.0089820359281437123,0.73652694610778446
Q4-3,27,4.666666666666667,0.26646706586826346,0.011976047904191617,0.72155688622754488
Q4-3,28,4.833333333333333,0.25449101796407186,0,0.74550898203592819
Q4-3,29,5,0.26047904191616766,0.0059880239520958087,0.73353293413173648
Q4-3,30,5.166666666666667,0.36826347305389223,0.0059880239520958087,0.62574850299401197
Q4-3,31,5.333333333333333,0.23652694610778444,0.0089820359281437123,0.75449101796407181
Q4-3,32,5.5,0.3413173652694611,0.0029940119760479044,0.65568862275449102
Q4-3,33,5.666666666666667,0.92215568862275454,0,0.077844311377245512
Q4-3,34,5.833333333333333,0,0.24850299401197604,0.75149700598802394
Q4-3,35,6,0,0.83233532934131738,0.16766467065868262
Q4-3,36,6.166666666666667,0,0.99101796407185627,0.0089820359281437123
Q4-3,37,6.333333333333333,0,0.97005988023952094,0.029940119760479042
Q4-3,38,6.5,0.0029940119760479044,0.94011976047904189,0.056886227544910177
Q4-3,39,6.666666666666667,0.041916167664670656,0.88323353293413176,0.074850299401197598
Q4-3,40,6.833333333333333,0.062874251497005984,0.81137724550898205,0.12574850299401197
Q4-3,41,7,0.038922155688622756,0.85628742514970058,0.10479041916167664
Q4-3,42,7.166666666666667,0.10479041916167664,0.67365269461077848,0.22155688622754491
Q4-3,43,7.333333333333333,0.10179640718562874,0.61976047904191611,0.27844311377245506
Q4-3,44,7.5,0.12275449101796407,0.55688622754491013,0.32035928143712578
Q4-3,45,7.666666666666667,0.3473053892215569,0.33233532934131738,0.32035928143712578
Q4-3,46,7.833333333333333,0.065868263473053898,0.73652694610778446,0.19760479041916168
Q4-3,47,8,0.032934131736526949,0.83832335329341312,0.12874251497005987
Q4-3,48,8.1666666666666661,0.032934131736526949,0.82335329341317365,0.1437125748502994
Q4-3,49,8.3333333333333339,0.044910179640718563,0.79940119760479045,0.15568862275449102
Q4-3,50,8.5,0.041916167664670656,0.79341317365269459,0.16467065868263472
Q4-3,51,8.6666666666666661,0.05089820359281437,0.78143712574850299,0.16766467065868262
Q4-3,52,8.8333333333333339,0.068862275449101798,0.76347305389221554,0.16766467065868262
Q4-3,53,9,0.065868263473053898,0.76646706586826352,0.16766467065868262
Q4-3,54,9.1666666666666661,0.10778443113772455,0.73652694610778446,0.15568862275449102
Q4-3,55,9.3333333333333339,0.15269461077844312,0.67664670658682635,0.17065868263473055
Q4-3,56,9.5,0.22155688622754491,0.6107784431137725,0.16766467065868262
Q4-3,57,9.6666666666666661,0.32934131736526945,0.48502994011976047,0.18562874251497005
Q4-3,58,9.8333333333333339,0.40718562874251496,0.43413173652694609,0.15868263473053892
Q4-3,59,10,0.44311377245508982,0.41916167664670656,0.1377245508982036
Q4-3,60,10.166666666666666,0.49700598802395207,0.35628742514970058,0.1467065868263473
Q4-3,61,10.333333333333334,0.54491017964071853,0.29041916167664672,0.16467065868263472
Q4-3,62,10.5,0.57485029940119758,0.22455089820359281,0.20059880239520958
Q4-3,63,10.666666666666666,0.59281437125748504,0.26047904191616766,0.1467065868263473
Q4-3,64,10.833333333333334,0.67964071856287422,0.09580838323353294,0.22455089820359281
Q4-3,65,11,0.93413173652694614,0,0.065868263473053898
Q4-3,66,11.166666666666666,0.91616766467065869,0,0.083832335329341312
Q4-3,67,11.333333333333334,0.90718562874251496,0,0.092814371257485026
Q4-3,68,11.5,0.91017964071856283,0,0.089820359281437126
Q4-3,69,11.666666666666666,0.90419161676646709,0,0.09580838323353294
Q4-3,70,11.833333333333334,0.89820359281437123,0,0.10179640718562874
Q4-3,71,12,0.89820359281437123,0,0.10179640718562874
Q4-3,72,12.166666666666666,0.89221556886227549,0,0.10778443113772455
Q4-3,73,12.333333333333334,0.87125748502994016,0,0.12874251497005987
Q4-3,74,12.5,0.91317365269461082,0,0.086826347305389226
Q4-3,75,12.666666666666666,0.93712574850299402,0,0.062874251497005984
Q4-3,76,12.833333333333334,0.92514970059880242,0.0059880239520958087,0.068862275449101798
Q4-3,77,13,0.76946107784431139,0.023952095808383235,0.20658682634730538
Q4-3,78,13.166666666666666,0.69161676646706582,0.080838323353293412,0.22754491017964071
Q4-3,79,13.333333333333334,0.70059880239520955,0.062874251497005984,0.23652694610778444
Q4-3,80,13.5,0.63173652694610782,0.11976047904191617,0.24850299401197604
Q4-3,81,13.666666666666666,0.63173652694610782,0.1467065868263473,0.22155688622754491
Q4-3,82,13.833333333333334,0.54790419161676651,0.23353293413173654,0.21856287425149701
Q4-3,83,14,0.5239520958083832,0.33832335329341318,0.1377245508982036
Q4-3,84,14.166666666666666,0.45209580838323354,0.44311377245508982,0.10479041916167664
Q4-3,85,14.333333333333334,0.38323353293413176,0.50898203592814373,0.10778443113772455
Q4-3,86,14.5,0.32934131736526945,0.58982035928143717,0.080838323353293412
Q4-3,87,14.666666666666666,0.27844311377245506,0.65568862275449102,0.065868263473053898
Q4-3,88,14.833333333333334,0.22754491017964071,0.61976047904191611,0.15269461077844312
Q4-3,89,15,0.70958083832335328,0.023952095808383235,0.26646706586826346
Q4-3,90,15.166666666666666,0.66167664670658688,0.020958083832335328,0.31736526946107785
Q4-3,91,15.333333333333334,0.32634730538922158,0.11976047904191617,0.55389221556886226
Q4-3,92,15.5,0.31736526946107785,0.11077844311377245,0.57185628742514971
Q4-3,93,15.666666666666666,0.25748502994011974,0.10479041916167664,0.63772455089820357
Q4-3,94,15.833333333333334,0.19161676646706588,0.11976047904191617,0.68862275449101795
Q4-3,95,16,0.23652694610778444,0.080838323353293412,0.68263473053892221
Q4-3,96,16.166666666666668,0.18562874251497005,0.089820359281437126,0.72455089820359286
Q4-3,97,16.333333333333332,0.16766467065868262,0.1497005988023952,0.68263473053892221
Q4-3,98,16.5,0.15568862275449102,0.21257485029940121,0.63173652694610782
Q4-3,99,16.666666666666668,0.24251497005988024,0.09580838323353294,0.66167664670658688
Q4-3,100,16.833333333333332,0.17964071856287425,0.17365269461077845,0.6467065868263473
Q4-3,101,17,0.20359281437125748,0.17664670658682635,0.61976047904191611
Q4-3,102,17.166666666666668,0.1437125748502994,0.32634730538922158,0.52994011976047906
Q4-3,103,17.333333333333332,0.24550898203592814,0.32035928143712578,0.43413173652694609
Q4-3,104,17.5,0.30838323353293412,0.32035928143712578,0.3712574850299401
Q4-3,105,17.666666666666668,0.37425149700598803,0.20958083832335328,0.41616766467065869
Q4-3,106,17.833333333333332,0.31137724550898205,0.25449101796407186,0.43413173652694609
Q4-3,107,18,0.12874251497005987,0.60778443113772451,0.26347305389221559
Q4-3,108,18.166666666666668,0.086826347305389226,0.68263473053892221,0.23053892215568864
Q4-3,109,18.333333333333332,0.11976047904191617,0.65269461077844315,0.22754491017964071
Q4-3,110,18.5,0.11676646706586827,0.65269461077844315,0.23053892215568864
Q4-3,111,18.666666666666668,0.086826347305389226,0.71556886227544914,0.19760479041916168
Q4-3,112,18.833333333333332,0.074850299401197598,0.75449101796407181,0.17065868263473055
Q4-3,113,19,0.044910179640718563,0.92814371257485029,0.026946107784431138
Q4-3,114,19.166666666666668,0.032934131736526949,0.94311377245508987,0.023952095808383235
Q4-3,115,19.333333333333332,0.041916167664670656,0.92814371257485029,0.029940119760479042
Q4-3,116,19.5,0.044910179640718563,0.94011976047904189,0.014970059880239521
Q4-3,117,19.666666666666668,0.020958083832335328,0.92814371257485029,0.05089820359281437
Q4-3,118,19.833333333333332,0.062874251497005984,0.91017964071856283,0.026946107784431138
Q4-3,119,20,0.089820359281437126,0.88323353293413176,0.026946107784431138
Q4-3,120,20.166666666666668,0.044910179640718563,0.93113772455089816,0.023952095808383235
Q4-3,121,20.333333333333332,0.056886227544910177,0.91616766467065869,0.026946107784431138
Q4-3,122,20.5,0.05089820359281437,0.92814371257485029,0.020958083832335328
Q4-3,123,20.666666666666668,0,1,0
Q4-3,124,20.833333333333332,0.21856287425149701,0.39820359281437123,0.38323353293413176
Q4-3,125,21,0.52095808383233533,0.17664670658682635,0.30239520958083832
Q4-3,126,21.166666666666668,0.30838323353293412,0.29041916167664672,0.40119760479041916
Q4-3,127,21.333333333333332,0.20059880239520958,0.45808383233532934,0.3413173652694611
Q4-3,128,21.5,0.31137724550898205,0.26347305389221559,0.42514970059880242
Q4-3,129,21.666666666666668,0.10778443113772455,0.5119760479041916,0.38023952095808383
Q4-3,130,21.833333333333332,0.21556886227544911,0.32934131736526945,0.45508982035928142
Q4-3,131,22,0.71856287425149701,0.023952095808383235,0.25748502994011974
Q4-3,132,22.166666666666668,0.87125748502994016,0.0089820359281437123,0.11976047904191617
Q4-3,133,22.333333333333332,0.69461077844311381,0.080838323353293412,0.22455089820359281
Q4-3,134,22.5,0.67365269461077848,0.11676646706586827,0.20958083832335328
Q4-3,135,22.666666666666668,0.6227544910179641,0.17365269461077845,0.20359281437125748
Q4-3,136,22.833333333333332,0.53892215568862278,0.23952095808383234,0.22155688622754491
Q4-3,137,23,0.4820359281437126,0.22455089820359281,0.29341317365269459
Q4-3,138,23.166666666666668,0.51796407185628746,0.26347305389221559,0.21856287425149701
Q4-3,139,23.333333333333332,0.41916167664670656,0.31736526946107785,0.26347305389221559
Q4-3,140,23.5,0.44311377245508982,0.33832335329341318,0.21856287425149701
Q4-3,141,23.666666666666668,0.5,0.29640718562874252,0.20359281437125748
Q4-3,142,23.833333333333332,0.42215568862275449,0.27544910179640719,0.30239520958083832
Q4-3,143,24,0.31736526946107785,0.45508982035928142,0.22754491017964071
