model,slot0,soc_low,soc_high,count,probability
Q2,95,10000,10400,10,0.029940119760479042
Q2,95,10400,10800,304,0.91017964071856283
Q2,96,1200,1600,0,0
Q2,96,1600,2000,0,0
Q2,96,2000,2400,0,0
Q2,96,2400,2800,0,0
Q2,96,2800,3200,0,0
Q2,96,3200,3600,0,0
Q2,96,3600,4000,1,0.0029940119760479044
Q2,96,4000,4400,0,0
Q2,96,4400,4800,0,0
Q2,96,4800,5200,0,0
Q2,96,5200,5600,0,0
Q2,96,5600,6000,0,0
Q2,96,6000,6400,0,0
Q2,96,6400,6800,1,0.0029940119760479044
Q2,96,6800,7200,0,0
Q2,96,7200,7600,0,0
Q2,96,7600,8000,3,0.0089820359281437123
Q2,96,8000,8400,0,0
Q2,96,8400,8800,3,0.0089820359281437123
Q2,96,8800,9200,5,0.014970059880239521
Q2,96,9200,9600,2,0.0059880239520958087
Q2,96,9600,10000,5,0.014970059880239521
Q2,96,10000,10400,8,0.023952095808383235
Q2,96,10400,10800,306,0.91616766467065869
Q2,97,1200,1600,0,0
Q2,97,1600,2000,0,0
Q2,97,2000,2400,0,0
Q2,97,2400,2800,0,0
Q2,97,2800,3200,0,0
Q2,97,3200,3600,0,0
Q2,97,3600,4000,1,0.0029940119760479044
Q2,97,4000,4400,0,0
Q2,97,4400,4800,0,0
Q2,97,4800,5200,0,0
Q2,97,5200,5600,0,0
Q2,97,5600,6000,0,0
Q2,97,6000,6400,0,0
Q2,97,6400,6800,1,0.0029940119760479044
Q2,97,6800,7200,0,0
Q2,97,7200,7600,0,0
Q2,97,7600,8000,3,0.0089820359281437123
Q2,97,8000,8400,0,0
Q2,97,8400,8800,3,0.0089820359281437123
Q2,97,8800,9200,4,0.011976047904191617
Q2,97,9200,9600,3,0.0089820359281437123
Q2,97,9600,10000,6,0.017964071856287425
Q2,97,10000,10400,7,0.020958083832335328
Q2,97,10400,10800,306,0.91616766467065869
Q2,98,1200,1600,0,0
Q2,98,1600,2000,0,0
Q2,98,2000,2400,0,0
Q2,98,2400,2800,0,0
Q2,98,2800,3200,0,0
Q2,98,3200,3600,0,0
Q2,98,3600,4000,1,0.0029940119760479044
Q2,98,4000,4400,0,0
Q2,98,4400,4800,0,0
Q2,98,4800,5200,0,0
Q2,98,5200,5600,0,0
Q2,98,5600,6000,0,0
Q2,98,6000,6400,0,0
Q2,98,6400,6800,1,0.0029940119760479044
Q2,98,6800,7200,0,0
Q2,98,7200,7600,0,0
Q2,98,7600,8000,3,0.0089820359281437123
Q2,98,8000,8400,1,0.0029940119760479044
Q2,98,8400,8800,1,0.0029940119760479044
Q2,98,8800,9200,6,0.017964071856287425
Q2,98,9200,9600,2,0.0059880239520958087
Q2,98,9600,10000,6,0.017964071856287425
Q2,98,10000,10400,7,0.020958083832335328
Q2,98,10400,10800,306,0.91616766467065869
Q2,99,1200,1600,0,0
Q2,99,1600,2000,0,0
Q2,99,2000,2400,0,0
Q2,99,2400,2800,0,0
Q2,99,2800,3200,0,0
Q2,99,3200,3600,0,0
Q2,99,3600,4000,1,0.0029940119760479044
Q2,99,4000,4400,0,0
Q2,99,4400,4800,0,0
Q2,99,4800,5200,0,0
Q2,99,5200,5600,0,0
Q2,99,5600,6000,0,0
Q2,99,6000,6400,0,0
Q2,99,6400,6800,1,0.0029940119760479044
Q2,99,6800,7200,0,0
Q2,99,7200,7600,0,0
Q2,99,7600,8000,3,0.0089820359281437123
Q2,99,8000,8400,1,0.0029940119760479044
Q2,99,8400,8800,1,0.0029940119760479044
Q2,99,8800,9200,6,0.017964071856287425
Q2,99,9200,9600,3,0.0089820359281437123
Q2,99,9600,10000,5,0.014970059880239521
Q2,99,10000,10400,9,0.026946107784431138
Q2,99,10400,10800,304,0.91017964071856283
Q2,100,1200,1600,0,0
Q2,100,1600,2000,0,0
Q2,100,2000,2400,0,0
Q2,100,2400,2800,0,0
Q2,100,2800,3200,0,0
Q2,100,3200,3600,1,0.0029940119760479044
Q2,100,3600,4000,0,0
Q2,100,4000,4400,0,0
Q2,100,4400,4800,0,0
Q2,100,4800,5200,0,0
Q2,100,5200,5600,0,0
Q2,100,5600,6000,0,0
Q2,100,6000,6400,0,0
Q2,100,6400,6800,1,0.0029940119760479044
Q2,100,6800,7200,0,0
Q2,100,7200,7600,0,0
Q2,100,7600,8000,3,0.0089820359281437123
Q2,100,8000,8400,1,0.0029940119760479044
Q2,100,8400,8800,1,0.0029940119760479044
Q2,100,8800,9200,6,0.017964071856287425
Q2,100,9200,9600,2,0.0059880239520958087
Q2,100,9600,10000,6,0.017964071856287425
Q2,100,10000,10400,9,0.026946107784431138
Q2,100,10400,10800,304,0.91017964071856283
Q2,101,1200,1600,0,0
Q2,101,1600,2000,0,0
Q2,101,2000,2400,0,0
Q2,101,2400,2800,0,0
Q2,101,2800,3200,0,0
Q2,101,3200,3600,1,0.0029940119760479044
Q2,101,3600,4000,0,0
Q2,101,4000,4400,0,0
Q2,101,4400,4800,0,0
Q2,101,4800,5200,0,0
Q2,101,5200,5600,0,0
Q2,101,5600,6000,0,0
Q2,101,6000,6400,0,0
Q2,101,6400,6800,1,0.0029940119760479044
Q2,101,6800,7200,0,0
Q2,101,7200,7600,1,0.0029940119760479044
Q2,101,7600,8000,2,0.0059880239520958087
Q2,101,8000,8400,1,0.0029940119760479044
Q2,101,8400,8800,1,0.0029940119760479044
Q2,101,8800,9200,5,0.014970059880239521
Q2,101,9200,9600,2,0.0059880239520958087
Q2,101,9600,10000,7,0.020958083832335328
Q2,101,10000,10400,10,0.029940119760479042
Q2,101,10400,10800,303,0.90718562874251496
Q2,102,1200,1600,0,0
Q2,102,1600,2000,0,0
Q2,102,2000,2400,0,0
Q2,102,2400,2800,0,0
Q2,102,2800,3200,0,0
Q2,102,3200,3600,1,0.0029940119760479044
Q2,102,3600,4000,0,0
Q2,102,4000,4400,0,0
Q2,102,4400,4800,0,0
Q2,102,4800,5200,0,0
Q2,102,5200,5600,0,0
Q2,102,5600,6000,0,0
Q2,102,6000,6400,0,0
Q2,102,6400,6800,1,0.0029940119760479044
Q2,102,6800,7200,0,0
Q2,102,7200,7600,1,0.0029940119760479044
Q2,102,7600,8000,2,0.0059880239520958087
Q2,102,8000,8400,1,0.0029940119760479044
Q2,102,8400,8800,2,0.0059880239520958087
Q2,102,8800,9200,4,0.011976047904191617
Q2,102,9200,9600,2,0.0059880239520958087
Q2,102,9600,10000,7,0.020958083832335328
Q2,102,10000,10400,10,0.029940119760479042
Q2,102,10400,10800,303,0.90718562874251496
Q2,103,1200,1600,0,0
Q2,103,1600,2000,0,0
Q2,103,2000,2400,0,0
Q2,103,2400,2800,0,0
Q2,103,2800,3200,0,0
Q2,103,3200,3600,1,0.0029940119760479044
Q2,103,3600,4000,0,0
Q2,103,4000,4400,0,0
Q2,103,4400,4800,0,0
Q2,103,4800,5200,0,0
Q2,103,5200,5600,0,0
Q2,103,5600,6000,0,0
Q2,103,6000,6400,0,0
Q2,103,6400,6800,0,0
Q2,103,6800,7200,1,0.0029940119760479044
Q2,103,7200,7600,1,0.0029940119760479044
Q2,103,7600,8000,2,0.0059880239520958087
Q2,103,8000,8400,1,0.0029940119760479044
Q2,103,8400,8800,1,0.0029940119760479044
Q2,103,8800,9200,5,0.014970059880239521
Q2,103,9200,9600,2,0.0059880239520958087
Q2,103,9600,10000,5,0.014970059880239521
Q2,103,10000,10400,13,0.038922155688622756
Q2,103,10400,10800,302,0.90419161676646709
Q2,104,1200,1600,0,0
Q2,104,1600,2000,0,0
Q2,104,2000,2400,0,0
Q2,104,2400,2800,0,0
Q2,104,2800,3200,0,0
Q2,104,3200,3600,1,0.0029940119760479044
Q2,104,3600,4000,0,0
Q2,104,4000,4400,0,0
Q2,104,4400,4800,0,0
Q2,104,4800,5200,0,0
Q2,104,5200,5600,0,0
Q2,104,5600,6000,0,0
Q2,104,6000,6400,0,0
Q2,104,6400,6800,0,0
Q2,104,6800,7200,1,0.0029940119760479044
Q2,104,7200,7600,1,0.0029940119760479044
Q2,104,7600,8000,2,0.0059880239520958087
Q2,104,8000,8400,1,0.0029940119760479044
Q2,104,8400,8800,2,0.0059880239520958087
Q2,104,8800,9200,4,0.011976047904191617
Q2,104,9200,9600,1,0.0029940119760479044
Q2,104,9600,10000,6,0.017964071856287425
Q2,104,10000,10400,13,0.038922155688622756
Q2,104,10400,10800,302,0.90419161676646709
Q2,105,1200,1600,0,0
Q2,105,1600,2000,0,0
Q2,105,2000,2400,0,0
Q2,105,2400,2800,0,0
Q2,105,2800,3200,0,0
Q2,105,3200,3600,1,0.0029940119760479044
Q2,105,3600,4000,0,0
Q2,105,4000,4400,0,0
Q2,105,4400,4800,0,0
Q2,105,4800,5200,0,0
Q2,105,5200,5600,0,0
Q2,105,5600,6000,0,0
Q2,105,6000,6400,0,0
Q2,105,6400,6800,0,0
Q2,105,6800,7200,1,0.0029940119760479044
Q2,105,7200,7600,2,0.0059880239520958087
Q2,105,7600,8000,1,0.0029940119760479044
Q2,105,8000,8400,1,0.0029940119760479044
Q2,105,8400,8800,2,0.0059880239520958087
Q2,105,8800,9200,4,0.011976047904191617
Q2,105,9200,9600,1,0.0029940119760479044
Q2,105,9600,10000,6,0.017964071856287425
Q2,105,10000,10400,13,0.038922155688622756
Q2,105,10400,10800,302,0.90419161676646709
Q2,106,1200,1600,0,0
Q2,106,1600,2000,0,0
Q2,106,2000,2400,0,0
Q2,106,2400,2800,0,0
Q2,106,2800,3200,0,0
Q2,106,3200,3600,1,0.0029940119760479044
Q2,106,3600,4000,0,0
Q2,106,4000,4400,0,0
Q2,106,4400,4800,0,0
Q2,106,4800,5200,0,0
Q2,106,5200,5600,0,0
Q2,106,5600,6000,0,0
Q2,106,6000,6400,0,0
Q2,106,6400,6800,0,0
Q2,106,6800,7200,1,0.0029940119760479044
Q2,106,7200,7600,2,0.0059880239520958087
Q2,106,7600,8000,1,0.0029940119760479044
Q2,106,8000,8400,1,0.0029940119760479044
Q2,106,8400,8800,2,0.0059880239520958087
Q2,106,8800,9200,4,0.011976047904191617
Q2,106,9200,9600,1,0.0029940119760479044
Q2,106,9600,10000,7,0.020958083832335328
Q2,106,10000,10400,15,0.044910179640718563
Q2,106,10400,10800,299,0.89520958083832336
Q2,107,1200,1600,0,0
Q2,107,1600,2000,0,0
Q2,107,2000,2400,0,0
Q2,107,2400,2800,0,0
Q2,107,2800,3200,1,0.0029940119760479044
Q2,107,3200,3600,0,0
Q2,107,3600,4000,0,0
Q2,107,4000,4400,0,0
Q2,107,4400,4800,0,0
Q2,107,4800,5200,0,0
Q2,107,5200,5600,0,0
Q2,107,5600,6000,0,0
Q2,107,6000,6400,0,0
Q2,107,6400,6800,1,0.0029940119760479044
Q2,107,6800,7200,1,0.0029940119760479044
Q2,107,7200,7600,2,0.0059880239520958087
Q2,107,7600,8000,0,0
Q2,107,8000,8400,1,0.0029940119760479044
Q2,107,8400,8800,2,0.0059880239520958087
Q2,107,8800,9200,4,0.011976047904191617
Q2,107,9200,9600,2,0.0059880239520958087
Q2,107,9600,10000,12,0.035928143712574849
Q2,107,10000,10400,44,0.1317365269461078
Q2,107,10400,10800,264,0.79041916167664672
Q2,108,1200,1600,0,0
Q2,108,1600,2000,0,0
Q2,108,2000,2400,0,0
Q2,108,2400,2800,0,0
Q2,108,2800,3200,1,0.0029940119760479044
Q2,108,3200,3600,0,0
Q2,108,3600,4000,0,0
Q2,108,4000,4400,0,0
Q2,108,4400,4800,0,0
Q2,108,4800,5200,0,0
Q2,108,5200,5600,0,0
Q2,108,5600,6000,0,0
Q2,108,6000,6400,0,0
Q2,108,6400,6800,1,0.0029940119760479044
Q2,108,6800,7200,1,0.0029940119760479044
Q2,108,7200,7600,2,0.0059880239520958087
Q2,108,7600,8000,0,0
Q2,108,8000,8400,1,0.0029940119760479044
Q2,108,8400,8800,2,0.0059880239520958087
Q2,108,8800,9200,5,0.014970059880239521
Q2,108,9200,9600,11,0.032934131736526949
Q2,108,9600,10000,41,0.12275449101796407
Q2,108,10000,10400,33,0.09880239520958084
Q2,108,10400,10800,236,0.70658682634730541
Q2,109,1200,1600,0,0
Q2,109,1600,2000,0,0
Q2,109,2000,2400,0,0
Q2,109,2400,2800,0,0
Q2,109,2800,3200,1,0.0029940119760479044
Q2,109,3200,3600,0,0
Q2,109,3600,4000,0,0
Q2,109,4000,4400,0,0
Q2,109,4400,4800,0,0
Q2,109,4800,5200,0,0
Q2,109,5200,5600,0,0
Q2,109,5600,6000,0,0
Q2,109,6000,6400,0,0
Q2,109,6400,6800,1,0.0029940119760479044
Q2,109,6800,7200,2,0.0059880239520958087
Q2,109,7200,7600,1,0.0029940119760479044
Q2,109,7600,8000,0,0
Q2,109,8000,8400,1,0.0029940119760479044
Q2,109,8400,8800,3,0.0089820359281437123
Q2,109,8800,9200,15,0.044910179640718563
Q2,109,9200,9600,37,0.11077844311377245
Q2,109,9600,10000,13,0.038922155688622756
Q2,109,10000,10400,24,0.071856287425149698
Q2,109,10400,10800,236,0.70658682634730541
Q2,110,1200,1600,0,0
Q2,110,1600,2000,0,0
Q2,110,2000,2400,0,0
Q2,110,2400,2800,0,0
Q2,110,2800,3200,1,0.0029940119760479044
Q2,110,3200,3600,0,0
Q2,110,3600,4000,0,0
Q2,110,4000,4400,0,0
Q2,110,4400,4800,0,0
Q2,110,4800,5200,0,0
Q2,110,5200,5600,0,0
Q2,110,5600,6000,0,0
Q2,110,6000,6400,0,0
Q2,110,6400,6800,1,0.0029940119760479044
Q2,110,6800,7200,2,0.0059880239520958087
Q2,110,7200,7600,1,0.0029940119760479044
Q2,110,7600,8000,0,0
Q2,110,8000,8400,1,0.0029940119760479044
Q2,110,8400,8800,25,0.074850299401197598
Q2,110,8800,9200,28,0.083832335329341312
Q2,110,9200,9600,11,0.032934131736526949
Q2,110,9600,10000,19,0.056886227544910177
Q2,110,10000,10400,10,0.029940119760479042
Q2,110,10400,10800,235,0.70359281437125754
Q2,111,1200,1600,0,0
Q2,111,1600,2000,0,0
Q2,111,2000,2400,0,0
Q2,111,2400,2800,0,0
Q2,111,2800,3200,1,0.0029940119760479044
Q2,111,3200,3600,0,0
Q2,111,3600,4000,0,0
Q2,111,4000,4400,0,0
Q2,111,4400,4800,0,0
Q2,111,4800,5200,0,0
Q2,111,5200,5600,0,0
Q2,111,5600,6000,0,0
Q2,111,6000,6400,0,0
Q2,111,6400,6800,2,0.0059880239520958087
Q2,111,6800,7200,1,0.0029940119760479044
Q2,111,7200,7600,2,0.0059880239520958087
Q2,111,7600,8000,2,0.0059880239520958087
Q2,111,8000,8400,36,0.10778443113772455
Q2,111,8400,8800,14,0.041916167664670656
Q2,111,8800,9200,7,0.020958083832335328
Q2,111,9200,9600,14,0.041916167664670656
Q2,111,9600,10000,10,0.029940119760479042
Q2,111,10000,10400,10,0.029940119760479042
Q2,111,10400,10800,235,0.70359281437125754
Q2,112,1200,1600,0,0
Q2,112,1600,2000,0,0
Q2,112,2000,2400,0,0
Q2,112,2400,2800,0,0
Q2,112,2800,3200,1,0.0029940119760479044
Q2,112,3200,3600,0,0
Q2,112,3600,4000,0,0
Q2,112,4000,4400,0,0
Q2,112,4400,4800,0,0
Q2,112,4800,5200,0,0
Q2,112,5200,5600,0,0
Q2,112,5600,6000,0,0
Q2,112,6000,6400,1,0.0029940119760479044
Q2,112,6400,6800,1,0.0029940119760479044
Q2,112,6800,7200,3,0.0089820359281437123
Q2,112,7200,7600,7,0.020958083832335328
Q2,112,7600,8000,37,0.11077844311377245
Q2,112,8000,8400,8,0.023952095808383235
Q2,112,8400,8800,8,0.023952095808383235
Q2,112,8800,9200,12,0.035928143712574849
Q2,112,9200,9600,8,0.023952095808383235
Q2,112,9600,10000,8,0.023952095808383235
Q2,112,10000,10400,66,0.19760479041916168
Q2,112,10400,10800,174,0.52095808383233533
Q2,113,1200,1600,0,0
Q2,113,1600,2000,0,0
Q2,113,2000,2400,1,0.0029940119760479044
Q2,113,2400,2800,0,0
Q2,113,2800,3200,0,0
Q2,113,3200,3600,0,0
Q2,113,3600,4000,0,0
Q2,113,4000,4400,0,0
Q2,113,4400,4800,0,0
Q2,113,4800,5200,0,0
Q2,113,5200,5600,1,0.0029940119760479044
Q2,113,5600,6000,2,0.0059880239520958087
Q2,113,6000,6400,1,0.0029940119760479044
Q2,113,6400,6800,1,0.0029940119760479044
Q2,113,6800,7200,11,0.032934131736526949
Q2,113,7200,7600,35,0.10479041916167664
Q2,113,7600,8000,11,0.032934131736526949
Q2,113,8000,8400,10,0.029940119760479042
Q2,113,8400,8800,12,0.035928143712574849
Q2,113,8800,9200,9,0.026946107784431138
Q2,113,9200,9600,62,0.18562874251497005
Q2,113,9600,10000,121,0.36227544910179643
Q2,113,10000,10400,57,0.17065868263473055
Q2,113,10400,10800,0,0
Q2,114,1200,1600,1,0.0029940119760479044
Q2,114,1600,2000,0,0
Q2,114,2000,2400,0,0
Q2,114,2400,2800,0,0
Q2,114,2800,3200,0,0
Q2,114,3200,3600,0,0
Q2,114,3600,4000,0,0
Q2,114,4000,4400,0,0
Q2,114,4400,4800,1,0.0029940119760479044
Q2,114,4800,5200,2,0.0059880239520958087
Q2,114,5200,5600,1,0.0029940119760479044
Q2,114,5600,6000,1,0.0029940119760479044
Q2,114,6000,6400,2,0.0059880239520958087
Q2,114,6400,6800,23,0.068862275449101798
Q2,114,6800,7200,26,0.077844311377245512
Q2,114,7200,7600,12,0.035928143712574849
Q2,114,7600,8000,13,0.038922155688622756
Q2,114,8000,8400,14,0.041916167664670656
Q2,114,8400,8800,54,0.16167664670658682
Q2,114,8800,9200,126,0.3772455089820359
Q2,114,9200,9600,58,0.17365269461077845
Q2,114,9600,10000,0,0
Q2,114,10000,10400,0,0
Q2,114,10400,10800,0,0
Q2,115,1200,1600,1,0.0029940119760479044
Q2,115,1600,2000,0,0
Q2,115,2000,2400,0,0
Q2,115,2400,2800,0,0
Q2,115,2800,3200,0,0
Q2,115,3200,3600,0,0
Q2,115,3600,4000,1,0.0029940119760479044
Q2,115,4000,4400,2,0.0059880239520958087
Q2,115,4400,4800,1,0.0029940119760479044
Q2,115,4800,5200,0,0
Q2,115,5200,5600,2,0.0059880239520958087
Q2,115,5600,6000,7,0.020958083832335328
Q2,115,6000,6400,29,0.086826347305389226
Q2,115,6400,6800,19,0.056886227544910177
Q2,115,6800,7200,16,0.04790419161676647
Q2,115,7200,7600,14,0.041916167664670656
Q2,115,7600,8000,53,0.15868263473053892
Q2,115,8000,8400,123,0.36826347305389223
Q2,115,8400,8800,65,0.19461077844311378
Q2,115,8800,9200,1,0.0029940119760479044
Q2,115,9200,9600,0,0
Q2,115,9600,10000,0,0
Q2,115,10000,10400,0,0
Q2,115,10400,10800,0,0
Q2,116,1200,1600,1,0.0029940119760479044
Q2,116,1600,2000,0,0
Q2,116,2000,2400,0,0
Q2,116,2400,2800,0,0
Q2,116,2800,3200,1,0.0029940119760479044
Q2,116,3200,3600,2,0.0059880239520958087
Q2,116,3600,4000,1,0.0029940119760479044
Q2,116,4000,4400,0,0
Q2,116,4400,4800,1,0.0029940119760479044
Q2,116,4800,5200,6,0.017964071856287425
Q2,116,5200,5600,6,0.017964071856287425
Q2,116,5600,6000,38,0.11377245508982035
Q2,116,6000,6400,15,0.044910179640718563
Q2,116,6400,6800,20,0.059880239520958084
Q2,116,6800,7200,54,0.16167664670658682
Q2,116,7200,7600,122,0.3652694610778443
Q2,116,7600,8000,63,0.18862275449101795
Q2,116,8000,8400,4,0.011976047904191617
Q2,116,8400,8800,0,0
Q2,116,8800,9200,0,0
Q2,116,9200,9600,0,0
Q2,116,9600,10000,0,0
Q2,116,10000,10400,0,0
Q2,116,10400,10800,0,0
Q2,117,1200,1600,1,0.0029940119760479044
Q2,117,1600,2000,0,0
Q2,117,2000,2400,1,0.0029940119760479044
Q2,117,2400,2800,2,0.0059880239520958087
Q2,117,2800,3200,1,0.0029940119760479044
Q2,117,3200,3600,0,0
Q2,117,3600,4000,0,0
Q2,117,4000,4400,5,0.014970059880239521
Q2,117,4400,4800,3,0.0089820359281437123
Q2,117,4800,5200,12,0.035928143712574849
Q2,117,5200,5600,38,0.11377245508982035
Q2,117,5600,6000,22,0.065868263473053898
Q2,117,6000,6400,58,0.17365269461077845
Q2,117,6400,6800,122,0.3652694610778443
Q2,117,6800,7200,60,0.17964071856287425
Q2,117,7200,7600,9,0.026946107784431138
Q2,117,7600,8000,0,0
Q2,117,8000,8400,0,0
Q2,117,8400,8800,0,0
Q2,117,8800,9200,0,0
Q2,117,9200,9600,0,0
Q2,117,9600,10000,0,0
Q2,117,10000,10400,0,0
Q2,117,10400,10800,0,0
Q2,118,1200,1600,2,0.0059880239520958087
Q2,118,1600,2000,2,0.0059880239520958087
Q2,118,2000,2400,1,0.0029940119760479044
Q2,118,2400,2800,0,0
Q2,118,2800,3200,1,0.0029940119760479044
Q2,118,3200,3600,2,0.0059880239520958087
Q2,118,3600,4000,6,0.017964071856287425
Q2,118,4000,4400,3,0.0089820359281437123
Q2,118,4400,4800,28,0.083832335329341312
Q2,118,4800,5200,31,0.092814371257485026
Q2,118,5200,5600,69,0.20658682634730538
Q2,118,5600,6000,116,0.3473053892215569
Q2,118,6000,6400,57,0.17065868263473055
Q2,118,6400,6800,15,0.044910179640718563
Q2,118,6800,7200,1,0.0029940119760479044
Q2,118,7200,7600,0,0
Q2,118,7600,8000,0,0
Q2,118,8000,8400,0,0
Q2,118,8400,8800,0,0
Q2,118,8800,9200,0,0
Q2,118,9200,9600,0,0
Q2,118,9600,10000,0,0
Q2,118,10000,10400,0,0
Q2,118,10400,10800,0,0
Q2,119,1200,1600,5,0.014970059880239521
Q2,119,1600,2000,0,0
Q2,119,2000,2400,1,0.0029940119760479044
Q2,119,2400,2800,2,0.0059880239520958087
Q2,119,2800,3200,5,0.014970059880239521
Q2,119,3200,3600,3,0.0089820359281437123
Q2,119,3600,4000,10,0.029940119760479042
Q2,119,4000,4400,40,0.11976047904191617
Q2,119,4400,4800,76,0.22754491017964071
Q2,119,4800,5200,110,0.32934131736526945
Q2,119,5200,5600,51,0.15269461077844312
Q2,119,5600,6000,29,0.086826347305389226
Q2,119,6000,6400,2,0.0059880239520958087
Q2,119,6400,6800,0,0
Q2,119,6800,7200,0,0
Q2,119,7200,7600,0,0
Q2,119,7600,8000,0,0
Q2,119,8000,8400,0,0
Q2,119,8400,8800,0,0
Q2,119,8800,9200,0,0
Q2,119,9200,9600,0,0
Q2,119,9600,10000,0,0
Q2,119,10000,10400,0,0
Q2,119,10400,10800,0,0
Q2,120,1200,1600,7,0.020958083832335328
Q2,120,1600,2000,1,0.0029940119760479044
Q2,120,2000,2400,4,0.011976047904191617
Q2,120,2400,2800,4,0.011976047904191617
Q2,120,2800,3200,7,0.020958083832335328
Q2,120,3200,3600,17,0.05089820359281437
Q2,120,3600,4000,95,0.28443113772455092
Q2,120,4000,4400,110,0.32934131736526945
Q2,120,4400,4800,51,0.15269461077844312
Q2,120,4800,5200,33,0.09880239520958084
Q2,120,5200,5600,4,0.011976047904191617
Q2,120,5600,6000,1,0.0029940119760479044
Q2,120,6000,6400,0,0
Q2,120,6400,6800,0,0
Q2,120,6800,7200,0,0
Q2,120,7200,7600,0,0
Q2,120,7600,8000,0,0
Q2,120,8000,8400,0,0
Q2,120,8400,8800,0,0
Q2,120,8800,9200,0,0
Q2,120,9200,9600,0,0
Q2,120,9600,10000,0,0
Q2,120,10000,10400,0,0
Q2,120,10400,10800,0,0
Q2,121,1200,1600,9,0.026946107784431138
Q2,121,1600,2000,4,0.011976047904191617
Q2,121,2000,2400,8,0.023952095808383235
Q2,121,2400,2800,6,0.017964071856287425
Q2,121,2800,3200,51,0.15269461077844312
Q2,121,3200,3600,121,0.36227544910179643
Q2,121,3600,4000,53,0.15868263473053892
Q2,121,4000,4400,44,0.1317365269461078
Q2,121,4400,4800,28,0.083832335329341312
Q2,121,4800,5200,10,0.029940119760479042
Q2,121,5200,5600,0,0
Q2,121,5600,6000,0,0
Q2,121,6000,6400,0,0
Q2,121,6400,6800,0,0
Q2,121,6800,7200,0,0
Q2,121,7200,7600,0,0
Q2,121,7600,8000,0,0
Q2,121,8000,8400,0,0
Q2,121,8400,8800,0,0
Q2,121,8800,9200,0,0
Q2,121,9200,9600,0,0
Q2,121,9600,10000,0,0
Q2,121,10000,10400,0,0
Q2,121,10400,10800,0,0
Q2,122,1200,1600,20,0.059880239520958084
Q2,122,1600,2000,8,0.023952095808383235
Q2,122,2000,2400,40,0.11976047904191617
Q2,122,2400,2800,114,0.3413173652694611
Q2,122,2800,3200,64,0.19161676646706588
Q2,122,3200,3600,47,0.1407185628742515
Q2,122,3600,4000,23,0.068862275449101798
Q2,122,4000,4400,17,0.05089820359281437
Q2,122,4400,4800,1,0.0029940119760479044
Q2,122,4800,5200,0,0
Q2,122,5200,5600,0,0
Q2,122,5600,6000,0,0
Q2,122,6000,6400,0,0
Q2,122,6400,6800,0,0
Q2,122,6800,7200,0,0
Q2,122,7200,7600,0,0
Q2,122,7600,8000,0,0
Q2,122,8000,8400,0,0
Q2,122,8400,8800,0,0
Q2,122,8800,9200,0,0
Q2,122,9200,9600,0,0
Q2,122,9600,10000,0,0
Q2,122,10000,10400,0,0
Q2,122,10400,10800,0,0
Q2,123,1200,1600,73,0.21856287425149701
Q2,123,1600,2000,87,0.26047904191616766
Q2,123,2000,2400,72,0.21556886227544911
Q2,123,2400,2800,52,0.15568862275449102
Q2,123,2800,3200,29,0.086826347305389226
Q2,123,3200,3600,17,0.05089820359281437
Q2,123,3600,4000,4,0.011976047904191617
Q2,123,4000,4400,0,0
Q2,123,4400,4800,0,0
Q2,123,4800,5200,0,0
Q2,123,5200,5600,0,0
Q2,123,5600,6000,0,0
Q2,123,6000,6400,0,0
Q2,123,6400,6800,0,0
Q2,123,6800,7200,0,0
Q2,123,7200,7600,0,0
Q2,123,7600,8000,0,0
Q2,123,8000,8400,0,0
Q2,123,8400,8800,0,0
Q2,123,8800,9200,0,0
Q2,123,9200,9600,0,0
Q2,123,9600,10000,0,0
Q2,123,10000,10400,0,0
Q2,123,10400,10800,0,0
Q2,124,1200,1600,94,0.28143712574850299
Q2,124,1600,2000,122,0.3652694610778443
Q2,124,2000,2400,36,0.10778443113772455
Q2,124,2400,2800,35,0.10479041916167664
Q2,124,2800,3200,24,0.071856287425149698
Q2,124,3200,3600,22,0.065868263473053898
Q2,124,3600,4000,1,0.0029940119760479044
Q2,124,4000,4400,0,0
Q2,124,4400,4800,0,0
Q2,124,4800,5200,0,0
Q2,124,5200,5600,0,0
Q2,124,5600,6000,0,0
Q2,124,6000,6400,0,0
Q2,124,6400,6800,0,0
Q2,124,6800,7200,0,0
Q2,124,7200,7600,0,0
Q2,124,7600,8000,0,0
Q2,124,8000,8400,0,0
Q2,124,8400,8800,0,0
Q2,124,8800,9200,0,0
Q2,124,9200,9600,0,0
Q2,124,9600,10000,0,0
Q2,124,10000,10400,0,0
Q2,124,10400,10800,0,0
Q2,125,1200,1600,95,0.28443113772455092
Q2,125,1600,2000,119,0.35628742514970058
Q2,125,2000,2400,39,0.11676646706586827
Q2,125,2400,2800,34,0.10179640718562874
Q2,125,2800,3200,22,0.065868263473053898
Q2,125,3200,3600,20,0.059880239520958084
Q2,125,3600,4000,5,0.014970059880239521
Q2,125,4000,4400,0,0
Q2,125,4400,4800,0,0
Q2,125,4800,5200,0,0
Q2,125,5200,5600,0,0
Q2,125,5600,6000,0,0
Q2,125,6000,6400,0,0
Q2,125,6400,6800,0,0
Q2,125,6800,7200,0,0
Q2,125,7200,7600,0,0
Q2,125,7600,8000,0,0
Q2,125,8000,8400,0,0
Q2,125,8400,8800,0,0
Q2,125,8800,9200,0,0
Q2,125,9200,9600,0,0
