model,date,total_cost,emergency_cost,emergency_kwh,end_soc,initial_soc,mean_soc,lower_bound_fraction,upper_bound_fraction
Q3,2025-02-05,55382.366729424262,0,0,10345.74341157269,10574.403751752194,8201.928728154011,0,0.10416666666666667
Q3,2025-02-06,56897.528117906419,13.961170142122491,2.3899974564961894,10237.165931433612,10345.74341157269,8238.2188037807646,0,0.013888888888888888
Q3,2025-02-07,22700.658109345812,2.4425499370051504,0.39956648732294298,10314.223632630368,10237.165931433612,7868.9469458764106,0,0.1875
Q3,2025-02-08,19424.819729022951,108.70426489889445,22.177480969572017,10094.100197088657,10314.223632630368,7073.2411181896814,0,0.069444444444444448
Q3,2025-02-09,54798.622182650201,15.878304335619488,6.5488600681065705,9887.9798208308512,10094.100197088657,8093.547941493066,0,0.097222222222222224
Q3,2025-02-10,51681.68171808598,0,0,9979.5695843831072,9887.9798208308512,7878.6934540474076,0,0.090277777777777776
Q3,2025-02-11,52216.040827402074,440.35349625421713,91.746584012017152,9678.0090883713328,9979.5695843831072,7612.2960683795036,0,0
Q3,2025-02-12,52456.123863088535,526.98335337009905,113.84777679032457,9831.3778528256862,9678.0090883713328,7619.3434302421829,0.013888888888888888,0
Q3,2025-02-13,48558.675085320094,0,0,10037.484195655923,9831.3778528256862,7466.9428089389403,0,0.0625
Q3,2025-02-14,19672.30397549277,169.83335439120893,43.447108368592353,10166.230094027689,10037.484195655923,7366.9177383242431,0,0.10416666666666667
Q3,2025-02-15,19624.644521469112,90.264979541901525,19.584096532465821,9685.2501536028321,10166.230094027689,7400.6957816527174,0,0.097222222222222224
Q3,2025-02-16,53229.995883793927,611.6001612154613,139.78262973976021,9612.7943605168184,9685.2501536028321,7363.9066920015357,0.020833333333333332,0
Q3,2025-02-17,50253.749699639928,233.13075667522932,45.406607084535288,9747.6856957072487,9612.7943605168184,7645.2408041689814,0.013888888888888888,0
Q3,2025-02-18,48607.195228169163,108.18738351968204,26.138580235247662,9992.105967462654,9747.6856957072487,7806.6862523276168,0,0.027777777777777776
Q3,2025-02-19,48943.923975843194,50.471286016774251,18.272802485794159,9609.4916386484219,9992.105967462654,7574.0996748565331,0,0.055555555555555552
Q3,2025-02-20,48609.669416822522,74.373520933706715,18.972947874165357,9899.8416336801492,9609.4916386484219,7777.3440666130791,0,0.125
Q3,2025-02-21,18344.440957795414,11.655261750786259,4.2407208052301826,10111.004678215297,9899.8416336801492,7090.4702697721023,0,0.11805555555555555
Q3,2025-02-22,18545.841469360079,223.26977379146464,43.176167903448629,10073.598966874457,10111.004678215297,6872.5422036713653,0.0069444444444444441,0.097222222222222224
Q3,2025-02-23,48894.287614132452,585.2623939596798,107.94068317343073,9714.563447559749,10073.598966874457,7432.975576410432,0.027777777777777776,0
Q3,2025-02-24,46861.28853356091,190.87144709190295,41.662761432677598,9857.6849722350307,9714.563447559749,7895.6434634136967,0,0.090277777777777776
Q3,2025-02-25,46137.224625916235,384.87359962734428,69.654057123828238,9846.0196589839088,9857.6849722350307,7672.7787806372571,0,0.034722222222222224
Q3,2025-02-26,46363.451675644814,55.110857246529662,11.868234717934456,10074.307239919321,9846.0196589839088,7424.3379848806881,0,0.034722222222222224
Q3,2025-02-27,44848.80669526384,231.55243895712573,53.147018865624048,9856.0972846416571,10074.307239919321,7645.3386967699462,0,0.048611111111111112
Q3,2025-02-28,17778.149085599653,84.246161442514406,12.491090732080124,10095.390770411714,9856.0972846416571,7133.0669151147058,0,0.13194444444444445
Q3,2025-03-01,19277.770724709619,55.086011692510468,8.8512913461091784,10005.611998661618,10095.390770411714,8382.8259995211047,0,0.22222222222222221
Q3,2025-03-02,50731.54928243933,295.58357255090647,61.879974918870104,9683.0670986183432,10005.611998661618,8077.6133657788414,0.0069444444444444441,0.13194444444444445
Q3,2025-03-03,50740.595341042805,234.74085877483861,40.982659705906826,9718.2668273331328,9683.0670986183432,7979.5968276043532,0,0.090277777777777776
Q3,2025-03-04,46479.515923498097,39.270773997579028,18.218869866656938,9772.9595124943553,9718.2668273331328,7909.1358668460643,0,0.034722222222222224
Q3,2025-03-05,45835.661111832611,17.321779628489107,2.8335971909846407,9839.8951876332048,9772.9595124943553,7681.030195944234,0.0069444444444444441,0.0069444444444444441
Q3,2025-03-06,43863.341659163736,0,0,9981.8358997939595,9839.8951876332048,7551.5912654343183,0,0.076388888888888895
Q3,2025-03-07,17719.707001639763,0,0,10273.496182265444,9981.8358997939595,7643.0987211622305,0,0.16666666666666666
Q3,2025-03-08,16643.540901638713,101.11717525944526,21.998485543171341,10189.701394891719,10273.496182265444,7087.3455992735899,0,0.15277777777777779
Q3,2025-03-09,44671.549467833815,1976.4095081394248,401.07592921143777,9939.0907291179847,10189.701394891719,7273.9396532042319,0.034722222222222224,0.0625
Q3,2025-03-10,45939.598441707727,1185.8911170999236,251.97486556724652,9875.7382219457177,9939.0907291179847,7214.5011091933302,0.020833333333333332,0
Q3,2025-03-11,44058.164469416872,713.10898764757894,150.17578967992819,10081.488549812828,9875.7382219457177,7301.9157490016014,0.013888888888888888,0.0069444444444444441
Q3,2025-03-12,42545.513832886019,151.18719444508554,36.692355136844185,9669.3764088815515,10081.488549812828,7321.8428018856212,0,0.083333333333333329
Q3,2025-03-13,45122.358276097584,685.15138533431968,108.09558260065165,9766.1218047630118,9669.3764088815515,7850.630930151412,0.013888888888888888,0.076388888888888895
Q3,2025-03-14,16537.978185614986,39.794138080288114,11.90777668337612,10277.354492261273,9766.1218047630118,7345.8865070605243,0,0.1736111111111111
Q3,2025-03-15,16526.16919552764,440.05114266021167,89.645050983220514,9654.1223923122143,10277.354492261273,7022.2619098973873,0.013888888888888888,0.14583333333333334
Q3,2025-03-16,43404.78732086801,120.35593007277751,31.873688626972864,10006.109520921389,9654.1223923122143,7447.0035431082233,0,0.10416666666666667
Q3,2025-03-17,38950.91746841518,216.34931113745156,36.141756700360247,10151.731292740675,10006.109520921389,7350.1978549437026,0,0.0069444444444444441
Q3,2025-03-18,43072.658663242582,3.0288496302035726,1.0962013135796269,10043.776342408348,10151.731292740675,7864.6331734929136,0,0.083333333333333329
Q3,2025-03-19,40528.083817550178,0,0,10328.721326350669,10043.776342408348,7657.0818145484973,0,0.10416666666666667
Q3,2025-03-20,42648.517702999277,783.41117473083227,160.76190994140939,9909.019440070535,10328.721326350669,7002.0127388371538,0.027777777777777776,0
Q3,2025-03-21,15788.732436783497,88.761119138585741,34.611890657406889,10011.942106645458,9909.019440070535,7128.7960062687798,0,0.2013888888888889
Q3,2025-03-22,16230.078109860951,41.751016317451288,22.489101167493288,10387.091850395385,10011.942106645458,7355.4968263734318,0,0.2013888888888889
Q3,2025-03-23,41490.952591557507,363.93491267400418,61.189715130453465,9882.77258453586,10387.091850395385,7817.778169647635,0,0.090277777777777776
Q3,2025-03-24,39890.533323779426,15.314651847921491,7.0688446101645468,10054.00955229481,9882.77258453586,7554.7474034896022,0,0.090277777777777776
Q3,2025-03-25,42554.70968034651,25.342610298295174,9.4864555956089589,9785.3491436042277,10054.00955229481,7403.1093901048198,0,0
Q3,2025-03-26,38158.31072136719,93.392525793977981,42.771057994769421,10031.103528045092,9785.3491436042277,7429.0767636247228,0,0.097222222222222224
Q3,2025-03-27,40213.39325189573,23.11825093183587,5.5244550916940298,9749.6157270009971,10031.103528045092,7544.2160499398051,0,0.034722222222222224
Q3,2025-03-28,15800.042962842876,18.724848311814277,8.5677640410955291,10289.869333507737,9749.6157270009971,7502.7288380215987,0,0.22222222222222221
Q3,2025-03-29,15326.449228101827,113.37501797354416,28.168623274283291,9851.22080831122,10289.869333507737,7324.2638108726987,0,0.2013888888888889
Q3,2025-03-30,39342.653110541396,962.98983273677129,182.48087619115228,9889.5058642200329,9851.22080831122,7348.8559105900622,0,0.013888888888888888
Q3,2025-03-31,38270.811137818077,276.37783155282187,63.271705708993863,10134.875426848212,9889.5058642200329,7514.9846113354397,0,0
Q3,2025-04-01,41685.871406686434,113.17650873173878,17.32337154961192,9562.4049347204345,10134.875426848212,7829.9666482819412,0,0.041666666666666664
Q3,2025-04-02,40961.51940641219,63.014053660331555,14.79376773337987,9853.8511560933566,9562.4049347204345,7932.3430528070894,0,0.090277777777777776
Q3,2025-04-03,40648.283282249569,102.26746830749835,15.124967582267004,9620.6844587475789,9853.8511560933566,7729.3086035216047,0,0.125
Q3,2025-04-04,14729.644489294373,0,0,10177.276940190122,9620.6844587475789,7280.3693675215591,0,0.21527777777777779
Q3,2025-04-05,14532.803781669743,65.693428107288128,31.740051651487079,9770.180479952247,10177.276940190122,7099.2718029675088,0,0.19444444444444445
Q3,2025-04-06,38034.200432469617,100.8195588966627,15.609215626527202,9211.2168085839348,9770.180479952247,7514.4610952345283,0,0.1111111111111111
Q3,2025-04-07,35903.761733396299,29.11382507223821,5.6681769439441041,9755.389753026926,9211.2168085839348,7757.0167419367126,0,0.0625
Q3,2025-04-08,39232.533141587191,167.36766040628453,35.978549748045168,9083.360391154165,9755.389753026926,7554.6531209503237,0.0069444444444444441,0.069444444444444448
Q3,2025-04-09,39591.574162374498,0,0,9195.1492544263601,9083.360391154165,7406.0308441828156,0,0.0625
Q3,2025-04-10,38443.829264213353,468.28508894291161,111.69831217813513,9526.9609502828862,9195.1492544263601,7606.5434736460902,0.0069444444444444441,0.055555555555555552
Q3,2025-04-11,14308.355749637914,115.07218694463694,46.400714174255555,9808.7907240166169,9526.9609502828862,6889.0201925790425,0,0.20833333333333334
Q3,2025-04-12,14533.164784523677,19.596735560831519,10.555742289701868,10072.724642161902,9808.7907240166169,7312.3587497874705,0,0.21527777777777779
Q3,2025-04-13,36051.259537828002,119.23074732170744,19.099946541216127,9530.6049596246557,10072.724642161902,7633.3027752404578,0,0.048611111111111112
Q3,2025-04-14,38191.302817947413,1118.4420358502921,162.54168217987581,9369.1126525069903,9530.6049596246557,7133.2948155670028,0.013888888888888888,0
Q3,2025-04-15,34976.299691227505,681.03306336689798,145.66372160108398,9888.2264088082429,9369.1126525069903,7806.5349094170733,0.048611111111111112,0.097222222222222224
Q3,2025-04-16,36924.417699957368,25.265324454221943,4.9864677705495524,9549.7862596896703,9888.2264088082429,7610.7692904371552,0,0.090277777777777776
Q3,2025-04-17,35743.715292493507,0,0,9911.4673811633038,9549.7862596896703,7147.7504906445665,0,0.027777777777777776
Q3,2025-04-18,13925.904545586938,207.77723019720361,40.156794118323091,10257.632380769352,9911.4673811633038,7162.347377778332,0,0.21527777777777779
Q3,2025-04-19,13835.690899246894,73.824425571421472,36.822638853850947,10092.331625234328,10257.632380769352,7185.6483750050293,0,0.25
Q3,2025-04-20,34720.411175122383,138.78311719524345,32.200736588999355,10186.047990023317,10092.331625234328,7562.6238305297866,0,0.15277777777777779
Q3,2025-04-21,34790.962958167016,47.088662757266228,8.4523326536969705,9795.8041490854594,10186.047990023317,7661.0871750641427,0,0.090277777777777776
Q3,2025-04-22,34019.268127751013,118.34250097379694,33.560016346435958,9782.8845430019664,9795.8041490854594,7495.0666222360805,0,0.027777777777777776
Q3,2025-04-23,34431.625224378942,226.25554084327939,56.079015249065201,10106.36339329861,9782.8845430019664,7252.7675544291587,0,0.10416666666666667
Q3,2025-04-24,33556.214617607482,267.39243912045436,54.719423145950621,9810.0979792128001,10106.36339329861,7747.8009531326661,0.013888888888888888,0.18055555555555555
Q3,2025-04-25,13223.817124497084,108.78274365824259,16.129104256541268,9931.5675466478733,9810.0979792128001,7163.2495185214066,0,0.2361111111111111
Q3,2025-04-26,13265.733246627999,25.429663557773356,3.9483989686784184,9815.2949982172795,9931.5675466478733,7238.5531475034159,0,0.24305555555555555
Q3,2025-04-27,33948.370501697995,268.03456265280136,60.221280470758074,9813.8966222427807,9815.2949982172795,7325.8652680362102,0.013888888888888888,0.069444444444444448
Q3,2025-04-28,37911.175062955641,59.037745517744831,10.883536826941622,10027.975534492434,9813.8966222427807,7595.4690288606134,0,0.090277777777777776
Q3,2025-04-29,33692.901632078458,116.86478857057983,17.95469530635205,10121.256660808518,10027.975534492434,8234.4938611589405,0,0.1388888888888889
Q3,2025-04-30,31734.201451259014,11.122909277627659,2.3838211053638361,9844.3858669971287,10121.256660808518,7217.5752370161126,0,0.041666666666666664
Q3,2025-05-01,43792.909310078103,10224.998691230119,1703.2757314278992,8410.248836914765,9844.3858669971287,7257.9454711767739,0.055555555555555552,0.1111111111111111
Q3,2025-05-02,22076.1190642445,7571.7374875858986,1331.5839183502867,8677.4356123827147,8410.248836914765,6673.5374790321348,0.055555555555555552,0.2013888888888889
Q3,2025-05-03,21618.402323981765,7739.2153689871147,1406.1342383292381,8886.5495948029638,8677.4356123827147,6957.323229487255,0.055555555555555552,0.22222222222222221
Q3,2025-05-04,41233.020890291096,6771.1777947334112,1188.9485761705171,8654.9827018042524,8886.5495948029638,7590.0621386997909,0.055555555555555552,0.034722222222222224
Q3,2025-05-05,39121.395510630027,2276.9524111142418,414.04072115762256,8117.8169427192661,8654.9827018042524,7457.9092065971763,0.048611111111111112,0
Q3,2025-05-06,39733.911376638673,4308.697462140055,729.99646430471512,7947.8447668625804,8117.8169427192661,6341.5363030258968,0.041666666666666664,0
Q3,2025-05-07,37784.838785344517,206.33859973902807,42.205579181446979,8520.7668100263018,7947.8447668625804,6872.8242104831434,0,0
Q3,2025-05-08,38909.472815172951,292.53948357557044,74.62187546815025,9890.8504119792433,8520.7668100263018,7945.8590631702391,0,0
Q3,2025-05-09,15882.157118872066,0,0,9830.6814998204027,9890.8504119792433,7207.9816539319972,0,0.22916666666666666
Q3,2025-05-10,16201.604997140023,103.00907736989666,23.387108666561744,9754.373345234344,9830.6814998204027,7332.2229212401244,0,0.19444444444444445
Q3,2025-05-11,37664.164887914943,106.10343420888947,15.73884657848987,9367.071470608169,9754.373345234344,7848.5930085888995,0,0
Q3,2025-05-12,36392.371395472124,1.7980623631025465,0.3838732628314574,9987.0381697695611,9367.071470608169,7999.0261290748358,0,0.0625
Q3,2025-05-13,37837.139955499893,6.414162767652428,1.2642481063668924,10533.04883191559,9987.0381697695611,8155.0870152406178,0,0.055555555555555552
Q3,2025-05-14,36969.24484782503,0,0,10171.552933543802,10533.04883191559,8021.805403548603,0,0
Q3,2025-05-15,37529.597954870726,18.626148200104993,8.6152939002536186,10509.430923174497,10171.552933543802,8097.4565207087826,0,0.0625
Q3,2025-05-16,15335.132230270414,44.125524832016389,10.905962637670882,9814.8657344406856,10509.430923174497,7517.9569444182916,0,0.28472222222222221
Q3,2025-05-17,15668.276552879375,156.85197733633643,57.690979482465124,9395.0736946972302,9814.8657344406856,7254.4863925909058,0,0.2361111111111111
Q3,2025-05-18,38744.883095653742,17.51944163166657,8.036441115443381,10393.38884750603,9395.0736946972302,8147.1473619390808,0,0.083333333333333329
Q3,2025-05-19,35409.216892221957,125.07106273899332,18.544156385053498,9991.5000885815043,10393.38884750603,8381.8898416696065,0,0.1111111111111111
Q3,2025-05-20,36082.416614992835,0,0,9005.9374962790407,9991.5000885815043,7951.3717638075905,0,0.0069444444444444441
Q3,2025-05-21,36139.641583338416,0,0,9568.2989620715725,9005.9374962790407,7561.2839341981617,0,0.041666666666666664
Q3,2025-05-22,35574.503993070095,0,0,10211.882512031771,9568.2989620715725,8087.1246409436635,0,0.0625
Q3,2025-05-23,15692.380143174219,107.58409775864388,18.680455675055157,10020.266640706923,10211.882512031771,7357.227384856501,0,0.28472222222222221
Q3,2025-05-24,15454.430945345244,0,0,10222.744240161966,10020.266640706923,7291.540829120021,0,0.28472222222222221
Q3,2025-05-25,35171.325811539798,14.584286995982357,3.4551734176693571,9544.1289346854082,10222.744240161966,8330.5473668942941,0,0.11805555555555555
Q3,2025-05-26,37283.045328775777,0,0,10025.257850504824,9544.1289346854082,7669.8846978002366,0,0.0069444444444444441
Q3,2025-05-27,34476.02188017498,51.75644508801826,9.5634439870606798,10037.879792257494,10025.257850504824,7626.1625657397999,0,0.097222222222222224
Q3,2025-05-28,36025.235881428496,0,0,9940.0588669060126,10037.879792257494,7836.874949045141,0,0.041666666666666664
Q3,2025-05-29,37347.414250786554,304.2421866030225,80.519396074130981,9507.2559963139083,9940.0588669060126,7880.2501412800239,0,0.0625
Q3,2025-05-30,15243.455331465555,3.5367581119365372,0.71724966780298871,9657.9832221798915,9507.2559963139083,7260.8582206917181,0,0.21527777777777779
Q3,2025-05-31,16117.979909934427,255.25329438763231,119.01994861758169,9851.8968611931268,9657.9832221798915,7408.8251247862318,0,0.2638888888888889
Q3,2025-06-01,63896.805220270187,16561.290972838942,3052.7336534328056,7272.447665999437,9851.8968611931268,6797.3086226896294,0.0625,0
Q3,2025-06-02,58956.605032927488,10797.652926295545,1866.3212764071263,7026.101099310049,7272.447665999437,6260.8631879566947,0.055555555555555552,0
Q3,2025-06-03,53813.574676216769,7760.2283142022807,1268.1079427360437,7344.5459126270307,7026.101099310049,7523.0208545960968,0.055555555555555552,0
Q3,2025-06-04,51309.626644218755,67.379106946892875,22.150569562728975,8081.4471508228953,7344.5459126270307,7053.2582835990224,0,0.055555555555555552
Q3,2025-06-05,51011.743608680415,4168.2657671665092,648.69933466043301,7214.7687116955985,8081.4471508228953,7098.6570506100461,0.020833333333333332,0
Q3,2025-06-06,30590.50969567342,10854.127179765774,2126.5778601102984,7387.2885786784727,7214.7687116955985,6020.1215617889329,0.055555555555555552,0.097222222222222224
Q3,2025-06-07,22852.070011376029,1448.3895440040565,304.60029635572465,7035.687487924245,7387.2885786784727,7303.9691471269016,0.027777777777777776,0.1736111111111111
Q3,2025-06-08,47065.160877214497,0,0,9499.1749799924637,7035.687487924245,7755.7377305828022,0,0.0069444444444444441
Q3,2025-06-09,52580.236606282684,296.67247979424815,101.25610346515481,10179.914208516839,9499.1749799924637,8040.4212659698615,0,0.15972222222222221
Q3,2025-06-10,50631.609867508392,211.21162790918888,43.367357266995725,10581.829344220587,10179.914208516839,8033.5319158810016,0,0.069444444444444448
Q3,2025-06-11,53456.098417521047,0,0,10408.28040565196,10581.829344220587,7742.8501188585424,0,0.013888888888888888
Q3,2025-06-12,51249.431718784239,17.015614961634334,7.8124953910166823,10251.895394487809,10408.28040565196,8350.7260028937981,0,0.069444444444444448
Q3,2025-06-13,22990.09422045415,0,0,10293.283429311166,10251.895394487809,7507.8861010669789,0,0.1875
Q3,2025-06-14,22963.554205046599,6.6610879103603198,3.1361054191903577,10124.310413443069,10293.283429311166,7551.0234148190584,0,0.2638888888888889
Q3,2025-06-15,49299.786700973942,0,0,9934.3522799123966,10124.310413443069,7531.4916128857258,0,0.0069444444444444441
Q3,2025-06-16,50190.516406984476,19.31967116915801,4.6363501725841161,9492.08606137485,9934.3522799123966,7040.8330690058174,0,0
Q3,2025-06-17,53167.557029295189,450.8825950275392,107.44805312702161,9981.0255887887542,9492.08606137485,7858.1282608504571,0,0.090277777777777776
Q3,2025-06-18,51773.881725288651,30.449222827261117,7.088272177231957,10511.582979989314,9981.0255887887542,8284.8782372942878,0,0.125
Q3,2025-06-19,47928.821666072232,156.52562816022458,30.58371420273113,9959.2554155409507,10511.582979989314,8257.2305976976659,0,0.034722222222222224
Q3,2025-06-20,22403.639497968725,40.067670069628726,18.627461678116561,10181.528246223204,9959.2554155409507,7640.1179967515345,0,0.25694444444444442
Q3,2025-06-21,21866.927560129272,0,0,10754.810803093053,10181.528246223204,7568.8202107884608,0,0.29166666666666669
Q3,2025-06-22,45609.907806234463,373.14598666684833,82.152463116959126,9194.1238665193778,10754.810803093053,7769.6403914454377,0,0.020833333333333332
Q3,2025-06-23,47959.621777844979,12.757836116838174,5.8468543156911892,9741.4284176214132,9194.1238665193778,8223.5252621093041,0,0.048611111111111112
Q3,2025-06-24,54354.445784432239,4.385895534519431,2.0499628579198088,10431.398373064039,9741.4284176214132,8086.0751790481154,0,0.097222222222222224
Q3,2025-06-25,48754.948870937165,200.94417936889326,36.850207109644828,9354.0844573456834,10431.398373064039,8472.9695597254777,0,0.013888888888888888
Q3,2025-06-26,47951.332905078838,0,0,9971.1460475163494,9354.0844573456834,8304.8296273706856,0,0.0069444444444444441
Q3,2025-06-27,21907.579243469201,0,0,10234.496551914814,9971.1460475163494,7867.2988598264092,0,0.27083333333333331
Q3,2025-06-28,20949.565392571356,54.929856713237648,24.843897201826167,9966.8247321292911,10234.496551914814,7474.9333929683326,0,0.2013888888888889
Q3,2025-06-29,49213.200388390644,516.0969159153326,131.76780159634848,9908.4104446325728,9966.8247321292911,8092.5297336580015,0,0.0069444444444444441
Q3,2025-06-30,48254.312718490008,347.307061067836,113.31390432106127,9943.1716839737892,9908.4104446325728,7806.2181534926203,0,0
Q3,2025-07-01,76675.125214315834,22497.678053077208,4555.2738523943272,6684.4687314379426,9943.1716839737892,5308.4886588838963,0.090277777777777776,0
Q3,2025-07-02,68659.16341539874,19707.755933831286,3970.2520938945622,6720.0702662791764,6684.4687314379426,5228.7007096559137,0.1111111111111111,0
Q3,2025-07-03,56036.112202023083,1550.6715166547347,427.68325237808801,7223.5730260709333,6720.0702662791764,6821.5259683559279,0,0
Q3,2025-07-04,35992.67717462359,13004.055701503094,3386.4343181501517,6185.3729063107803,7223.5730260709333,5964.9352392016699,0.1388888888888889,0.18055555555555555
Q3,2025-07-05,31982.674395419228,6698.5476501242874,1816.5160576673811,6618.0955027973923,6185.3729063107803,6036.9980659870062,0.083333333333333329,0.1736111111111111
Q3,2025-07-06,63324.799789252189,9558.5979700444313,1570.4944149701741,6324.2676408218731,6618.0955027973923,6321.3440024582942,0.027777777777777776,0
Q3,2025-07-07,55920.424804685368,511.92527103330542,212.01655673936764,8438.1748164154451,6324.2676408218731,7939.4108428400486,0,0.22916666666666666
Q3,2025-07-08,59708.79390724306,0,0,10549.305915164037,8438.1748164154451,8363.4020222895742,0,0.27777777777777779
Q3,2025-07-09,58063.398009765835,0,0,10291.492395642847,10549.305915164037,8617.7239725532345,0,0.38194444444444442
Q3,2025-07-10,55103.325797799494,0,0,10085.661551150331,10291.492395642847,8244.4882461332054,0,0.3263888888888889
Q3,2025-07-11,31046.298347942251,0,0,10292.527784783153,10085.661551150331,8472.6792842696977,0,0.3263888888888889
Q3,2025-07-12,28721.658625290063,0,0,9580.3167156608051,10292.527784783153,8321.1595304762177,0,0.3125
Q3,2025-07-13,56226.536467897429,0,0,10449.239048544097,9580.3167156608051,8434.9134508027055,0,0.33333333333333331
Q3,2025-07-14,54463.737320829983,0,0,9868.8578887761923,10449.239048544097,8334.204495412132,0,0.36805555555555558
Q3,2025-07-15,56318.892282591318,0,0,10315.998005187872,9868.8578887761923,8422.0043467339765,0,0.29166666666666669
Q3,2025-07-16,55587.908313193984,0,0,9958.2590346047109,10315.998005187872,8392.7437220610864,0,0.3888888888888889
Q3,2025-07-17,53674.705048210912,280.70522773860051,62.191092689776326,9711.7375003978868,9958.2590346047109,8280.2045245017962,0,0.25
Q3,2025-07-18,29573.760562656556,0,0,9679.559230500412,9711.7375003978868,8520.8622233858569,0,0.27083333333333331
Q3,2025-07-19,28858.824588015461,0,0,9556.2471554405274,9679.559230500412,7844.8673941940542,0,0.27083333333333331
Q3,2025-07-20,54901.869723996089,0,0,9832.8932899029242,9556.2471554405274,8307.2766291563657,0,0.31944444444444442
Q3,2025-07-21,56986.396868352371,0,0,9829.6018390035115,9832.8932899029242,8413.3224430432856,0,0.36805555555555558
Q3,2025-07-22,55858.116293024061,0,0,9643.1897505073539,9829.6018390035115,8349.4584277003014,0,0.27777777777777779
Q3,2025-07-23,58915.171530818428,13.034347567750331,6.0610776878634409,9748.7579016521777,9643.1897505073539,8129.3325848332006,0,0.3125
Q3,2025-07-24,58880.840899156057,0,0,10190.105266670444,9748.7579016521777,8449.5232152354656,0,0.34722222222222221
Q3,2025-07-25,27454.202550802085,0,0,9511.9781492580987,10190.105266670444,8263.6352046977117,0,0.3263888888888889
Q3,2025-07-26,28015.105309574581,0,0,9528.6376112485832,9511.9781492580987,8570.4151343293943,0,0.3125
Q3,2025-07-27,54221.005873477145,271.04630955393321,90.880538946023691,9517.54738926762,9528.6376112485832,8217.5593066526017,0,0.1875
Q3,2025-07-28,57293.600659575139,0,0,9385.2671771272817,9517.54738926762,8077.1047749688478,0,0.27083333333333331
Q3,2025-07-29,56320.382815397948,0,0,9968.6602100680975,9385.2671771272817,8288.0549888354089,0,0.34027777777777779
Q3,2025-07-30,53137.562384094679,35.133280250220906,8.3234494788488291,10082.22944889913,9968.6602100680975,8062.9030822594696,0,0.21527777777777779
Q3,2025-07-31,52945.696656464897,21.709935635584838,5.8325602496299371,9776.5048155316617,10082.22944889913,8093.7836249865031,0,0.2638888888888889
Q3,2025-08-01,25221.763756823122,111.03077502797524,49.367485118950292,9911.7650506846003,9776.5048155316617,7263.1759864590185,0,0.2638888888888889
Q3,2025-08-02,24890.502387112945,9.8001127597913698,1.6031592932752119,9592.0270003204678,9911.7650506846003,7434.348571259181,0,0.25
Q3,2025-08-03,46141.645289183187,2403.3380717553114,424.00650651002985,9360.9466663847797,9592.0270003204678,7696.3767233613489,0.055555555555555552,0.083333333333333329
Q3,2025-08-04,47984.943371442379,610.22613155921738,144.56267611129167,9826.7077299396951,9360.9466663847797,7834.563624434868,0,0.097222222222222224
Q3,2025-08-05,46658.561076070037,400.61409083458585,74.141971612868417,9744.5420721906739,9826.7077299396951,7682.0638811110175,0,0.1388888888888889
Q3,2025-08-06,49264.768889738378,32.921550971102221,15.143307714398446,9790.088722170618,9744.5420721906739,7721.1786165620242,0,0.090277777777777776
Q3,2025-08-07,47785.300186119035,2.137016496874816,0.9784874069939633,9747.2394044127705,9790.088722170618,7698.9998264098122,0,0.14583333333333334
Q3,2025-08-08,24024.329375172558,146.96784459571273,31.497609214683393,9798.2755633206089,9747.2394044127705,7575.0506454291753,0,0.24305555555555555
Q3,2025-08-09,23858.354372523889,56.974954662102682,25.060685009700933,9862.5385511200675,9798.2755633206089,7337.6562004728994,0,0.27777777777777779
Q3,2025-08-10,45981.903260523075,32.092141811470988,4.6003643651764605,10213.248377190252,9862.5385511200675,7824.7417763172225,0,0.034722222222222224
Q3,2025-08-11,45247.81121258442,203.80596266691421,49.785389430295425,9810.6927426073489,10213.248377190252,7677.9799833785301,0,0.10416666666666667
Q3,2025-08-12,48255.171633848593,67.070194559447515,30.787328234770499,9872.0640955778672,9810.6927426073489,7806.0989282448345,0,0.11805555555555555
Q3,2025-08-13,45494.38347465844,204.05158305409969,62.140452384089926,10139.224824024845,9872.0640955778672,7532.5318644712988,0,0.048611111111111112
Q3,2025-08-14,46560.727963902355,98.118335998991554,24.534112618824828,9801.5818140595602,10139.224824024845,7462.7519128609028,0,0.10416666666666667
Q3,2025-08-15,24428.285210105194,170.31648990025758,70.211163177517676,9545.8785583260742,9801.5818140595602,7224.2224044305976,0,0.21527777777777779
Q3,2025-08-16,25801.893074632353,588.8137859523913,103.17793409667959,9662.8280502118432,9545.8785583260742,7168.8846703241934,0.0069444444444444441,0.25694444444444442
Q3,2025-08-17,46483.371748808451,857.70275996322016,184.82116598834364,9587.828987846251,9662.8280502118432,7651.9448847221611,0.020833333333333332,0.10416666666666667
Q3,2025-08-18,46070.171812935412,190.3132756969672,43.112600697235962,10159.435609676128,9587.828987846251,7700.8406242926621,0,0.0625
Q3,2025-08-19,45457.050437797086,269.26494246201707,39.922937378751953,9930.7729262106914,10159.435609676128,7527.2944491263188,0,0.15972222222222221
Q3,2025-08-20,49600.590460574917,88.21163308289286,20.068623156158083,9689.7881231688752,9930.7729262106914,7427.9013435246761,0,0.013888888888888888
Q3,2025-08-21,46572.808884605074,0,0,10075.349139158385,9689.7881231688752,7600.20488266349,0,0.0625
Q3,2025-08-22,25728.572740799722,1696.8974466863763,355.17045074642738,9451.5495545392714,10075.349139158385,7187.8663862475141,0.055555555555555552,0.20833333333333334
