origin,month,horizon,nominal,n,covered,width_sum
2025-04-22,4,2,0.80000000000000004,144,113,18383.028341259855
2025-04-22,4,2,0.90000000000000002,144,126,21584.211876679099
2025-04-23,4,0,0.80000000000000004,144,117,17514.729350486166
2025-04-23,4,0,0.90000000000000002,144,127,20353.387747215609
2025-04-23,4,1,0.80000000000000004,144,112,17393.709794699531
2025-04-23,4,1,0.90000000000000002,144,125,20656.180643073436
2025-04-23,4,2,0.80000000000000004,144,113,18397.867719169084
2025-04-23,4,2,0.90000000000000002,144,125,21526.397099380702
2025-04-24,4,0,0.80000000000000004,144,115,17260.69878182665
2025-04-24,4,0,0.90000000000000002,144,123,20359.613391158648
2025-04-24,4,1,0.80000000000000004,144,116,17607.804022456476
2025-04-24,4,1,0.90000000000000002,144,123,20727.171648650699
2025-04-24,4,2,0.80000000000000004,144,101,18247.737378652411
2025-04-24,4,2,0.90000000000000002,144,111,21393.031962667214
2025-04-25,4,0,0.80000000000000004,144,118,17412.034195621069
2025-04-25,4,0,0.90000000000000002,144,125,20738.345280996011
2025-04-25,4,1,0.80000000000000004,144,99,17961.51226943521
2025-04-25,4,1,0.90000000000000002,144,110,21193.061266658122
2025-04-25,4,2,0.80000000000000004,144,112,17983.949499497438
2025-04-25,4,2,0.90000000000000002,144,119,21546.283458575555
2025-04-26,4,0,0.80000000000000004,144,97,17412.034195621069
2025-04-26,4,0,0.90000000000000002,144,115,20738.345280996011
2025-04-26,4,1,0.80000000000000004,144,105,17961.51226943521
2025-04-26,4,1,0.90000000000000002,144,114,21193.061266658122
2025-04-26,4,2,0.80000000000000004,144,88,17983.949499497438
2025-04-26,4,2,0.90000000000000002,144,96,21546.283458575559
2025-04-27,4,0,0.80000000000000004,144,107,17781.098632369765
2025-04-27,4,0,0.90000000000000002,144,115,20978.232752485754
2025-04-27,4,1,0.80000000000000004,144,87,19028.967320878226
2025-04-27,4,1,0.90000000000000002,144,102,22851.621961509918
2025-04-28,4,0,0.80000000000000004,144,83,17534.803773122363
2025-04-28,4,0,0.90000000000000002,144,93,20987.326202018012
2025-04-28,4,1,0.80000000000000004,144,117,17997.11949009978
2025-04-28,4,1,0.90000000000000002,144,124,21842.851609566314
2025-04-28,4,2,0.80000000000000004,144,111,18770.737864210671
2025-04-28,4,2,0.90000000000000002,144,116,21934.957456054981
2025-04-29,4,0,0.80000000000000004,144,118,17831.207162158345
2025-04-29,4,0,0.90000000000000002,144,126,21269.916407088676
2025-04-29,4,1,0.80000000000000004,144,101,16969.955542083699
2025-04-29,4,1,0.90000000000000002,144,112,20933.499923385691
2025-04-29,4,2,0.80000000000000004,144,84,19160.319501865295
2025-04-29,4,2,0.90000000000000002,144,89,22514.820962955975
2025-04-30,4,0,0.80000000000000004,144,101,17321.80929173782
2025-04-30,4,0,0.90000000000000002,144,116,20736.999793871852
2025-04-30,4,1,0.80000000000000004,144,85,17416.921533552413
2025-04-30,4,1,0.90000000000000002,144,95,21695.494047463671
2025-04-30,4,2,0.80000000000000004,144,56,19138.990702522169
2025-04-30,4,2,0.90000000000000002,144,72,22595.047787569485
2025-05-01,5,0,0.80000000000000004,144,86,17478.348121476025
2025-05-01,5,0,0.90000000000000002,144,95,21065.805700029352
2025-05-01,5,1,0.80000000000000004,144,44,17839.073822018407
2025-05-01,5,1,0.90000000000000002,144,73,22015.286506269964
2025-05-01,5,2,0.80000000000000004,144,90,19068.571433453995
2025-05-01,5,2,0.90000000000000002,144,98,22581.565522046967
2025-05-02,5,0,0.80000000000000004,144,42,17673.884044051461
2025-05-02,5,0,0.90000000000000002,144,65,21078.9106540844
2025-05-02,5,1,0.80000000000000004,144,89,17691.375880622723
2025-05-02,5,1,0.90000000000000002,144,102,21910.304028133578
2025-05-02,5,2,0.80000000000000004,144,80,19254.556513337175
2025-05-02,5,2,0.90000000000000002,144,98,22903.004406659085
2025-05-03,5,0,0.80000000000000004,144,96,18071.593307968069
2025-05-03,5,0,0.90000000000000002,144,104,22004.872406946881
2025-05-03,5,1,0.80000000000000004,144,87,17890.431421459347
2025-05-03,5,1,0.90000000000000002,144,109,22973.20679749738
2025-05-03,5,2,0.80000000000000004,144,93,21077.354585027293
2025-05-03,5,2,0.90000000000000002,144,110,25224.810947986771
2025-05-04,5,0,0.80000000000000004,144,91,18108.497418371371
2025-05-04,5,0,0.90000000000000002,144,114,23139.902442740949
2025-05-04,5,1,0.80000000000000004,144,95,20378.429598360664
2025-05-04,5,1,0.90000000000000002,144,116,24876.994400703883
2025-05-04,5,2,0.80000000000000004,144,97,20666.292108226204
2025-05-04,5,2,0.90000000000000002,144,113,24994.107321719523
2025-05-05,5,0,0.80000000000000004,144,99,20923.703421728977
2025-05-05,5,0,0.90000000000000002,144,112,25047.705123800326
2025-05-05,5,1,0.80000000000000004,144,96,20258.575221746563
2025-05-05,5,1,0.90000000000000002,144,119,25111.209135487694
2025-05-05,5,2,0.80000000000000004,144,118,20557.145015446593
2025-05-05,5,2,0.90000000000000002,144,124,24703.361888118787
2025-05-06,5,0,0.80000000000000004,144,103,19554.273325076567
2025-05-06,5,0,0.90000000000000002,144,120,24120.115213718345
2025-05-06,5,1,0.80000000000000004,144,122,20281.766401729459
2025-05-06,5,1,0.90000000000000002,144,132,24343.891677111977
2025-05-06,5,2,0.80000000000000004,144,114,21173.038761544023
2025-05-06,5,2,0.90000000000000002,144,123,25148.681559669269
2025-05-07,5,0,0.80000000000000004,144,117,19583.184867253851
2025-05-07,5,0,0.90000000000000002,144,133,24093.740298723751
2025-05-07,5,1,0.80000000000000004,144,117,20696.410840441611
2025-05-07,5,1,0.90000000000000002,144,122,24441.810373572807
2025-05-07,5,2,0.80000000000000004,144,114,21416.443958086627
2025-05-07,5,2,0.90000000000000002,144,123,25283.261816577822
2025-05-08,5,0,0.80000000000000004,144,116,20465.721922861288
2025-05-08,5,0,0.90000000000000002,144,122,24363.440435309873
2025-05-08,5,1,0.80000000000000004,144,114,21257.42540232787
2025-05-08,5,1,0.90000000000000002,144,121,25144.778679622672
2025-05-08,5,2,0.80000000000000004,144,103,21260.616382785134
2025-05-08,5,2,0.90000000000000002,144,115,25116.488633995727
2025-05-09,5,0,0.80000000000000004,144,108,20364.171455888107
2025-05-09,5,0,0.90000000000000002,144,120,24464.535223659666
2025-05-09,5,1,0.80000000000000004,144,103,21294.858528294833
2025-05-09,5,1,0.90000000000000002,144,112,25117.56783995263
2025-05-09,5,2,0.80000000000000004,144,118,21197.257420153535
2025-05-09,5,2,0.90000000000000002,144,129,24936.653708006641
2025-05-10,5,0,0.80000000000000004,144,101,20184.429132322228
2025-05-10,5,0,0.90000000000000002,144,119,24207.815695151425
2025-05-10,5,1,0.80000000000000004,144,122,21110.75441527264
2025-05-10,5,1,0.90000000000000002,144,131,24954.176138910814
2025-05-10,5,2,0.80000000000000004,144,99,20663.125039673942
2025-05-10,5,2,0.90000000000000002,144,114,24382.135803750378
2025-05-11,5,0,0.80000000000000004,144,124,20253.452406270411
2025-05-11,5,0,0.90000000000000002,144,135,24197.815242443314
2025-05-11,5,1,0.80000000000000004,144,103,21436.081791185785
2025-05-11,5,1,0.90000000000000002,144,113,24824.421138843798
2025-05-11,5,2,0.80000000000000004,144,116,19776.943689291184
2025-05-11,5,2,0.90000000000000002,144,126,23606.101127791895
2025-05-12,5,0,0.80000000000000004,144,101,20799.279552535023
2025-05-12,5,0,0.90000000000000002,144,116,24989.868299622169
2025-05-12,5,1,0.80000000000000004,144,117,20794.545198199234
2025-05-12,5,1,0.90000000000000002,144,124,24707.095127864901
2025-05-12,5,2,0.80000000000000004,144,111,20030.364638476607
2025-05-12,5,2,0.90000000000000002,144,118,23975.972533087101
2025-05-13,5,0,0.80000000000000004,144,121,20807.285301006737
2025-05-13,5,0,0.90000000000000002,144,128,24786.390774460539
2025-05-13,5,1,0.80000000000000004,144,115,20940.344008595792
2025-05-13,5,1,0.90000000000000002,144,129,24915.053446025631
2025-05-13,5,2,0.80000000000000004,144,113,20468.510350261873
2025-05-13,5,2,0.90000000000000002,144,124,24455.158763734638
2025-05-14,5,0,0.80000000000000004,144,116,20629.099884491174
2025-05-14,5,0,0.90000000000000002,144,130,24740.651367003222
2025-05-14,5,1,0.80000000000000004,144,115,21386.213787187851
2025-05-14,5,1,0.90000000000000002,144,121,25294.793171754602
2025-05-14,5,2,0.80000000000000004,144,95,20079.729105405775
2025-05-14,5,2,0.90000000000000002,144,111,24229.141031483472
2025-05-15,5,0,0.80000000000000004,144,113,20731.060817449525
2025-05-15,5,0,0.90000000000000002,144,120,24812.889546264261
2025-05-15,5,1,0.80000000000000004,144,101,21324.465253377017
2025-05-15,5,1,0.90000000000000002,144,113,25349.331484228245
2025-05-15,5,2,0.80000000000000004,144,119,20090.773919438281
2025-05-15,5,2,0.90000000000000002,144,130,24068.768589058076
2025-05-16,5,0,0.80000000000000004,144,101,20731.121048401907
2025-05-16,5,0,0.90000000000000002,144,112,24812.907384359503
2025-05-16,5,1,0.80000000000000004,144,120,21324.472691812392
2025-05-16,5,1,0.90000000000000002,144,128,25349.331921303077
2025-05-16,5,2,0.80000000000000004,144,111,20090.672171333325
2025-05-16,5,2,0.90000000000000002,144,121,24068.835107522606
2025-05-17,5,0,0.80000000000000004,144,115,20318.304854394617
2025-05-17,5,0,0.90000000000000002,144,129,24526.194807437889
2025-05-17,5,1,0.80000000000000004,144,116,21212.707360449647
2025-05-17,5,1,0.90000000000000002,144,127,24912.186791013981
2025-05-17,5,2,0.80000000000000004,144,110,20500.32270351885
2025-05-17,5,2,0.90000000000000002,144,120,24347.84690013673
2025-05-18,5,0,0.80000000000000004,144,115,20412.047034173775
2025-05-18,5,0,0.90000000000000002,144,122,24865.337074009865
2025-05-18,5,1,0.80000000000000004,144,106,21175.923903672818
2025-05-18,5,1,0.90000000000000002,144,117,24988.771972344621
2025-05-18,5,2,0.80000000000000004,144,129,20609.734433102283
2025-05-18,5,2,0.90000000000000002,144,135,24398.075075236327
2025-05-19,5,0,0.80000000000000004,144,113,21038.286826836054
2025-05-19,5,0,0.90000000000000002,144,124,25468.248854567883
2025-05-19,5,1,0.80000000000000004,144,130,21170.537243802231
2025-05-19,5,1,0.90000000000000002,144,136,25214.763769518981
2025-05-19,5,2,0.80000000000000004,144,115,20374.815531900316
2025-05-19,5,2,0.90000000000000002,144,121,24470.676732180858
2025-05-20,5,0,0.80000000000000004,144,132,21013.32086215631
2025-05-20,5,0,0.90000000000000002,144,138,25248.923322056256
2025-05-20,5,1,0.80000000000000004,144,115,21289.62328896398
2025-05-20,5,1,0.90000000000000002,144,122,25320.611359216204
2025-05-20,5,2,0.80000000000000004,144,126,20893.601862119314
2025-05-20,5,2,0.90000000000000002,144,131,24953.551567968621
2025-05-21,5,0,0.80000000000000004,144,113,20891.899182682195
2025-05-21,5,0,0.90000000000000002,144,120,24774.338956059448
2025-05-21,5,1,0.80000000000000004,144,125,21581.249610264353
2025-05-21,5,1,0.90000000000000002,144,127,25152.795988969803
2025-05-21,5,2,0.80000000000000004,144,124,20507.682674632215
2025-05-21,5,2,0.90000000000000002,144,128,24461.254379383074
2025-05-22,5,0,0.80000000000000004,144,124,21049.07370103601
2025-05-22,5,0,0.90000000000000002,144,133,25351.925834679842
2025-05-22,5,1,0.80000000000000004,144,121,21745.578767040453
2025-05-22,5,1,0.90000000000000002,144,129,25513.160540109009
2025-05-22,5,2,0.80000000000000004,144,108,20233.629803180578
2025-05-22,5,2,0.90000000000000002,144,119,24021.058370611499
2025-05-23,5,0,0.80000000000000004,144,121,20790.642751385261
2025-05-23,5,0,0.90000000000000002,144,130,25172.008980286453
2025-05-23,5,1,0.80000000000000004,144,113,21842.482760811959
2025-05-23,5,1,0.90000000000000002,144,125,25517.697696811952
2025-05-23,5,2,0.80000000000000004,144,115,20008.542104099026
2025-05-23,5,2,0.90000000000000002,144,129,23561.174314349242
2025-05-24,5,0,0.80000000000000004,144,109,20790.701156147166
2025-05-24,5,0,0.90000000000000002,144,123,25172.03692552455
2025-05-24,5,1,0.80000000000000004,144,122,21842.504735301758
2025-05-24,5,1,0.90000000000000002,144,134,25517.695957356173
2025-05-24,5,2,0.80000000000000004,144,111,20008.554413817197
2025-05-24,5,2,0.90000000000000002,144,119,23561.178551958576
2025-05-25,5,0,0.80000000000000004,144,119,20899.454852362418
2025-05-25,5,0,0.90000000000000002,144,129,25111.884360047086
2025-05-25,5,1,0.80000000000000004,144,116,21687.037500574454
2025-05-25,5,1,0.90000000000000002,144,123,25373.240657956212
2025-05-25,5,2,0.80000000000000004,144,117,19689.429551119851
2025-05-25,5,2,0.90000000000000002,144,132,23434.640148470993
2025-05-26,5,0,0.80000000000000004,144,116,20478.891992630332
2025-05-26,5,0,0.90000000000000002,144,120,24773.738294829338
2025-05-26,5,1,0.80000000000000004,144,124,21630.194052333965
2025-05-26,5,1,0.90000000000000002,144,132,25151.326283993571
2025-05-26,5,2,0.80000000000000004,144,103,19729.920909323482
2025-05-26,5,2,0.90000000000000002,144,117,23719.698420585504
2025-05-27,5,0,0.80000000000000004,144,123,20302.744500225403
2025-05-27,5,0,0.90000000000000002,144,130,24390.936395021359
2025-05-27,5,1,0.80000000000000004,144,114,21565.93213096125
2025-05-27,5,1,0.90000000000000002,144,126,25132.358366588858
2025-05-27,5,2,0.80000000000000004,144,121,19816.682438265634
2025-05-27,5,2,0.90000000000000002,144,128,23671.523786072783
2025-05-28,5,0,0.80000000000000004,144,111,20344.812701406077
2025-05-28,5,0,0.90000000000000002,144,122,24343.685872938728
2025-05-28,5,1,0.80000000000000004,144,116,21283.042866023607
2025-05-28,5,1,0.90000000000000002,144,129,25032.799927061624
2025-05-28,5,2,0.80000000000000004,144,115,19696.322095709911
2025-05-28,5,2,0.90000000000000002,144,124,23617.286731422457
2025-05-29,5,0,0.80000000000000004,144,126,20383.571033633594
2025-05-29,5,0,0.90000000000000002,144,134,24269.993277416528
2025-05-29,5,1,0.80000000000000004,144,116,21070.99590001774
2025-05-29,5,1,0.90000000000000002,144,127,24925.620898318877
2025-05-29,5,2,0.80000000000000004,144,110,19357.169973876189
2025-05-29,5,2,0.90000000000000002,144,121,23213.010294851221
2025-05-30,5,0,0.80000000000000004,144,112,20374.275923578869
2025-05-30,5,0,0.90000000000000002,144,120,24037.997241531742
2025-05-30,5,1,0.80000000000000004,144,112,20304.23101187708
2025-05-30,5,1,0.90000000000000002,144,126,24291.305715924489
2025-05-30,5,2,0.80000000000000004,144,32,19259.763517235362
2025-05-30,5,2,0.90000000000000002,144,37,22992.475750079666
2025-05-31,5,0,0.80000000000000004,144,111,19605.05618381458
2025-05-31,5,0,0.90000000000000002,144,123,23522.709377873744
2025-05-31,5,1,0.80000000000000004,144,36,20401.046332881051
2025-05-31,5,1,0.90000000000000002,144,40,24287.057232195391
2025-05-31,5,2,0.80000000000000004,144,31,19054.516726966081
2025-05-31,5,2,0.90000000000000002,144,39,22763.009643325106
2025-06-01,6,0,0.80000000000000004,144,35,19622.058527337769
2025-06-01,6,0,0.90000000000000002,144,39,23397.075488861679
2025-06-01,6,1,0.80000000000000004,144,36,20356.050716427941
2025-06-01,6,1,0.90000000000000002,144,46,24188.815736430861
2025-06-01,6,2,0.80000000000000004,144,28,19004.685742932663
2025-06-01,6,2,0.90000000000000002,144,38,22636.505880019238
2025-06-02,6,0,0.80000000000000004,144,34,19321.698222913041
2025-06-02,6,0,0.90000000000000002,144,44,23051.973821574458
2025-06-02,6,1,0.80000000000000004,144,42,19496.858167028498
2025-06-02,6,1,0.90000000000000002,144,54,23514.466802988962
2025-06-02,6,2,0.80000000000000004,144,61,22339.586853750454
2025-06-02,6,2,0.90000000000000002,144,101,31346.701791543717
2025-06-03,6,0,0.80000000000000004,144,67,19348.740362956283
2025-06-03,6,0,0.90000000000000002,144,79,22823.689880279409
2025-06-03,6,1,0.80000000000000004,144,70,22770.394131184628
2025-06-03,6,1,0.90000000000000002,144,104,31927.990562618346
2025-06-03,6,2,0.80000000000000004,144,89,26573.45764892497
2025-06-03,6,2,0.90000000000000002,144,108,34012.79962423566
2025-06-04,6,0,0.80000000000000004,144,98,22053.513633468487
2025-06-04,6,0,0.90000000000000002,144,123,31123.319563276971
2025-06-04,6,1,0.80000000000000004,144,104,26215.557700627069
2025-06-04,6,1,0.90000000000000002,144,118,34567.536805014606
2025-06-04,6,2,0.80000000000000004,144,90,27541.547342980612
2025-06-04,6,2,0.90000000000000002,144,111,34430.848648133397
2025-06-05,6,0,0.80000000000000004,144,116,25361.413856415966
2025-06-05,6,0,0.90000000000000002,144,125,31532.608419040724
2025-06-05,6,1,0.80000000000000004,144,88,27255.569681176748
2025-06-05,6,1,0.90000000000000002,144,108,34360.327072005945
2025-06-05,6,2,0.80000000000000004,144,105,27678.548472153914
2025-06-05,6,2,0.90000000000000002,144,117,32149.076238398709
2025-06-06,6,0,0.80000000000000004,144,87,25749.092077054709
2025-06-06,6,0,0.90000000000000002,144,101,31593.713308683207
2025-06-06,6,1,0.80000000000000004,144,103,26542.204141626986
2025-06-06,6,1,0.90000000000000002,144,117,32168.976097318933
2025-06-06,6,2,0.80000000000000004,144,112,27174.31191783688
2025-06-06,6,2,0.90000000000000002,144,119,31218.732476412508
2025-06-07,6,0,0.80000000000000004,144,110,26342.973059654316
2025-06-07,6,0,0.90000000000000002,144,128,31638.20508467091
2025-06-07,6,1,0.80000000000000004,144,108,26418.42533919691
2025-06-07,6,1,0.90000000000000002,144,117,32168.182275988947
2025-06-07,6,2,0.80000000000000004,144,114,28959.564803909605
2025-06-07,6,2,0.90000000000000002,144,120,32941.582293340369
2025-06-08,6,0,0.80000000000000004,144,108,26574.623418510244
2025-06-08,6,0,0.90000000000000002,144,114,32017.452568553534
2025-06-08,6,1,0.80000000000000004,144,111,27947.770384935051
2025-06-08,6,1,0.90000000000000002,144,120,32833.436552694548
2025-06-08,6,2,0.80000000000000004,144,119,28714.08216135003
2025-06-08,6,2,0.90000000000000002,144,125,32609.055731718297
2025-06-09,6,0,0.80000000000000004,144,114,27582.39106746835
2025-06-09,6,0,0.90000000000000002,144,121,33512.691015394164
2025-06-09,6,1,0.80000000000000004,144,120,28650.402821946067
2025-06-09,6,1,0.90000000000000002,144,130,33035.779442610889
2025-06-09,6,2,0.80000000000000004,144,120,29239.729879947656
2025-06-09,6,2,0.90000000000000002,144,124,34080.862411033202
2025-06-10,6,0,0.80000000000000004,144,118,27636.449367390836
2025-06-10,6,0,0.90000000000000002,144,130,33155.391508872373
2025-06-10,6,1,0.80000000000000004,144,118,28433.888770239533
2025-06-10,6,1,0.90000000000000002,144,124,33206.812183387665
2025-06-10,6,2,0.80000000000000004,144,114,29591.536063187166
2025-06-10,6,2,0.90000000000000002,144,122,34248.372723050335
2025-06-11,6,0,0.80000000000000004,144,120,27842.538321611639
2025-06-11,6,0,0.90000000000000002,144,129,33487.148183852158
2025-06-11,6,1,0.80000000000000004,144,114,28412.221914913149
2025-06-11,6,1,0.90000000000000002,144,122,33247.816912595597
2025-06-11,6,2,0.80000000000000004,144,112,28924.327319043572
2025-06-11,6,2,0.90000000000000002,144,125,33937.544402597276
2025-06-12,6,0,0.80000000000000004,144,113,28080.987234959102
2025-06-12,6,0,0.90000000000000002,144,126,33873.333705535668
2025-06-12,6,1,0.80000000000000004,144,111,28656.033253879628
2025-06-12,6,1,0.90000000000000002,144,122,33313.576500909781
2025-06-12,6,2,0.80000000000000004,144,116,28877.418252622607
2025-06-12,6,2,0.90000000000000002,144,126,33865.912598748793
2025-06-13,6,0,0.80000000000000004,144,112,28080.575763637578
2025-06-13,6,0,0.90000000000000002,144,121,33713.504292465761
2025-06-13,6,1,0.80000000000000004,144,114,27886.650788133331
2025-06-13,6,1,0.90000000000000002,144,124,32754.368217953965
2025-06-13,6,2,0.80000000000000004,144,109,28874.570529416746
2025-06-13,6,2,0.90000000000000002,144,124,34088.194006585109
2025-06-14,6,0,0.80000000000000004,144,109,27263.941903799674
2025-06-14,6,0,0.90000000000000002,144,117,32370.932989350898
2025-06-14,6,1,0.80000000000000004,144,108,27825.460276723039
2025-06-14,6,1,0.90000000000000002,144,119,32408.760577110359
2025-06-14,6,2,0.80000000000000004,144,127,28655.309527273552
2025-06-14,6,2,0.90000000000000002,144,131,33529.476636866384
2025-06-15,6,0,0.80000000000000004,144,104,27263.941903799674
2025-06-15,6,0,0.90000000000000002,144,114,32370.932989350898
2025-06-15,6,1,0.80000000000000004,144,124,27825.460276723039
2025-06-15,6,1,0.90000000000000002,144,129,32408.760577110359
2025-06-15,6,2,0.80000000000000004,144,122,28655.309527273552
2025-06-15,6,2,0.90000000000000002,144,129,33529.476636866384
2025-06-16,6,0,0.80000000000000004,144,114,27336.522828369059
2025-06-16,6,0,0.90000000000000002,144,126,32445.534425518184
2025-06-16,6,1,0.80000000000000004,144,120,27209.873235574425
2025-06-16,6,1,0.90000000000000002,144,129,31553.45227803904
2025-06-16,6,2,0.80000000000000004,144,111,28868.460090767217
2025-06-16,6,2,0.90000000000000002,144,129,33915.849886003372
2025-06-17,6,0,0.80000000000000004,144,116,27183.443759459795
2025-06-17,6,0,0.90000000000000002,144,131,32855.961363372306
2025-06-17,6,1,0.80000000000000004,144,112,27910.4326892098
2025-06-17,6,1,0.90000000000000002,144,129,31792.949614378464
2025-06-17,6,2,0.80000000000000004,144,106,28714.866259119401
2025-06-17,6,2,0.90000000000000002,144,114,33744.874899888207
2025-06-18,6,0,0.80000000000000004,144,107,27103.699141832913
2025-06-18,6,0,0.90000000000000002,144,123,32680.397728282886
2025-06-18,6,1,0.80000000000000004,144,105,27570.061786328726
2025-06-18,6,1,0.90000000000000002,144,115,31521.749717309551
2025-06-18,6,2,0.80000000000000004,144,96,28676.458035323696
2025-06-18,6,2,0.90000000000000002,144,110,33565.346772358047
2025-06-19,6,0,0.80000000000000004,144,102,26921.58329996762
2025-06-19,6,0,0.90000000000000002,144,111,32109.559972346367
2025-06-19,6,1,0.80000000000000004,144,93,27255.576262918119
2025-06-19,6,1,0.90000000000000002,144,109,31516.962561333836
2025-06-19,6,2,0.80000000000000004,144,84,28740.20019206046
2025-06-19,6,2,0.90000000000000002,144,97,33606.408796811178
2025-06-20,6,0,0.80000000000000004,144,93,26849.074008320458
2025-06-20,6,0,0.90000000000000002,144,115,32453.082262141397
2025-06-20,6,1,0.80000000000000004,144,96,28072.438768307897
2025-06-20,6,1,0.90000000000000002,144,105,32227.392966293559
2025-06-20,6,2,0.80000000000000004,144,102,28660.577969430084
2025-06-20,6,2,0.90000000000000002,144,113,33316.721729251527
2025-06-21,6,0,0.80000000000000004,144,89,27365.757921856348
2025-06-21,6,0,0.90000000000000002,144,102,32580.185227982671
2025-06-21,6,1,0.80000000000000004,144,108,28212.997349413061
2025-06-21,6,1,0.90000000000000002,144,119,32213.990214327558
2025-06-21,6,2,0.80000000000000004,144,107,29125.871356227231
2025-06-21,6,2,0.90000000000000002,144,117,33662.3366309548
2025-06-22,6,0,0.80000000000000004,144,107,27650.439800859676
2025-06-22,6,0,0.90000000000000002,144,120,32920.365991149578
2025-06-22,6,1,0.80000000000000004,144,115,28277.633030656834
2025-06-22,6,1,0.90000000000000002,144,121,32629.364469849286
2025-06-22,6,2,0.80000000000000004,144,121,29913.880750867997
2025-06-22,6,2,0.90000000000000002,144,127,34778.715074351006
2025-06-23,6,0,0.80000000000000004,144,115,27900.144750557756
2025-06-23,6,0,0.90000000000000002,144,121,33058.928092771443
2025-06-23,6,1,0.80000000000000004,144,114,29012.174365933846
2025-06-23,6,1,0.90000000000000002,144,121,33137.744040483791
2025-06-23,6,2,0.80000000000000004,144,126,30027.512674783342
2025-06-23,6,2,0.90000000000000002,144,133,35014.007468709526
2025-06-24,6,0,0.80000000000000004,144,113,28523.218341710191
2025-06-24,6,0,0.90000000000000002,144,121,34054.363423855917
2025-06-24,6,1,0.80000000000000004,144,125,29228.68457839507
2025-06-24,6,1,0.90000000000000002,144,132,33576.334830009699
2025-06-24,6,2,0.80000000000000004,144,122,30196.864947665974
2025-06-24,6,2,0.90000000000000002,144,126,34817.941416979418
2025-06-25,6,0,0.80000000000000004,144,124,28521.230440374318
2025-06-25,6,0,0.90000000000000002,144,135,34026.579089890096
2025-06-25,6,1,0.80000000000000004,144,117,29136.032068642762
2025-06-25,6,1,0.90000000000000002,144,126,33311.661596780628
2025-06-25,6,2,0.80000000000000004,144,120,30261.053570611548
2025-06-25,6,2,0.90000000000000002,144,126,35036.352160372422
2025-06-26,6,0,0.80000000000000004,144,117,28417.658470315255
2025-06-26,6,0,0.90000000000000002,144,127,34024.593612790079
2025-06-26,6,1,0.80000000000000004,144,115,29122.34779586786
2025-06-26,6,1,0.90000000000000002,144,121,33339.114719310135
2025-06-26,6,2,0.80000000000000004,144,115,30112.826855712941
2025-06-26,6,2,0.90000000000000002,144,121,35056.351410942982
2025-06-27,6,0,0.80000000000000004,144,114,28660.082775256789
2025-06-27,6,0,0.90000000000000002,144,123,34184.193484397314
2025-06-27,6,1,0.80000000000000004,144,110,29361.412429380835
2025-06-27,6,1,0.90000000000000002,144,126,34037.384919355878
2025-06-27,6,2,0.80000000000000004,144,118,30397.823298891362
2025-06-27,6,2,0.90000000000000002,144,125,35234.790401392427
2025-06-28,6,0,0.80000000000000004,144,112,28860.378042322769
2025-06-28,6,0,0.90000000000000002,144,122,34230.637082078181
2025-06-28,6,1,0.80000000000000004,144,122,29365.808704175579
2025-06-28,6,1,0.90000000000000002,144,127,34201.168185932875
2025-06-28,6,2,0.80000000000000004,144,118,29920.088382557442
2025-06-28,6,2,0.90000000000000002,144,122,34657.907491802696
2025-06-29,6,0,0.80000000000000004,144,119,28605.570454334083
2025-06-29,6,0,0.90000000000000002,144,128,34079.877525547898
2025-06-29,6,1,0.80000000000000004,144,119,28563.920374647103
2025-06-29,6,1,0.90000000000000002,144,125,33527.486101203423
2025-06-29,6,2,0.80000000000000004,144,94,29123.354549418676
2025-06-29,6,2,0.90000000000000002,144,101,34629.807736777781
2025-06-30,6,0,0.80000000000000004,144,119,27807.325026040242
2025-06-30,6,0,0.90000000000000002,144,126,32781.429614044588
2025-06-30,6,1,0.80000000000000004,144,92,27547.493921705885
2025-06-30,6,1,0.90000000000000002,144,105,32809.998534899962
2025-06-30,6,2,0.80000000000000004,144,73,28771.084888790141
2025-06-30,6,2,0.90000000000000002,144,87,34381.70114408042
2025-07-01,7,0,0.80000000000000004,144,91,27101.056037623974
2025-07-01,7,0,0.90000000000000002,144,96,32496.952360994568
2025-07-01,7,1,0.80000000000000004,144,62,27101.031411672848
2025-07-01,7,1,0.90000000000000002,144,86,32694.04404996839
2025-07-01,7,2,0.80000000000000004,144,77,28077.910687487958
2025-07-01,7,2,0.90000000000000002,144,84,34209.340008324478
2025-07-02,7,0,0.80000000000000004,144,77,29120.984564281847
2025-07-02,7,0,0.90000000000000002,144,92,34884.933234013326
2025-07-02,7,1,0.80000000000000004,144,88,31466.810946652629
2025-07-02,7,1,0.90000000000000002,144,101,37260.442916178654
2025-07-02,7,2,0.80000000000000004,144,81,31721.886400982279
2025-07-02,7,2,0.90000000000000002,144,96,38299.544794501373
2025-07-03,7,0,0.80000000000000004,144,116,28743.47919147474
2025-07-03,7,0,0.90000000000000002,144,122,35015.49059420704
2025-07-03,7,1,0.80000000000000004,144,89,32143.910996113937
2025-07-03,7,1,0.90000000000000002,144,109,39242.241191916946
2025-07-03,7,2,0.80000000000000004,144,89,32103.16342306685
2025-07-03,7,2,0.90000000000000002,144,107,37567.002845090028
2025-07-04,7,0,0.80000000000000004,144,80,29301.805683054292
2025-07-04,7,0,0.90000000000000002,144,95,35475.1931039216
2025-07-04,7,1,0.80000000000000004,144,95,30645.180166494094
2025-07-04,7,1,0.90000000000000002,144,107,37153.141501272316
