date,slot,timestamp,node_hour,net_kwh,load_kw,pv_kw,grid,charge_cap,discharge_cap,lag_observation,price,charge,discharge,emergency,spill,soc,g0,initial_soc,tree_node,planned_cost,adjustment_cost,emergency_cost,total_cost
2025-02-01,102,2025-02-01 17:10:00,12,417.64608333333337,2601.2611000000002,95.384600000000006,5.6843418860808015e-14,0,416.56918024108546,387.0737499999999,0.94620000000000004,0,416.56918024108546,1.0769030922478464,0,9214.6318451643383,5.6843418860808002e-14,6000,4,5.3785242926096533e-14,1.7914084524482913e-29,5.0948285294245617,5.0948285294246158
2025-02-01,103,2025-02-01 17:20:00,12,439.7808,2638.6848,0,438.67427775555529,0,0,417.64608333333337,0.97419999999999995,0,0,1.1065222444447045,0,9214.6318451643383,446.92562286220266,6000,4,435.39494179235783,-4.0192302014479306,5.3898698526901549,436.76558144360001
2025-02-01,104,2025-02-01 17:30:00,12,436.13666666666666,2616.8200000000002,0,5.6843418860808015e-14,0,441.45358113772892,439.7808,0.98619999999999997,0,436.1366666666666,0,-0,8730.0355488680416,0,6000,4,0,8.4088469520793287e-14,0,8.4088469520793287e-14
2025-02-01,105,2025-02-01 17:40:00,12,445.30571666666663,2675.971,4.1367000000000003,460.26800613228835,0,0,436.13666666666666,0.97599999999999998,0,0,0,14.962289465621723,8730.0355488680416,478.87329136588011,6000,4,467.38033237309895,-9.0793791939927768,0,458.30095317910616
2025-02-01,106,2025-02-01 17:50:00,12,439.89263333333326,2639.3557999999998,0,5.6843418860808015e-14,0,442.851013333742,445.30571666666663,1.0742,0,439.89263333333321,0,-0,8241.2659562754488,7.937546852654256e-14,6000,4,8.5265128291212022e-14,-1.2101963875466025e-14,0,7.3163164415746003e-14
2025-02-01,107,2025-02-01 18:00:00,12,428.47000000000003,2570.8200000000002,0,487.65098745615853,0,0,439.89263333333326,1.2313000000000001,0,0,0,59.180987456158505,8241.2659562754488,0,6000,4,0,900.66699128215214,0,900.66699128215214
2025-02-01,108,2025-02-01 18:10:00,18,454.13504999999998,2725.1073000000001,0.29699999999999999,0,0,460.0204484048329,428.47000000000003,1.2561,0,454.13504999999998,0,-0,7736.6714562754487,0,6000,8,0,0,0,0
2025-02-01,109,2025-02-01 18:20:00,18,472.26531666666665,2833.5918999999999,0,5.6843418860808015e-14,0,437.79503400936329,454.13504999999998,1.2446999999999999,0,437.79503400936329,34.470282657303301,0,7250.2325295983783,0,6000,8,0,1.061295051840716e-13,214.52580411772709,214.5258041177272
2025-02-01,110,2025-02-01 18:30:00,18,454.16833333333335,2725.0100000000002,0,489.30532942327301,0,0,472.26531666666665,1.2544999999999999,0,0,0,35.136996089939657,7250.2325295983783,0,6000,8,0,920.75030364224403,0,920.75030364224403
2025-02-01,111,2025-02-01 18:40:00,18,418.37263333333328,2510.2570999999998,0.021299999999999999,0,0,441.40154899213763,454.16833333333335,1.2522,0,418.37263333333328,0,-0,6785.374048116897,0,6000,8,0,0,0,0
2025-02-01,112,2025-02-01 18:50:00,18,414.08223333333331,2484.4933999999998,0,0,0,464.13536213684733,418.37263333333328,1.2881,0,414.08223333333331,0,-0,6325.282677746527,0,6000,8,0,0,0,0
2025-02-01,113,2025-02-01 19:00:00,18,432.13833333333332,2592.8299999999999,0,0,0,441.21030205079921,414.08223333333331,1.3466,0,432.13833333333332,0,-0,5845.1289740428238,0,6000,8,0,0,0,0
2025-02-01,114,2025-02-01 19:10:00,18,424.01411666666672,2544.0862000000002,0.0015,0,0,415.04338535109548,432.13833333333332,1.3523000000000001,0,415.04338535109548,8.9707313155712427,0,5383.9696569860507,5.6843418860808015e-14,6000,8,7.6869355325470682e-14,-3.8434677662735341e-14,60.655599790234959,60.655599790234994
2025-02-01,115,2025-02-01 19:20:00,18,442.41246666666666,2654.4748,0,453.49418361573663,0,0,424.01411666666672,1.3445,0,0,0,11.081716949069971,5383.9696569860507,453.49418361573652,6000,8,609.72292987135779,2.2927792997506913e-13,0,609.72292987135802
2025-02-01,116,2025-02-01 19:30:00,18,483.74666666666667,2902.48,0,468.49525518566588,0,0,442.41246666666666,1.3483000000000001,0,0,15.251411481000787,0,5383.9696569860507,468.49525518566577,6000,8,631.67215256683323,2.2992594495008235e-13,102.81739049916681,734.48954306600024
2025-02-01,117,2025-02-01 19:40:00,18,481.18446666666665,2887.1068,0,5.6843418860808015e-14,0,419.63652149257729,483.74666666666667,1.349,0,419.63652149257729,61.547945174089307,0,4917.7068553276313,5.6843418860808015e-14,6000,8,7.6681772043230011e-14,0,415.14089019923239,415.14089019923244
2025-02-01,118,2025-02-01 19:50:00,18,444.76593333333335,2668.5956000000001,0,502.13150343782604,0,0,481.18446666666665,1.3472999999999999,0,0,0,57.36557010449269,4917.7068553276313,482.075879384068,6000,8,649.50083229415475,40.531413431442303,0,690.03224572559702
2025-02-01,119,2025-02-01 20:00:00,18,418.09500000000003,2508.5700000000002,0,0,0,443.86536708437518,444.76593333333335,1.3482000000000001,0,418.09500000000003,0,-0,4453.1568553276311,0,6000,8,0,0,0,0
2025-02-01,120,2025-02-01 20:10:00,18,436.74051666666662,2620.4431,0,0,0,430.06537953124246,418.09500000000003,1.3512999999999999,0,430.06537953124246,6.6751371354241655,0,3975.3064336262505,0,6000,8,0,0,45.100564055493372,45.100564055493372
2025-02-01,121,2025-02-01 20:20:00,18,452.69785000000002,2716.1871000000001,0,0,0,429.6886332589566,436.74051666666662,1.3400000000000001,0,429.6886332589566,23.009216741043417,0,3497.8746188940768,0,6000,8,0,0,154.1617521649909,154.1617521649909
2025-02-01,122,2025-02-01 20:30:00,18,449.96833333333331,2699.8099999999999,0,473.11772780115825,0,0,452.69785000000002,1.3489,0,0,0,23.149394467824948,3497.8746188940768,0,6000,8,0,957.2827545464736,0,957.2827545464736
2025-02-01,123,2025-02-01 20:40:00,18,455.06669999999997,2730.4002,0,489.31836680995809,0,0,449.96833333333331,1.3952,0,0,0,34.251666809958124,3497.8746188940768,469.24230185166141,6000,8,654.686859543438,42.015188744723297,0,696.70204828816134
2025-02-01,124,2025-02-01 20:50:00,18,454.01236666666665,2724.0742,0,492.69640648260292,0,0,455.06669999999997,1.2225999999999999,0,0,0,38.684039815936273,3497.8746188940768,492.69640648260287,6000,8,602.37062656563023,1.0424514584883581e-13,0,602.37062656563035
2025-02-01,125,2025-02-01 21:00:00,18,459.40499999999997,2756.4299999999998,0,0,0,479.19256557523244,454.01236666666665,0.93320000000000003,0,459.40499999999997,0,-0,2987.424618894077,0,6000,8,0,0,0,0
2025-02-01,126,2025-02-01 21:10:00,18,497.42076666666668,2984.5246000000002,0,502.99049095643818,0,0,459.40499999999997,0.90680000000000005,0,0,0,5.5697242897715,2987.424618894077,502.99049095643829,6000,8,456.11177719929827,-5.1545612222980711e-14,0,456.11177719929822
2025-02-01,127,2025-02-01 21:20:00,18,503.28313333333335,3019.6988000000001,0,0,0,454.52278066309208,497.42076666666668,0.93710000000000004,0,454.52278066309208,48.760352670241275,0,2482.399307046197,0,6000,8,0,0,228.46663243641549,228.46663243641549
2025-02-01,128,2025-02-01 21:30:00,18,477.55666666666667,2865.3400000000001,0,0,0,446.62104794445014,503.28313333333335,0.93710000000000004,0,446.62104794445014,30.935618722216532,0,1986.1536982190303,0,6000,8,0,0,144.94884152294557,144.94884152294557
2025-02-01,129,2025-02-01 21:40:00,18,479.13594999999998,2874.8157000000001,0,485.90234139356409,0,0,477.55666666666667,0.98709999999999998,0,0,0,6.7663913935641062,1986.1536982190303,485.90234139356409,6000,8,479.63420118958709,0,0,479.63420118958709
2025-02-01,130,2025-02-01 21:50:00,18,450.20409999999998,2701.2246,0,517.87807924978551,0,0,479.13594999999998,0.77639999999999998,0,0,0,67.673979249785532,1986.1536982190303,517.87807924978551,6000,8,402.08054072953348,0,0,402.08054072953348
2025-02-01,131,2025-02-01 22:00:00,18,392.08500000000004,2352.5100000000002,0,480.97669583336801,0,0,450.20409999999998,0.4209,0,0,0,88.891695833367976,1986.1536982190303,420.37405819571023,6000,8,176.93544109457443,38.261475272535236,0,215.19691636710968
2025-02-01,132,2025-02-01 22:10:00,18,371.76981666666666,2230.6188999999999,0,403.32181003369311,0,0,392.08500000000004,0.38590000000000002,0,0,0,31.551993367026455,1986.1536982190303,414.58259447356602,6000,8,159.98742320734914,-2.1727683576734775,0,157.81465484967566
2025-02-01,133,2025-02-01 22:20:00,18,363.57821666666666,2181.4693000000002,0,370.5993196928394,0,0,371.76981666666666,0.43680000000000002,0,0,0,7.0211030261727387,1986.1536982190303,406.64040044381341,6000,8,177.6205269138577,-7.8713720360127226,0,169.74915487784497
2025-02-01,134,2025-02-01 22:30:00,18,359.15666666666664,2154.9400000000001,0,435.6097153665487,0,0,363.57821666666666,0.41980000000000001,0,0,0,76.453048699882061,1986.1536982190303,435.60971536654858,6000,8,182.86895851087709,7.1588601713301618e-14,0,182.86895851087718
2025-02-01,135,2025-02-01 22:40:00,18,382.05071666666663,2292.3042999999998,0,440.87472113037973,9.186491950464756,0,359.15666666666664,0.41860000000000003,9.186491950464756,0,0,49.637512513248339,1994.4215409744486,440.87472113037978,6000,8,184.55015826517698,-1.1897327567567118e-14,0,184.55015826517698
2025-02-01,136,2025-02-01 22:50:00,18,417.16841666666664,2503.0104999999999,0,389.76111005731792,0,0,382.05071666666663,0.42409999999999998,0,0,27.407306609348723,0,1994.4215409744486,408.91286607501763,6000,8,173.41994650241497,-4.0611298635532238,58.117193665123963,227.47601030398573
2025-02-01,137,2025-02-01 23:00:00,18,431.79666666666668,2590.7800000000002,0,461.09590102008099,16.580646451567929,0,417.16841666666664,0.42370000000000002,16.580646451567929,0,0,12.718587901846377,2009.3441227808598,461.09590102008099,6000,8,195.36633326220831,0,0,195.36633326220831
2025-02-01,138,2025-02-01 23:10:00,18,406.46494999999993,2438.7896999999998,0,424.58257065751934,0,0,431.79666666666668,0.42480000000000001,0,0,0,18.11762065751941,2009.3441227808598,424.58257065751928,6000,8,180.36267601531421,3.6220626498106866e-14,0,180.36267601531424
2025-02-01,139,2025-02-01 23:20:00,18,400.95986666666664,2405.7592,0,406.44735764028769,0,0,406.46494999999993,0.42399999999999999,0,0,0,5.4874909736210498,2009.3441227808598,430.73789896471339,6000,8,182.63286916103849,-5.1495947607782488,0,177.48327440026023
2025-02-01,140,2025-02-01 23:30:00,18,409.94499999999999,2459.6700000000001,0,383.65272571409082,0,0,400.95986666666664,0.42199999999999999,0,0,26.292274285909173,0,2009.3441227808598,408.48785913625801,6000,8,172.38187655550087,-5.2402131520772768,55.476698743268351,222.61836214669194
2025-02-01,141,2025-02-01 23:40:00,18,387.23669999999998,2323.4202,0,445.57779062352989,0,0,409.94499999999999,0.42399999999999999,0,0,0,58.341090623529908,2009.3441227808598,470.72352439837903,6000,8,199.5867743449127,-5.3308955602680159,0,194.25587878464469
2025-02-01,142,2025-02-01 23:50:00,18,454.71015,2728.2609000000002,0,415.25211810473667,0,0,387.23669999999998,0.42709999999999998,0,0,39.458031895263332,0,2009.3441227808598,429.78178852544181,6000,8,183.5598018792162,-3.1028111183415836,84.26262711233484,264.71961787320947
2025-02-01,143,2025-02-02 00:00:00,18,580.82333333333327,3484.9400000000001,0,598.37985170668435,0,0,454.71015,0.42759999999999998,0,0,0,17.556518373351082,2009.3441227808598,596.78845506275763,6000,8,255.18674338483515,1.0207218074145945,0,256.20746519224974
