origin,horizon,slot,forecast_net_kwh,actual_net_kwh,error_kwh
2025-04-29,1,123,715.88746600230604,705.09666666666669,-10.790799335639349
2025-04-29,1,124,721.97970485456642,713.93615,-8.0435548545664233
2025-04-29,1,125,722.6153870199214,739.65054999999995,17.035162980078553
2025-04-29,1,126,721.7888860745594,763.20666666666659,41.417780592107192
2025-04-29,1,127,725.60977887515116,773.48458333333338,47.874804458182211
2025-04-29,1,128,724.57524042773878,751.10788333333323,26.532642905594457
2025-04-29,1,129,727.11047146582678,726.14499999999998,-0.96547146582679488
2025-04-29,1,130,777.880706116027,736.02715000000001,-41.853556116026994
2025-04-29,1,131,705.67830933046878,651.00374999999997,-54.67455933046881
2025-04-29,1,132,555.66233659296256,523.41999999999996,-32.242336592962602
2025-04-29,1,133,539.81656176522154,544.55245000000002,4.7358882347784856
2025-04-29,1,134,548.98950178901043,570.80200000000002,21.812498210989588
2025-04-29,1,135,544.80746334214507,536.9466666666666,-7.8607966754784684
2025-04-29,1,136,554.16731372836853,523.97463333333337,-30.192680395035154
2025-04-29,1,137,558.91238374791396,538.81971666666664,-20.092667081247328
2025-04-29,1,138,559.8271531260707,553.41666666666663,-6.4104864594040691
2025-04-29,1,139,559.31783896470404,541.5388333333334,-17.779005631370637
2025-04-29,1,140,561.13159655282766,540.94518333333338,-20.186413219494284
2025-04-29,1,141,561.60399282397191,558.29833333333329,-3.3056594906386181
2025-04-29,1,142,555.74685083546331,567.97564999999997,12.228799164536667
2025-04-29,1,143,561.89550605597981,601.08356666666668,39.188060610686875
2025-04-29,1,144,570.77791505064408,631.86500000000001,61.087084949355926
2025-04-29,2,1,579.74741066959803,597.8648833333333,18.117472663735271
2025-04-29,2,2,571.93240588320316,572.69981666666661,0.76741078346344693
2025-04-29,2,3,566.5513199970452,587.51999999999998,20.968680002954784
2025-04-29,2,4,595.90910143865108,600.53848333333337,4.6293818946822967
2025-04-29,2,5,596.28531796010566,588.84924999999998,-7.4360679601056745
2025-04-29,2,6,576.15648378105072,570.30499999999995,-5.8514837810507743
2025-04-29,2,7,592.83905735334497,577.63493333333338,-15.204124020011591
2025-04-29,2,8,595.31319712125571,565.73106666666661,-29.582130454589105
2025-04-29,2,9,578.82463081998083,547.30666666666673,-31.517964153314097
2025-04-29,2,10,579.85973262573282,579.4129333333334,-0.44679929239941885
2025-04-29,2,11,594.18675396515653,590.23093333333338,-3.9558206318231441
2025-04-29,2,12,599.39340654060913,576.04333333333341,-23.350073207275727
2025-04-29,2,13,598.55325660488927,603.64633333333336,5.093076728444089
2025-04-29,2,14,591.90907512340482,620.01114999999993,28.102074876595111
2025-04-29,2,15,595.85985070574009,604.995,9.135149294259918
2025-04-29,2,16,592.83905735334497,591.93526666666673,-0.90379068667823503
2025-04-29,2,17,594.11641637022888,573.76278333333335,-20.35363303689553
2025-04-29,2,18,599.7751845357169,566.4666666666667,-33.308517869050206
2025-04-29,2,19,594.24850197235469,599.78773333333334,5.539231360978647
2025-04-29,2,20,597.6932214754047,625.17169999999999,27.478478524595289
2025-04-29,2,21,601.39516461694393,623.01833333333332,21.623168716389387
2025-04-29,2,22,609.01447527493303,620.75103333333334,11.736558058400306
2025-04-29,2,23,601.27292292372306,636.45286666666664,35.179943742943578
2025-04-29,2,24,595.97084944584924,643.60666666666668,47.635817220817444
2025-04-29,2,25,596.34490576322219,603.19831666666664,6.8534109034444555
2025-04-29,2,26,598.48422171860022,589.47003333333339,-9.0141883852668343
2025-04-29,2,27,598.98917419830457,621.41999999999996,22.430825801695391
2025-04-29,2,28,592.34958945184451,637.48598333333337,45.136393881488857
2025-04-29,2,29,594.2462846740068,594.45848333333333,0.21219865932653192
2025-04-29,2,30,601.64913944517764,549.55666666666673,-52.09247277851091
2025-04-29,2,31,598.57047740530163,599.51281666666671,0.94233926136507762
2025-04-29,2,32,598.00015818334941,628.93623333333323,30.936075149983822
2025-04-29,2,33,601.60178636695048,571.66708333333338,-29.934703033617097
2025-04-29,2,34,559.84708915162958,495.88216666666659,-63.964922484962983
2025-04-29,2,35,581.04667220652084,540.80460000000005,-40.242072206520788
2025-04-29,2,36,678.1538458285346,652.0079166666668,-26.145929161867798
2025-04-29,2,37,637.95761506217502,634.24193333333335,-3.7156817288416732
2025-04-29,2,38,585.73343746256376,567.5986333333334,-18.134804129230361
2025-04-29,2,39,532.60149087649086,531.82333333333338,-0.77815754315747654
2025-04-29,2,40,472.21312818170856,520.61974999999995,48.406621818291399
2025-04-29,2,41,413.79138776245105,473.26780000000002,59.476412237548971
2025-04-29,2,42,354.76724914338462,401.85166666666669,47.08441752328207
2025-04-29,2,43,302.74004028121777,370.74823333333342,68.008193052115644
2025-04-29,2,44,262.07192352993587,314.63551666666666,52.563593136730788
2025-04-29,2,45,213.95403850198514,217.37833333333342,3.4242948313482771
2025-04-29,2,46,119.81607669132329,160.70966666666672,40.893589975343431
2025-04-29,2,47,202.33748676039326,275.78711666666663,73.449629906273373
2025-04-29,2,48,356.09743259166697,435.89958333333334,79.802150741666367
2025-04-29,2,49,336.09518525991751,365.79969999999986,29.704514740082345
2025-04-29,2,50,282.83540873019729,264.2399666666667,-18.595442063530584
2025-04-29,2,51,227.65432690318053,243.81749999999997,16.163173096819435
2025-04-29,2,52,163.47862945335723,220.28131666666664,56.802687213309412
2025-04-29,2,53,139.20032402125767,154.79626666666658,15.595942645408911
2025-04-29,2,54,86.709772831140526,75.603750000000062,-11.106022831140464
2025-04-29,2,55,19.87438522020587,37.734399999999972,17.860014779794103
2025-04-29,2,56,-40.068864746729254,-7.9254833333332799,32.143381413395971
2025-04-29,2,57,-76.113878443967067,-81.094583333333347,-4.9807048893662795
2025-04-29,2,58,-103.52363488090168,-150.97475,-47.451115119098318
2025-04-29,2,59,-139.06483583441181,-209.23111666666668,-70.16628083225487
2025-04-29,2,60,-177.16336305415066,-264.16000000000003,-86.99663694584936
2025-04-29,2,61,-212.31183119236752,-324.17829999999987,-111.86646880763234
2025-04-29,2,62,-253.38212850201049,-358.50881666666663,-105.12668816465614
2025-04-29,2,63,-281.601931998265,-370.18666666666678,-88.584734668401779
2025-04-29,2,64,-274.96335686291576,-395.87341666666663,-120.91005980375087
2025-04-29,2,65,-287.90720675620196,-430.72926666666672,-142.82205991046476
2025-04-29,2,66,-321.31001843822605,-433.89291666666668,-112.58289822844063
2025-04-29,2,67,-333.2248402684977,-376.50865000000005,-43.283809731502345
2025-04-29,2,68,-339.84332329541439,-371.59273333333323,-31.749410037918835
2025-04-29,2,69,-354.19941221669723,-412.91916666666657,-58.719754449969344
2025-04-29,2,70,-365.40891265401496,-397.81293333333343,-32.404020679318478
2025-04-29,2,71,-404.49708449697226,-448.99200000000002,-44.494915503027755
2025-04-29,2,72,-442.28929835914596,-547.98125000000016,-105.6919516408542
2025-04-29,2,73,-476.33940516352658,-533.60003333333327,-57.260628169806694
2025-04-29,2,74,-479.19632746673352,-470.13551666666655,9.0608108000669745
2025-04-29,2,75,-453.55556096609445,-464.78874999999999,-11.233189033905546
2025-04-29,2,76,-469.29524381701577,-550.18413333333319,-80.88888951631742
2025-04-29,2,77,-438.61937074445132,-533.7123333333335,-95.092962588882187
2025-04-29,2,78,-359.47220530569365,-405.55166666666673,-46.079461360973085
2025-04-29,2,79,-316.0053595629708,-340.48436666666674,-24.479007103695949
2025-04-29,2,80,-298.16281379673438,-299.7500500000001,-1.5872362032657179
2025-04-29,2,81,-303.75338516427854,-273.64249999999993,30.110885164278614
2025-04-29,2,82,-290.4844105645675,-308.15566666666672,-17.671256102099221
2025-04-29,2,83,-250.93488217016679,-334.44573333333329,-83.510851163166507
2025-04-29,2,84,-203.17255993688818,-313.69583333333321,-110.52327339644503
2025-04-29,2,85,-169.16273144130355,-267.3029166666667,-98.140185225363155
2025-04-29,2,86,-131.3443249601969,-218.31305000000006,-86.968725039803161
2025-04-29,2,87,-96.919503301595341,-177.67791666666668,-80.758413365071334
2025-04-29,2,88,-94.313728228709351,-135.24785000000006,-40.934121771290705
2025-04-29,2,89,-73.272293327543892,-48.284766666666656,24.987526660877236
2025-04-29,2,90,-21.416850907718828,33.569583333333412,54.986434241052237
2025-04-29,2,91,19.770464623336768,21.619016666666692,1.8485520433299243
2025-04-29,2,92,59.003641068864759,63.437883333333353,4.4342422644685939
2025-04-29,2,93,106.32465093281053,159.79166666666666,53.46701573385613
2025-04-29,2,94,165.12453410400835,173.36070000000004,8.2361658959916895
2025-04-29,2,95,229.80250734680462,233.8821833333333,4.0796759865286845
2025-04-29,2,96,287.36399645808325,346.26458333333329,58.900586875250042
2025-04-29,2,97,342.28893238157337,378.37564999999995,36.086717618426576
2025-04-29,2,98,394.78746440295322,420.01448333333332,25.227018930380098
2025-04-29,2,99,446.6225241548762,496.30041666666665,49.677892511790446
2025-04-29,2,100,497.1701637394612,537.16269999999997,39.99253626053877
2025-04-29,2,101,548.26017397535372,578.88541666666674,30.625242691313019
2025-04-29,2,102,604.1948764397888,638.88,34.685123560211196
2025-04-29,2,103,656.24010023638834,696.18796666666674,39.947866430278395
2025-04-29,2,104,705.4097015361682,762.65376666666668,57.244065130498484
2025-04-29,2,105,758.00909291460232,837.50083333333339,79.491740418731069
2025-04-29,2,106,821.00298281690266,884.49753333333331,63.49455051643065
2025-04-29,2,107,756.58775898700878,818.36140000000012,61.773641012991334
2025-04-29,2,108,593.03816431501866,710.69583333333333,117.65766901831466
2025-04-29,2,109,623.59462992851252,731.33716666666658,107.74253673815406
2025-04-29,2,110,684.6767189961364,772.76909999999998,88.092381003863579
2025-04-29,2,111,716.47457871430936,778.50666666666666,62.032087952357301
2025-04-29,2,112,722.05564786494176,791.52531666666664,69.469668801724879
2025-04-29,2,113,722.73340927041306,767.32951666666668,44.596107396253615
2025-04-29,2,114,722.00446738583094,744.52833333333331,22.523865947502372
2025-04-29,2,115,719.1979583155163,802.63904999999988,83.441091684483581
2025-04-29,2,116,715.65923528532505,808.82378333333327,93.164548048008214
2025-04-29,2,117,721.80693565811544,762.85166666666657,41.044731008551139
2025-04-29,2,118,723.22121343871504,796.18573333333336,72.96451989461832
2025-04-29,2,119,722.27670879788639,819.61481666666668,97.338107868780298
2025-04-29,2,120,715.69050054285663,781.94000000000005,66.249499457143429
2025-04-29,2,121,712.91993643823378,734.39588333333324,21.475946895099469
2025-04-29,2,122,722.63662697946813,752.37546666666674,29.738839687198606
2025-04-29,2,123,723.46527595218447,819.33166666666659,95.866390714482122
2025-04-29,2,124,723.22166436194141,847.74353333333329,124.52186897139188
2025-04-29,2,125,719.40121804124362,852.37746666666669,132.97624862542307
2025-04-29,2,126,719.18766963363953,840.02666666666664,120.83899703302711
2025-04-29,2,127,724.97409670979607,798.67090000000007,73.696803290204002
2025-04-29,2,128,727.92609443974243,777.39541666666673,49.469322226924305
2025-04-29,2,129,731.44643007738193,793.56500000000005,62.118569922618121
2025-04-29,2,130,789.18128760563366,803.68801666666661,14.506729061032956
2025-04-29,2,131,693.40789373081179,717.61295000000007,24.205056269188276
2025-04-29,2,132,505.59477022152777,599.15166666666664,93.556896445138875
2025-04-29,2,133,505.59477022152777,606.23345000000006,100.63867977847229
2025-04-29,2,134,552.28001452056503,619.4834166666667,67.203402146101666
2025-04-29,2,135,544.4910199685504,599.83166666666659,55.340646698116188
2025-04-29,2,136,549.21081664151006,627.70341666666661,78.492600025156548
2025-04-29,2,137,559.00076895790392,657.12220000000002,98.121431042096106
2025-04-29,2,138,559.00076895790392,640.67500000000007,81.674231042096153
2025-04-29,2,139,559.4062241746941,586.45433333333335,27.048109158639249
2025-04-29,2,140,560.51721214808663,591.55610000000001,31.038887851913387
2025-04-29,2,141,564.45072948310576,645.1583333333333,80.707603850227542
2025-04-29,2,142,562.55069354709269,630.99525000000006,68.444556452907364
2025-04-29,2,143,509.6724182564376,533.24743333333333,23.575015076895738
2025-04-29,2,144,423.50438091843552,429.64833333333331,6.1439524148977966
2025-04-30,0,1,586.47034308881143,583.31984999999997,-3.1504930888114586
2025-04-30,0,2,583.21142857472489,588.89241666666669,5.6809880919417992
2025-04-30,0,3,584.96849732988233,556.87333333333333,-28.09516399654899
2025-04-30,0,4,594.69192981192316,573.54010000000005,-21.151829811923108
2025-04-30,0,5,591.48756053134457,567.59465,-23.892910531344569
2025-04-30,0,6,589.09141528418013,541.57000000000005,-47.52141528418008
2025-04-30,0,7,596.02691800173409,574.54393333333337,-21.482984668400718
2025-04-30,0,8,584.35027527490638,597.08406666666667,12.733791391760292
2025-04-30,0,9,576.3523586404533,590.1583333333333,13.80597469288
2025-04-30,0,10,586.034191275838,601.87323333333336,15.839042057495362
2025-04-30,0,11,599.37075378808834,596.29711666666674,-3.0736371214215978
2025-04-30,0,12,601.1313729223566,573.73000000000002,-27.401372922356586
2025-04-30,0,13,596.37461411633103,579.02996666666661,-17.344647449664421
2025-04-30,0,14,587.27828201553677,602.6180333333333,15.339751317796527
2025-04-30,0,15,592.09655505616035,625.17999999999995,33.083444943839595
2025-04-30,0,16,580.05199427675814,631.28790000000004,51.235905723241899
2025-04-30,0,17,585.60559353158317,604.90488333333326,19.299289801750092
2025-04-30,0,18,599.53803165662964,573.0383333333333,-26.499698323296343
2025-04-30,0,19,599.45223738689867,581.82981666666672,-17.622420720231958
2025-04-30,0,20,597.81562563651516,583.78100000000006,-14.034625636515102
2025-04-30,0,21,600.95159442949,571.38666666666666,-29.564927762823345
2025-04-30,0,22,606.47139545082757,587.51305000000002,-18.958345450827551
2025-04-30,0,23,602.24993591173609,620.17435,17.924414088263916
2025-04-30,0,24,602.6702404192564,624.23000000000002,21.559759580743616
2025-04-30,0,25,603.69525510543042,571.0537333333333,-32.641521772097121
2025-04-30,0,26,613.09936445324036,566.98100000000011,-46.118364453240247
2025-04-30,0,27,606.81358489244747,614.11000000000001,7.2964151075525479
2025-04-30,0,28,593.89605151162448,611.16986666666674,17.273815155042257
2025-04-30,0,29,598.68319296577579,594.4123166666667,-4.2708762991090907
2025-04-30,0,30,603.41899394394693,590.63833333333332,-12.780660610613609
2025-04-30,0,31,604.88055019838487,585.7417333333334,-19.138816865051467
2025-04-30,0,32,603.69425484624776,585.70906666666667,-17.985188179581087
2025-04-30,0,33,594.66662647412375,573.2600000000001,-21.406626474123641
2025-04-30,0,34,565.4902563683537,537.70541666666668,-27.784839701687019
2025-04-30,0,35,602.46152264974739,572.0074166666667,-30.454105983080694
2025-04-30,0,36,676.8921859963931,656.0858333333332,-20.806352663059897
2025-04-30,0,37,634.72739678269261,661.66756666666663,26.940169883974022
2025-04-30,0,38,577.77712687743917,586.78556666666668,9.0084397892275092
2025-04-30,0,39,519.16086735362967,496.76833333333343,-22.392534020296239
2025-04-30,0,40,463.25906973458206,460.3733666666667,-2.8857030679153581
2025-04-30,0,41,406.31380770102902,425.94076666666666,19.626958965637641
2025-04-30,0,42,350.20351493828986,370.8241666666666,20.620651728376743
2025-04-30,0,43,297.14504125755724,322.5146166666666,25.369575409109359
2025-04-30,0,44,256.01681850010033,271.11978333333332,15.102964833232988
2025-04-30,0,45,212.47207088105264,197.69374999999999,-14.77832088105265
2025-04-30,0,46,107.66567665407699,119.94273333333331,12.277056679256319
2025-04-30,0,47,177.75331829415549,186.63205000000002,8.8787317058445296
2025-04-30,0,48,346.44238345319764,311.60375000000005,-34.838633453197588
2025-04-30,0,49,318.14345020378988,247.54378333333321,-70.599666870456673
2025-04-30,0,50,256.71277834467475,164.02831666666665,-92.684461678008091
2025-04-30,0,51,214.36846449357745,128.59708333333325,-85.771381160244204
2025-04-30,0,52,176.87760023235523,43.164083333333259,-133.71351689902198
2025-04-30,0,53,131.9119277876172,-20.374700000000001,-152.28662778761719
2025-04-30,0,54,59.270914536305249,-43.53125,-102.80216453630524
2025-04-30,0,55,-5.7613201922479975,-88.495600000000039,-82.734279807752046
2025-04-30,0,56,-54.435395316954477,-147.46766666666676,-93.032271349712289
2025-04-30,0,57,-88.562662322651406,-196.50125000000011,-107.93858767734871
2025-04-30,0,58,-118.73988318132706,-226.56259999999989,-107.82271681867283
2025-04-30,0,59,-157.06318075648565,-274.66210000000001,-117.59891924351436
2025-04-30,0,60,-194.307959648099,-300.94458333333324,-106.63662368523424
2025-04-30,0,61,-229.5277058712048,-224.03706666666662,5.4906392045381835
2025-04-30,0,62,-272.57700303361935,-145.83808333333323,126.73891970028612
2025-04-30,0,63,-307.66145985288887,-122.74208333333324,184.91937651955561
2025-04-30,0,64,-296.00648555204924,-131.75211666666669,164.25436888538255
2025-04-30,0,65,-308.5898250471717,-197.43106666666668,111.15875838050502
2025-04-30,0,66,-346.19060330595158,-265.19583333333338,80.994769972618201
2025-04-30,0,67,-345.40995754187162,-241.43895000000006,103.97100754187156
2025-04-30,0,68,-331.78057010376341,-237.75293333333335,94.027636770430064
2025-04-30,0,69,-331.75919962457874,-260.99125000000004,70.767949624578705
2025-04-30,0,70,-344.52791391029297,-223.85420000000008,120.67371391029289
2025-04-30,0,71,-377.66830834743314,-279.42498333333333,98.24332501409981
2025-04-30,0,72,-426.55142600350882,-387.64750000000021,38.903926003508616
2025-04-30,0,73,-475.46386520472669,-344.28348333333332,131.18038187139337
2025-04-30,0,74,-448.01495294771166,-300.44898333333322,147.56596961437845
2025-04-30,0,75,-438.48367746137575,-322.34875000000011,116.13492746137564
2025-04-30,0,76,-456.18369216179264,-318.02758333333333,138.15610882845931
2025-04-30,0,77,-426.3140036920102,-271.44605000000001,154.86795369201019
2025-04-30,0,78,-359.35143887228259,-240.91958333333332,118.43185553894926
2025-04-30,0,79,-325.50270969166286,-295.76946666666663,29.733243024996227
2025-04-30,0,80,-306.76945790716053,-340.28250000000008,-33.513042092839555
2025-04-30,0,81,-290.02167192599853,-343.4904166666667,-53.468744740668171
2025-04-30,0,82,-274.57066981511935,-358.80416666666662,-84.233496851547272
2025-04-30,0,83,-248.88896641367288,-352.44084999999978,-103.55188358632691
2025-04-30,0,84,-209.0821124069254,-305.26208333333335,-96.179970926407947
2025-04-30,0,85,-178.25423859740172,-238.31110000000004,-60.056861402598315
2025-04-30,0,86,-133.9698149993757,-182.61095000000009,-48.641135000624388
2025-04-30,0,87,-93.575171089556378,-164.67333333333332,-71.09816224377694
2025-04-30,0,88,-82.107073821866834,-181.92458333333329,-99.817509511466454
2025-04-30,0,89,-58.503219643808883,-146.36006666666663,-87.85684702285775
2025-04-30,0,90,-4.348276891644673,-51.944166666666661,-47.595889775021988
2025-04-30,0,91,36.830565923210848,18.440150000000056,-18.390415923210792
2025-04-30,0,92,74.550850524060778,41.672883333333324,-32.877967190727453
2025-04-30,0,93,123.01456160504752,65.751249999999956,-57.263311605047562
2025-04-30,0,94,179.24011793528189,153.60305000000002,-25.637067935281863
2025-04-30,0,95,241.41600942617501,212.86044999999999,-28.555559426175023
2025-04-30,0,96,291.74935049666402,228.87791666666666,-62.871433829997358
2025-04-30,0,97,346.14982540419851,279.24354999999997,-66.906275404198539
2025-04-30,0,98,401.56240078213045,342.91633333333328,-58.646067448797169
2025-04-30,0,99,454.4998345851547,396.58916666666664,-57.910667918488059
2025-04-30,0,100,502.5035471317442,442.87450000000007,-59.62904713174413
2025-04-30,0,101,549.12481588038895,492.67740000000003,-56.447415880388917
2025-04-30,0,102,602.35579424917614,543.43166666666662,-58.924127582509527
2025-04-30,0,103,657.81553223943558,585.52476666666655,-72.290765572769033
2025-04-30,0,104,705.05161098593135,641.45755000000008,-63.594060985931264
2025-04-30,0,105,758.94952435040011,722.875,-36.074524350400111
2025-04-30,0,106,822.58472977692372,793.83928333333336,-28.745446443590367
2025-04-30,0,107,752.47467356701236,714.89351666666664,-37.581156900345718
2025-04-30,0,108,587.80778909087076,562.15499999999997,-25.652789090870783
2025-04-30,0,109,601.88444533994232,570.74118333333331,-31.143262006609007
2025-04-30,0,110,683.30480726868302,650.09564999999998,-33.209157268683043
2025-04-30,0,111,715.97559921391587,700.74291666666659,-15.232682547249283
2025-04-30,0,112,723.2956103589521,705.65274999999986,-17.642860358952248
2025-04-30,0,113,717.39510187791529,677.60136666666665,-39.793735211248645
2025-04-30,0,114,688.14847828843733,664.38666666666666,-23.761811621770676
2025-04-30,0,115,716.77227201031747,707.76478333333341,-9.0074886769840532
2025-04-30,0,116,719.43855825019284,738.42545000000007,18.986891749807228
2025-04-30,0,117,701.69233921129899,730.53000000000009,28.837660788701101
2025-04-30,0,118,710.14442665999525,723.49878333333334,13.354356673338089
2025-04-30,0,119,721.65903584011176,728.80758333333335,7.1485474932215993
2025-04-30,0,120,724.10410121743905,741.42500000000007,17.320898782561017
2025-04-30,0,121,724.1040178841057,746.83783333333338,22.733815449227677
2025-04-30,0,122,723.60241945060488,728.83239999999989,5.2299805493950089
2025-04-30,0,123,718.72996990652484,705.09666666666669,-13.633303239858151
2025-04-30,0,124,720.76124255470097,713.93615,-6.8250925547009729
2025-04-30,0,125,721.09238586447816,739.65054999999995,18.558164135521793
2025-04-30,0,126,719.89206062374012,763.20666666666659,43.314606042926471
2025-04-30,0,127,725.50101899182573,773.48458333333338,47.983564341507645
2025-04-30,0,128,724.67641041668776,751.10788333333323,26.431472916645475
2025-04-30,0,129,724.84324279563418,726.14499999999998,1.3017572043657992
2025-04-30,0,130,771.58079290378419,736.02715000000001,-35.55364290378418
2025-04-30,0,131,699.60456196298321,651.00374999999997,-48.600811962983244
2025-04-30,0,132,553.27392745645614,523.41999999999996,-29.853927456456177
2025-04-30,0,133,543.62148291396761,544.55245000000002,0.93096708603241041
2025-04-30,0,134,551.07052366140908,570.80200000000002,19.731476338590937
2025-04-30,0,135,545.55174477049889,536.9466666666666,-8.6050781038322839
2025-04-30,0,136,553.87499906632638,523.97463333333337,-29.900365732993009
2025-04-30,0,137,560.55419385719063,538.81971666666664,-21.73447719052399
2025-04-30,0,138,560.55419385719063,553.41666666666663,-7.137527190523997
2025-04-30,0,139,559.4752332609379,541.5388333333334,-17.936399927604498
2025-04-30,0,140,560.55702570239475,540.94518333333338,-19.611842369061378
2025-04-30,0,141,559.83620539888057,558.29833333333329,-1.5378720655472762
2025-04-30,0,142,554.4336078689588,567.97564999999997,13.542042131041171
2025-04-30,0,143,560.49685055282339,601.08356666666668,40.586716113843295
2025-04-30,0,144,568.00033004943191,631.86500000000001,63.8646699505681
2025-04-30,1,1,580.12857682397168,597.8648833333333,17.736306509361611
2025-04-30,1,2,572.82050279760745,572.69981666666661,-0.12068613094083958
2025-04-30,1,3,567.25689959241924,587.51999999999998,20.263100407580737
2025-04-30,1,4,594.81573917323055,600.53848333333337,5.7227441601028204
2025-04-30,1,5,593.02445764477432,588.84924999999998,-4.175207644774332
2025-04-30,1,6,573.25802124405789,570.30499999999995,-2.9530212440579362
2025-04-30,1,7,592.54414990218606,577.63493333333338,-14.909216568852685
2025-04-30,1,8,596.28599574505768,565.73106666666661,-30.554929078391069
2025-04-30,1,9,580.30966627248347,547.30666666666673,-33.00299960581674
2025-04-30,1,10,584.21031393336125,579.4129333333334,-4.7973806000278501
2025-04-30,1,11,592.73615314205222,590.23093333333338,-2.5052198087188344
2025-04-30,1,12,599.09862994129287,576.04333333333341,-23.055296607959463
2025-04-30,1,13,595.35915952881192,603.64633333333336,8.2871738045214443
2025-04-30,1,14,592.44294651498797,620.01114999999993,27.568203485011963
2025-04-30,1,15,596.57430024777989,604.995,8.4206997522201164
2025-04-30,1,16,594.25082404095986,591.93526666666673,-2.315557374293121
2025-04-30,1,17,593.5511368893209,573.76278333333335,-19.788353555987555
2025-04-30,1,18,600.95125904428539,566.4666666666667,-34.484592377618696
2025-04-30,1,19,593.83612361654161,599.78773333333334,5.9516097167917223
2025-04-30,1,20,596.19846456048936,625.17169999999999,28.973235439510631
2025-04-30,1,21,602.49825723722063,623.01833333333332,20.520076096112689
2025-04-30,1,22,607.4249282804891,620.75103333333334,13.326105052844241
2025-04-30,1,23,600.95120462251668,636.45286666666664,35.501662044149953
2025-04-30,1,24,596.03899769680675,643.60666666666668,47.567668969859938
2025-04-30,1,25,596.32559097503906,603.19831666666664,6.8727256916275792
2025-04-30,1,26,597.73672089990976,589.47003333333339,-8.2666875665763655
2025-04-30,1,27,598.52761717993474,621.41999999999996,22.892382820065222
2025-04-30,1,28,590.99704172086138,637.48598333333337,46.48894161247199
2025-04-30,1,29,593.82384062334427,594.45848333333333,0.63464270998906613
2025-04-30,1,30,602.23138508740362,549.55666666666673,-52.674718420736895
2025-04-30,1,31,601.00159517550799,599.51281666666671,-1.4887785088412784
2025-04-30,1,32,596.19590623212832,628.93623333333323,32.740327101204912
2025-04-30,1,33,598.38184226833164,571.66708333333338,-26.714758934998258
2025-04-30,1,34,558.25747203885021,495.88216666666659,-62.375305372183618
2025-04-30,1,35,578.89103593541392,540.80460000000005,-38.086435935413874
2025-04-30,1,36,673.61545919036439,652.0079166666668,-21.607542523697589
2025-04-30,1,37,633.02383929969938,634.24193333333335,1.2180940336339745
2025-04-30,1,38,580.23192875548182,567.5986333333334,-12.633295422148421
2025-04-30,1,39,525.53202282746531,531.82333333333338,6.2913105058680685
2025-04-30,1,40,466.9475086874545,520.61974999999995,53.672241312545452
2025-04-30,1,41,407.41688606111262,473.26780000000002,65.850913938887402
2025-04-30,1,42,347.74458636686126,401.85166666666669,54.107080299805432
2025-04-30,1,43,297.87759211519165,370.74823333333342,72.87064121814177
2025-04-30,1,44,250.41308686744728,314.63551666666666,64.222429799219384
2025-04-30,1,45,196.05236697910618,217.37833333333342,21.325966354227234
2025-04-30,1,46,102.71761463227865,160.70966666666672,57.992052034388067
2025-04-30,1,47,183.39910106266083,275.78711666666663,92.388015604005801
2025-04-30,1,48,341.07848039197324,435.89958333333334,94.821102941360095
2025-04-30,1,49,318.33378139111755,365.79969999999986,47.465918608882305
2025-04-30,1,50,262.63908536527498,264.2399666666667,1.6008813013917234
2025-04-30,1,51,212.96609761017285,243.81749999999997,30.851402389827115
2025-04-30,1,52,158.33633252542904,220.28131666666664,61.944984141237597
2025-04-30,1,53,128.40527874883915,154.79626666666658,26.390987917827431
2025-04-30,1,54,66.589229008116192,75.603750000000062,9.0145209918838702
2025-04-30,1,55,-2.6647123816025364,37.734399999999972,40.399112381602507
2025-04-30,1,56,-59.160372868245759,-7.9254833333332799,51.234889534912476
2025-04-30,1,57,-90.005380529328406,-81.094583333333347,8.9107971959950589
2025-04-30,1,58,-112.0495960742863,-150.97475,-38.925153925713701
2025-04-30,1,59,-148.48715011202998,-209.23111666666668,-60.7439665546367
2025-04-30,1,60,-188.56350883216965,-264.16000000000003,-75.596491167830379
2025-04-30,1,61,-220.53774720689717,-324.17829999999987,-103.6405527931027
2025-04-30,1,62,-262.94396505161575,-358.50881666666663,-95.564851615050884
2025-04-30,1,63,-303.28509460785182,-370.18666666666678,-66.901572058814963
2025-04-30,1,64,-298.05135875096295,-395.87341666666663,-97.822057915703681
2025-04-30,1,65,-306.69955429887233,-430.72926666666672,-124.02971236779439
2025-04-30,1,66,-341.62531784062321,-433.89291666666668,-92.267598826043468
2025-04-30,1,67,-348.15731593197307,-376.50865000000005,-28.351334068026972
2025-04-30,1,68,-346.72634304869399,-371.59273333333323,-24.866390284639238
2025-04-30,1,69,-348.42671651808149,-412.91916666666657,-64.492450148585078
2025-04-30,1,70,-363.59394951127888,-397.81293333333343,-34.218983822054554
2025-04-30,1,71,-394.77068004125539,-448.99200000000002,-54.22131995874463
2025-04-30,1,72,-440.92312249765081,-547.98125000000016,-107.05812750234935
2025-04-30,1,73,-495.54239513669927,-533.60003333333327,-38.057638196634002
2025-04-30,1,74,-504.64768051084866,-470.13551666666655,34.512163844182112
2025-04-30,1,75,-459.61158739283991,-464.78874999999999,-5.1771626071600849
2025-04-30,1,76,-471.25723671961595,-550.18413333333319,-78.926896613717247
2025-04-30,1,77,-441.80168629445171,-533.7123333333335,-91.910647038881791
