lag,rho,paired_samples
963,0.1889053267740757,51597
964,0.21169619928484923,51596
965,0.23459318838613058,51595
966,0.25733546819237701,51594
967,0.27974781316610436,51593
968,0.3020048429417842,51592
969,0.32427257389066305,51591
970,0.346664368903215,51590
971,0.3691535498024559,51589
972,0.39099763057131559,51588
973,0.41162585463058127,51587
974,0.43173921718898156,51586
975,0.45200041438766891,51585
976,0.47235689598387087,51584
977,0.49281427134324168,51583
978,0.51319998070558759,51582
979,0.53331726312351979,51581
980,0.55343635842325234,51580
981,0.57358598985609699,51579
982,0.59384735861562776,51578
983,0.61451192234063812,51577
984,0.63420493098845698,51576
985,0.65151875830250217,51575
986,0.66788925814565947,51574
987,0.68483571130273435,51573
988,0.70198993388496256,51572
989,0.71896075661297565,51571
990,0.73595572642548124,51570
991,0.7531984561467181,51569
992,0.77057998429843744,51568
993,0.7876889267527114,51567
994,0.80496682593124869,51566
995,0.82304995601055309,51565
996,0.83957915562115271,51564
997,0.85222810593516762,51563
998,0.8633340392888359,51562
999,0.87521151085425786,51561
1000,0.88723622882058883,51560
1001,0.89903599012414659,51559
1002,0.91096202162005502,51558
1003,0.92338536284077599,51557
1004,0.93621211893135803,51556
1005,0.94814448229584303,51555
1006,0.96090572727097512,51554
1007,0.97682078108677994,51553
1008,0.98548417315894621,51552
