scenario,t,source_excel_row,source_endpoint,interval,start_minute,end_minute,price_yuan_per_kwh,load_kw,pv_kw,load_kwh,pv_kwh,G,C,D,E,W,u
main_l105_pv95,22,23,03:40:00,03:30-03:40,210,220,0.4353,3718.342635,0.0,619.7237724999999,0.0,619.7237724999999,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,23,24,03:50:00,03:40-03:50,220,230,0.436,3723.71748,0.0,620.6195799999999,0.0,620.6195799999999,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,24,25,04:00:00,03:50-04:00,230,240,0.4378,3738.21735,0.0,623.036225,0.0,623.036225,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,25,26,04:10:00,04:00-04:10,240,250,0.4401,3740.056005,0.0,623.3426675,0.0,623.3426675,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,26,27,04:20:00,04:10-04:20,250,260,0.4389,3734.554215,0.0,622.4257025,0.0,622.4257025,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,27,28,04:30:00,04:20-04:30,260,270,0.4364,3738.02856,0.0,623.00476,0.0,623.00476,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,28,29,04:40:00,04:30-04:40,270,280,0.4393,3759.6867,0.56943,626.61445,0.094905,626.519545,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,29,30,04:50:00,04:40-04:50,280,290,0.4422,3766.2618,0.22277499999999997,627.7103000000001,0.037129166666666664,627.6731708333334,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,30,31,05:00:00,04:50-05:00,290,300,0.4395,3749.8266750000003,0.27407499999999996,624.9711125,0.04567916666666666,624.9254333333333,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,31,32,05:10:00,05:00-05:10,300,310,0.4333,3740.432955,17.744195,623.4054925,2.9573658333333332,620.4481266666667,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,32,33,05:20:00,05:10-05:20,310,320,0.4439,3770.9499450000003,51.746309999999994,628.4916575000001,8.624384999999998,619.8672725000001,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,33,34,05:30:00,05:20-05:30,320,330,0.4301,3758.689725,103.52320999999999,626.4482875,17.25386833333333,609.1944191666666,0.0,0.0,10050.0,0.0,0.0
main_l105_pv95,34,35,05:40:00,05:30-05:40,330,340,0.3713,3660.42495,174.952285,610.070825,29.158714166666666,1414.2454441666666,833.3333333333333,0.0,10800.0,0.0,1.0
main_l105_pv95,35,36,05:50:00,05:40-05:50,340,350,0.5708,4015.09437,263.20529,669.182395,43.86754833333333,625.3148466666667,-0.0,0.0,10800.0,0.0,-0.0
main_l105_pv95,36,37,06:00:00,05:50-06:00,350,360,0.9099,4617.976335,369.12192999999996,769.6627224999999,61.52032166666665,0.0,0.0,708.1424008333332,10013.175110185186,0.0,0.0
main_l105_pv95,37,38,06:10:00,06:00-06:10,360,370,0.9368,4676.712915000001,495.21628499999997,779.4521525,82.5360475,0.0,0.0,696.916105,9238.823882407409,0.0,0.0
main_l105_pv95,38,39,06:20:00,06:10-06:20,370,380,0.8758,4590.3814950000005,639.1293149999999,765.0635825,106.5215525,0.0,0.0,658.5420300000001,8507.110515740742,0.0,0.0
main_l105_pv95,39,40,06:30:00,06:20-06:30,380,390,0.8759,4612.60065,802.0147949999999,768.766775,133.66913249999996,0.0,0.0,635.0976425000001,7801.446468518519,0.0,0.0
main_l105_pv95,40,41,06:40:00,06:30-06:40,390,400,0.8601,4603.82538,987.69068,767.30423,164.6151133333333,0.0,0.0,602.6891166666667,7131.7918944444455,0.0,0.0
main_l105_pv95,41,42,06:50:00,06:40-06:50,400,410,0.8442,4656.514485000001,1196.370625,776.0857475,199.39510416666667,0.0,0.0,576.6906433333334,6491.024512962964,0.0,0.0
main_l105_pv95,42,43,07:00:00,06:50-07:00,410,420,0.8334,4749.6289050000005,1433.20021,791.6048175000001,238.86670166666667,0.0,0.0,552.7381158333334,5876.871050925927,0.0,0.0
main_l105_pv95,43,44,07:10:00,07:00-07:10,420,430,0.8092,4750.275705000001,1701.8401649999998,791.7126175000001,283.6400275,0.0,0.0,508.0725900000001,5312.345950925927,0.0,0.0
main_l105_pv95,44,45,07:20:00,07:10-07:20,430,440,0.7972,4773.1810350000005,1981.212175,795.5301725,330.20202916666665,289.89848750000067,0.0,175.4296558333327,5117.424111111113,0.0,0.0
main_l105_pv95,45,46,07:30:00,07:20-07:30,440,450,0.7644,4749.40389,2262.198045,791.567315,377.0330075,414.5343075,0.0,0.0,5117.424111111113,0.0,0.0
main_l105_pv95,46,47,07:40:00,07:30-07:40,450,460,0.6899,4602.52443,2549.01644,767.087405,424.83607333333333,342.25133166666666,0.0,0.0,5117.424111111113,0.0,0.0
main_l105_pv95,47,48,07:50:00,07:40-07:50,460,470,0.86,5155.982895,2837.03744,859.3304824999999,472.8395733333333,0.0,0.0,386.4909091666666,4687.989767592595,0.0,0.0
main_l105_pv95,48,49,08:00:00,07:50-08:00,470,480,1.1617,6089.719335,3124.7438,1014.9532224999999,520.7906333333333,0.0,0.0,494.16258916666663,4138.920224074076,0.0,0.0
main_l105_pv95,49,50,08:10:00,08:00-08:10,480,490,1.1683,6179.067300000001,3413.6932349999997,1029.84455,568.9488725,0.0,0.0,460.89567750000003,3626.8139157407422,0.0,0.0
main_l105_pv95,50,51,08:20:00,08:10-08:20,490,500,1.0956,6035.474865,3696.19654,1005.9124774999999,616.0327566666666,0.0,0.0,389.8797208333333,3193.6142259259273,0.0,0.0
main_l105_pv95,51,52,08:30:00,08:20-08:30,500,510,1.0849,6057.511005,3972.274615,1009.5851675,662.0457691666666,0.0,0.0,347.53939833333345,2807.45933888889,0.0,0.0
main_l105_pv95,52,53,08:40:00,08:30-08:40,510,520,1.061,6041.921025000001,4248.177415,1006.9868375,708.0295691666665,0.0,0.0,298.95726833333345,2475.2845962962974,0.0,0.0
main_l105_pv95,53,54,08:50:00,08:40-08:50,520,530,1.043,6115.389735,4515.185839999999,1019.2316225000001,752.5309733333332,0.0,0.0,266.70064916666684,2178.9505416666675,0.0,0.0
main_l105_pv95,54,55,09:00:00,08:50-09:00,530,540,1.036,6251.973105000001,4770.81203,1041.9955175,795.1353383333333,0.0,0.0,246.86017916666674,1904.6614537037044,0.0,0.0
main_l105_pv95,55,56,09:10:00,09:00-09:10,540,550,1.0147,6256.91808,5021.14197,1042.81968,836.8569949999999,0.0,0.0,205.9626850000002,1675.8140259259264,0.0,0.0
main_l105_pv95,56,57,09:20:00,09:10-09:20,550,560,0.9922,6226.033170000001,5266.01549,1037.672195,877.6692483333334,0.0,0.0,160.00294666666673,1498.0329740740744,0.0,0.0
main_l105_pv95,57,58,09:30:00,09:20-09:30,560,570,0.97,6219.97194,5498.988835,1036.66199,916.4981391666666,0.0,0.0,120.16385083333341,1364.5175842592596,0.0,0.0
main_l105_pv95,58,59,09:40:00,09:30-09:40,570,580,0.9422,6202.965300000001,5711.52388,1033.82755,951.9206466666666,0.0,0.0,81.90690333333339,1273.509913888889,0.0,0.0
main_l105_pv95,59,60,09:50:00,09:40-09:50,580,590,0.9569,6194.08251,5905.34516,1032.3470849999999,984.2241933333331,0.0,0.0,48.12289166666676,1220.0400342592593,0.0,0.0
main_l105_pv95,60,61,10:00:00,09:50-10:00,590,600,0.9977,6197.330580000001,6089.114395,1032.88843,1014.8523991666666,0.0,0.0,18.03603083333337,1200.0,0.0,0.0
main_l105_pv95,61,62,10:10,10:00-10:10,600,610,0.9919,6192.353265000001,6269.41176,1032.0588774999999,1044.90196,0.0,12.843082500000037,0.0,1211.55877425,0.0,1.0
main_l105_pv95,62,63,10:20,10:10-10:20,610,620,0.9588,6181.09464,6428.3843799999995,1030.18244,1071.3973966666667,0.0,41.214956666666694,0.0,1248.6522352499999,0.0,1.0
main_l105_pv95,63,64,10:30,10:20-10:30,620,630,0.9549,6167.144340000001,6568.862685,1027.8573900000001,1094.8104474999998,0.0,66.95305749999966,0.0,1308.9099869999995,0.0,1.0
main_l105_pv95,64,65,10:40,10:30-10:40,630,640,0.9839,6150.93234,6710.995034999999,1025.1553900000001,1118.4991725,0.0,93.34378249999986,0.0,1392.9193912499995,0.0,1.0
main_l105_pv95,65,66,10:50,10:40-10:50,640,650,0.799,6137.244540000001,6837.559925,1022.87409,1139.593320833333,0.0,116.71923083333309,0.0,1497.9666989999994,0.0,1.0
main_l105_pv95,66,67,11:00,10:50-11:00,650,660,0.5025,6131.011635,6937.95849,1021.8352725,1156.326415,698.8421908333332,833.3333333333333,0.0,2247.9666989999996,0.0,1.0
main_l105_pv95,67,68,11:10,11:00-11:10,660,670,0.4662,6130.645815,7018.30056,1021.7743024999999,1169.71676,685.3908758333331,833.3333333333333,0.0,2997.9666989999996,0.0,1.0
main_l105_pv95,68,69,11:20,11:10-11:20,670,680,0.5007,6114.60969,7086.265649999999,1019.101615,1181.0442749999997,671.3906733333336,833.3333333333333,0.0,3747.9666989999996,0.0,1.0
main_l105_pv95,69,70,11:30,11:20-11:30,680,690,0.4827,6105.53286,7144.683145,1017.5888100000001,1190.7805241666665,660.1416191666668,833.3333333333333,0.0,4497.966699,0.0,1.0
main_l105_pv95,70,71,11:40,11:30-11:40,690,700,0.4785,6124.014855,7189.793705,1020.6691425,1198.2989508333333,655.703525,833.3333333333333,0.0,5247.966699,0.0,1.0
main_l105_pv95,71,72,11:50,11:40-11:50,700,710,0.4662,5998.54605,7212.546205,999.757675,1202.0910341666665,630.9999741666667,833.3333333333333,0.0,5997.966699,0.0,1.0
main_l105_pv95,72,73,12:00,11:50-12:00,710,720,0.4432,5795.433735,7220.991135,965.9056224999999,1203.4985224999998,595.7404333333334,833.3333333333333,0.0,6747.966699,0.0,1.0
main_l105_pv95,73,74,12:10,12:00-12:10,720,730,0.4411,5769.530235,7231.700199999999,961.5883724999999,1205.2833666666666,589.6383391666666,833.3333333333333,0.0,7497.966699,0.0,1.0
main_l105_pv95,74,75,12:20,12:10-12:20,730,740,0.4551,5790.175020000001,7222.51978,965.02917,1203.7532966666665,594.6092066666668,833.3333333333333,0.0,8247.966699,0.0,1.0
main_l105_pv95,75,76,12:30,12:20-12:30,740,750,0.4463,5760.12045,7176.47784,960.0200749999999,1196.07964,597.2737683333332,833.3333333333333,0.0,8997.966699,0.0,1.0
main_l105_pv95,76,77,12:40,12:30-12:40,750,760,0.4113,5735.48094,7099.10148,955.91349,1183.18358,606.0632433333334,833.3333333333333,0.0,9747.966699,0.0,1.0
main_l105_pv95,77,78,12:50,12:40-12:50,760,770,0.5682,5844.41193,7023.74634,974.068655,1170.6243899999997,329.8721058333326,526.4278408333323,0.0,10221.75175575,0.0,1.000000000000007
main_l105_pv95,78,79,13:00,12:50-13:00,770,780,0.8279,6012.04254,6947.158004999999,1002.00709,1157.8596675,0.0,155.85257749999994,0.0,10362.0190755,0.0,1.0
main_l105_pv95,79,80,13:10,13:00-13:10,780,790,0.8636,6026.470485000001,6834.81395,1004.4117475,1139.1356583333331,0.0,134.7239108333331,0.0,10483.27059525,0.0,1.0
main_l105_pv95,80,81,13:20,13:10-13:20,790,800,0.8416,6000.417780000001,6700.480245,1000.0696300000001,1116.7467074999997,0.0,116.67707749999965,0.0,10588.279965,0.0,1.0
main_l105_pv95,81,82,13:30,13:20-13:30,800,810,0.8618,6003.743025,6564.886079999999,1000.6238374999999,1094.1476799999998,0.0,93.52384249999989,0.0,10672.45142325,0.0,1.0
main_l105_pv95,82,83,13:40,13:30-13:40,810,820,0.8623,5993.66103,6433.787125,998.943505,1072.2978541666666,0.0,73.35434916666668,0.0,10738.4703375,0.0,1.0
main_l105_pv95,83,84,13:50,13:40-13:50,820,830,0.9026,5981.76411,6276.991999999999,996.960685,1046.1653333333331,0.0,49.204648333333125,0.0,10782.754521,0.0,1.0
main_l105_pv95,84,85,14:00,13:50-14:00,830,840,0.9754,5976.9132150000005,6091.883075,996.1522025000002,1015.3138458333332,0.0,19.161643333333018,0.0,10800.0,0.0,1.0
main_l105_pv95,85,86,14:10,14:00-14:10,840,850,1.0002,5971.485555,5903.31501,995.2475925,983.8858349999999,0.0,0.0,11.361757500000067,10787.375825,0.0,0.0
main_l105_pv95,86,87,14:20,14:10-14:20,850,860,0.9978,5962.910100000001,5700.6756399999995,993.8183500000001,950.1126066666666,0.0,0.0,43.705743333333544,10738.813887962962,0.0,0.0
main_l105_pv95,87,88,14:30,14:20-14:30,860,870,1.0271,5952.92334,5478.63252,992.1538899999999,913.10542,0.0,0.0,79.04846999999995,10650.98225462963,0.0,0.0
main_l105_pv95,88,89,14:40,14:30-14:40,870,880,1.0906,5947.40454,5245.431269999999,991.23409,874.2385449999999,0.0,0.0,116.9955450000001,10520.98720462963,0.0,0.0
main_l105_pv95,89,90,14:50,14:40-14:50,880,890,0.9376,5956.336155000001,5005.34195,992.7226925000001,834.2236583333332,0.0,0.0,158.4990341666669,10344.877166666667,0.0,0.0
main_l105_pv95,90,91,15:00,14:50-15:00,890,900,0.6694,5966.36712,4759.229439999999,994.3945199999999,793.2049066666665,201.18961333333345,0.0,0.0,10344.877166666667,0.0,-0.0
main_l105_pv95,91,92,15:10,15:00-15:10,900,910,0.66,5952.470475000001,4506.27598,992.0784125,751.0459966666666,746.72445287037,505.6920370370365,0.0,10800.0,0.0,1.0
main_l105_pv95,92,93,15:20,15:10-15:20,910,920,0.7217,5939.183355,4247.6628,989.8638924999999,707.9437999999999,281.9200925,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,93,94,15:30,15:20-15:30,920,930,0.7308,5939.941035,3978.792375,989.9901725,663.1320625000001,326.8581099999999,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,94,95,15:40,15:30-15:40,930,940,0.7534,5945.73084,3694.9234449999994,990.95514,615.8205741666666,375.13456583333345,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,95,96,15:50,15:40-15:50,940,950,0.7823,5952.722580000001,3414.86487,992.12043,569.1441449999999,422.9762850000002,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,96,97,16:00,15:50-16:00,950,960,0.8055,5957.150535000001,3138.69341,992.8584225,523.1155683333333,469.7428541666667,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,97,98,16:10,16:00-16:10,960,970,0.8271,5954.56533,2848.503465,992.4275550000001,474.75057749999996,517.6769775000001,0.0,-0.0,10800.0,0.0,0.0
main_l105_pv95,98,99,16:20,16:10-16:20,970,980,0.8519,5944.67223,2553.042445,990.778705,425.50707416666665,565.2716308333333,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,99,100,16:30,16:20-16:30,980,990,0.8791,5949.18681,2264.019005,991.5311350000001,377.33650083333333,614.1946341666667,0.0,-0.0,10800.0,0.0,0.0
main_l105_pv95,100,101,16:40,16:30-16:40,990,1000,0.9024,5973.48906,1984.66837,995.5815099999999,330.77806166666664,664.8034483333332,0.0,-0.0,10800.0,0.0,0.0
main_l105_pv95,101,102,16:50,16:40-16:50,1000,1010,0.9163,5883.84447,1701.528755,980.6407449999999,283.5881258333333,697.0526191666665,-0.0,0.0,10800.0,0.0,-0.0
main_l105_pv95,102,103,17:00,16:50-17:00,1010,1020,0.9264,5740.04802,1426.641885,956.6746700000001,237.77364749999998,718.9010225000002,-0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,103,104,17:10,17:00-17:10,1020,1030,0.9462,5740.763595,1192.413685,956.7939325,198.73561416666664,758.0583183333333,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,104,105,17:20,17:10-17:20,1030,1040,0.9742,5737.96335,984.515685,956.327225,164.08594749999997,792.2412775,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,105,106,17:30,17:20-17:30,1040,1050,0.9862,5767.068090000001,794.938625,961.1780150000001,132.48977083333332,828.6882441666668,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,106,107,17:40,17:30-17:40,1050,1060,0.976,5902.8173400000005,631.969735,983.80289,105.32828916666666,878.4746008333334,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,107,108,17:50,17:40-17:50,1060,1070,1.0742,5345.77323,490.84200999999996,890.9622049999999,81.80700166666665,809.1552033333332,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,108,109,18:00,17:50-18:00,1070,1080,1.2313,4418.997240000001,367.33944499999996,736.49954,61.22324083333333,675.2762991666667,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,109,110,18:10,18:00-18:10,1080,1090,1.2561,4328.899155,262.003635,721.4831924999999,43.66727249999999,677.8159199999999,0.0,-0.0,10800.0,0.0,0.0
main_l105_pv95,110,111,18:20,18:10-18:20,1090,1100,1.2447,4468.7325900000005,173.80496999999997,744.788765,28.967494999999996,715.82127,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,111,112,18:30,18:20-18:30,1100,1110,1.2545,4437.25002,102.92432999999998,739.54167,17.154055,722.387615,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,112,113,18:40,18:30-18:40,1110,1120,1.2522,4445.00532,51.596495,740.83422,8.599415833333333,732.2348041666667,0.0,0.0,10800.0,0.0,0.0
main_l105_pv95,113,114,18:50,18:40-18:50,1120,1130,1.2881,4458.7856249999995,17.724055,743.1309374999998,2.9540091666666664,317.5987624999997,0.0,422.5781658333335,10330.46870462963,0.0,0.0
main_l105_pv95,114,115,19:00,18:50-19:00,1130,1140,1.3466,4451.138475000001,0.26153499999999996,741.8564125,0.043589166666666665,0.0,0.0,741.8128233333333,9506.23223425926,0.0,0.0
main_l105_pv95,115,116,19:10,19:00-19:10,1140,1150,1.3523,4456.90182,0.21811999999999998,742.81697,0.03635333333333333,0.0,0.0,742.7806166666667,8680.920437962963,0.0,0.0
main_l105_pv95,116,117,19:20,19:10-19:20,1150,1160,1.3445,4464.514635,0.570665,744.0857725,0.09511083333333333,0.0,0.0,743.9906616666666,7854.264147222222,0.0,0.0
main_l105_pv95,117,118,19:30,19:20-19:30,1160,1170,1.3483,4469.515365,0.0,744.9192275,0.0,0.0,0.0,744.9192275,7026.576116666666,0.0,0.0
main_l105_pv95,118,119,19:40,19:30-19:40,1170,1180,1.349,4480.764435,0.0,746.7940725,0.0,0.0,0.0,746.7940725,6196.8049249999995,0.0,0.0
main_l105_pv95,119,120,19:50,19:40-19:50,1180,1190,1.3473,4483.473750000001,0.0,747.245625,0.0,0.0,0.0,747.245625,5366.532008333333,0.0,0.0
main_l105_pv95,120,121,20:00,19:50-20:00,1190,1200,1.3482,4482.103709999999,0.0,747.0172849999999,0.0,0.0,0.0,747.0172849999999,4536.512802777777,0.0,0.0
main_l105_pv95,121,122,20:10,20:00-20:10,1200,1210,1.3513,4496.335725000001,0.0,749.3892875,0.0,0.0,0.0,749.3892875,3703.8580388888886,0.0,0.0
main_l105_pv95,122,123,20:20,20:10-20:20,1210,1220,1.34,4506.290145,0.0,751.0483575,0.0,0.0,0.0,751.0483575,2869.359863888889,0.0,0.0
main_l105_pv95,123,124,20:30,20:20-20:30,1220,1230,1.3489,4505.929155000001,0.0,750.9881925000001,0.0,0.0,0.0,750.9881925000001,2034.9285388888889,0.0,0.0
main_l105_pv95,124,125,20:40,20:30-20:40,1230,1240,1.3952,4508.61411,0.0,751.4356849999999,0.0,0.0,0.0,751.4356849999999,1200.0,0.0,0.0
main_l105_pv95,125,126,20:50,20:40-20:50,1240,1250,1.2226,4509.974175,0.0,751.6623625,0.0,751.6623625,0.0,0.0,1200.0,0.0,0.0
main_l105_pv95,126,127,21:00,20:50-21:00,1250,1260,0.9332,4517.132235,0.0,752.8553725,0.0,752.8553725,0.0,0.0,1200.0,0.0,0.0
main_l105_pv95,127,128,21:10,21:00-21:10,1260,1270,0.9068,4537.00989,0.0,756.168315,0.0,756.168315,0.0,0.0,1200.0,0.0,0.0
main_l105_pv95,128,129,21:20,21:10-21:20,1270,1280,0.9371,4517.44566,0.0,752.90761,0.0,752.90761,0.0,0.0,1200.0,0.0,0.0
main_l105_pv95,129,130,21:30,21:20-21:30,1280,1290,0.9371,4538.80959,0.0,756.468265,0.0,756.468265,0.0,0.0,1200.0,0.0,0.0
main_l105_pv95,130,131,21:40,21:30-21:40,1290,1300,0.9871,4650.248715,0.0,775.0414525,0.0,775.0414525,0.0,-0.0,1200.0,0.0,0.0
main_l105_pv95,131,132,21:50,21:40-21:50,1300,1310,0.7764,4231.66947,0.0,705.278245,0.0,705.278245,0.0,-0.0,1200.0,0.0,0.0
main_l105_pv95,132,133,22:00,21:50-22:00,1310,1320,0.4209,3530.878995,0.0,588.4798324999999,0.0,1421.8131658333332,833.3333333333333,0.0,1950.0,0.0,1.0
main_l105_pv95,133,134,22:10,22:00-22:10,1320,1330,0.3859,3474.86307,0.0,579.143845,0.0,1412.4771783333333,833.3333333333333,0.0,2700.0,0.0,1.0
main_l105_pv95,134,135,22:20,22:10-22:20,1330,1340,0.4368,3583.604115,0.0,597.2673524999999,0.0,597.2673524999999,0.0,0.0,2700.0,0.0,0.0
main_l105_pv95,135,136,22:30,22:20-22:30,1340,1350,0.4198,3551.0278650000005,0.0,591.8379775,0.0,1425.1713108333333,833.3333333333333,0.0,3450.0,0.0,1.0
main_l105_pv95,136,137,22:40,22:30-22:40,1350,1360,0.4186,3555.88716,0.0,592.6478599999999,0.0,1425.981193333333,833.3333333333333,0.0,4200.0,0.0,1.0
main_l105_pv95,137,138,22:50,22:40-22:50,1360,1370,0.4241,3570.5088299999998,0.0,595.084805,0.0,595.084805,0.0,0.0,4200.0,0.0,1.0269562977782674e-15
main_l105_pv95,138,139,23:00,22:50-23:00,1370,1380,0.4237,3569.2047300000004,0.0,594.8674550000001,0.0,1428.2007883333333,833.3333333333333,0.0,4950.0,0.0,1.0
main_l105_pv95,139,140,23:10,23:00-23:10,1380,1390,0.4248,3577.329945,0.0,596.2216575,0.0,596.2216575,0.0,0.0,4950.0,0.0,-0.0
main_l105_pv95,140,141,23:20,23:10-23:20,1390,1400,0.424,3586.9593900000004,0.0,597.826565,0.0,597.826565,0.0,0.0,4950.0,0.0,0.0
main_l105_pv95,141,142,23:30,23:20-23:30,1400,1410,0.422,3593.080155,0.0,598.8466924999999,0.0,1432.1800258333333,833.3333333333333,0.0,5700.0,0.0,1.0
main_l105_pv95,142,143,23:40,23:30-23:40,1410,1420,0.424,3601.1769150000005,0.0,600.1961524999999,0.0,933.5294858333332,333.3333333333333,0.0,6000.0,0.0,0.9999999999999979
main_l105_pv95,143,144,23:50,23:40-23:50,1420,1430,0.4271,3611.01405,0.0,601.835675,0.0,601.835675,0.0,0.0,6000.0,0.0,0.0
main_l105_pv95,144,145,0:00+1,23:50-24:00,1430,1440,0.4276,3616.962195,0.0,602.8270325,0.0,602.8270325,0.0,0.0,6000.0,0.0,1.1102230246251522e-15
main_l105_pv100,1,2,00:10:00,00:00-00:10,0,10,0.4248,3611.83893,0.0,601.9731549999999,0.0,1435.3064883333332,833.3333333333333,0.0,6750.0,0.0,1.0
main_l105_pv100,2,3,00:20:00,00:10-00:20,10,20,0.4245,3609.87816,0.0,601.6463600000001,0.0,1434.9796933333332,833.3333333333333,0.0,7500.0,0.0,1.0
main_l105_pv100,3,4,00:30:00,00:20-00:30,20,30,0.4269,3616.5182550000004,0.0,602.7530425,0.0,1436.0863758333332,833.3333333333333,0.0,8250.0,0.0,1.0
main_l105_pv100,4,5,00:40:00,00:30-00:40,30,40,0.4272,3627.165885,0.0,604.5276475,0.0,1437.860980833333,833.3333333333333,0.0,9000.0,0.0,1.0
main_l105_pv100,5,6,00:50:00,00:40-00:50,40,50,0.4271,3631.768665,0.0,605.2947774999999,0.0,1438.6281108333333,833.3333333333333,0.0,9750.0,0.0,1.0
main_l105_pv100,6,7,01:00:00,00:50-01:00,50,60,0.4285,3632.832105,0.0,605.4720175,0.0,605.4720175,0.0,0.0,9750.0,0.0,-0.0
main_l105_pv100,7,8,01:10:00,01:00-01:10,60,70,0.4311,3640.51611,0.0,606.752685,0.0,606.752685,0.0,0.0,9750.0,0.0,0.0
main_l105_pv100,8,9,01:20:00,01:10-01:20,70,80,0.4302,3641.3613600000003,0.0,606.8935600000001,0.0,606.8935600000001,0.0,0.0,9750.0,0.0,0.0
main_l105_pv100,9,10,01:30:00,01:20-01:30,80,90,0.4279,3640.316715,0.0,606.7194525,0.0,940.0527858333332,333.3333333333333,0.0,10050.0,0.0,1.0
main_l105_pv100,10,11,01:40:00,01:30-01:40,90,100,0.4312,3656.617335,0.0,609.4362225,0.0,609.4362225,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,11,12,01:50:00,01:40-01:50,100,110,0.4333,3669.838305,0.0,611.6397175,0.0,611.6397175,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,12,13,02:00:00,01:50-02:00,110,120,0.4311,3673.366515,0.0,612.2277525,0.0,612.2277525,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,13,14,02:10:00,02:00-02:10,120,130,0.4293,3680.490975,0.0,613.4151625,0.0,613.4151625,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,14,15,02:20:00,02:10-02:20,130,140,0.4324,3688.2706350000003,0.0,614.7117724999999,0.0,614.7117724999999,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,15,16,02:30:00,02:20-02:30,140,150,0.4367,3692.711925,0.0,615.4519875,0.0,615.4519875,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,16,17,02:40:00,02:30-02:40,150,160,0.4348,3693.82083,0.0,615.636805,0.0,615.636805,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,17,18,02:50:00,02:40-02:50,160,170,0.4335,3694.4793900000004,0.0,615.746565,0.0,615.746565,0.0,0.0,10050.0,0.0,-0.0
main_l105_pv100,18,19,03:00:00,02:50-03:00,170,180,0.4357,3697.15248,0.0,616.19208,0.0,616.19208,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,19,20,03:10:00,03:00-03:10,180,190,0.4374,3703.272405,0.0,617.2120675,0.0,617.2120675,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,20,21,03:20:00,03:10-03:20,190,200,0.4371,3714.1496700000002,0.0,619.024945,0.0,619.024945,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,21,22,03:30:00,03:20-03:30,200,210,0.4356,3722.12484,0.0,620.3541399999999,0.0,620.3541399999999,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,22,23,03:40:00,03:30-03:40,210,220,0.4353,3718.342635,0.0,619.7237724999999,0.0,619.7237724999999,0.0,0.0,10050.0,0.0,-0.0
main_l105_pv100,23,24,03:50:00,03:40-03:50,220,230,0.436,3723.71748,0.0,620.6195799999999,0.0,620.6195799999999,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,24,25,04:00:00,03:50-04:00,230,240,0.4378,3738.21735,0.0,623.036225,0.0,623.036225,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,25,26,04:10:00,04:00-04:10,240,250,0.4401,3740.056005,0.0,623.3426675,0.0,623.3426675,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,26,27,04:20:00,04:10-04:20,250,260,0.4389,3734.554215,0.0,622.4257025,0.0,622.4257025,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,27,28,04:30:00,04:20-04:30,260,270,0.4364,3738.02856,0.0,623.00476,0.0,623.00476,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,28,29,04:40:00,04:30-04:40,270,280,0.4393,3759.6867,0.5994,626.61445,0.0999,626.51455,0.0,0.0,10050.0,0.0,0.0
main_l105_pv100,29,30,04:50:00,04:40-04:50,280,290,0.4422,3766.2618,0.2345,627.7103000000001,0.03908333333333333,627.6712166666667,0.0,0.0,10050.0,0.0,0.0
