issue,target,horizon_hours,forecast_kw,date,issue_hour,actual_kw,error_kw,old_forecast_kw,old_abs_error,new_abs_error
2025-05-05 06:00:00,2025-05-05 08:00:00,2,3584.6992,2025-05-05,6,3674.6999999999998,-90.000799999999799,3378.9987999999998,295.70119999999997,90.000799999999799
2025-05-05 06:00:00,2025-05-05 09:00:00,3,5778.5289000000002,2025-05-05,6,5899.0124999999998,-120.48359999999957,5461.8775999999998,437.13490000000002,120.48359999999957
2025-05-05 06:00:00,2025-05-05 10:00:00,4,7127.9971999999998,2025-05-05,6,7073.5124999999998,54.484699999999975,6797.8912,275.62129999999979,54.484699999999975
2025-05-05 06:00:00,2025-05-05 11:00:00,5,8344.1373000000003,2025-05-05,6,8468.2875000000004,-124.15020000000004,8707.4858999999997,239.19839999999931,124.15020000000004
2025-05-05 06:00:00,2025-05-05 12:00:00,6,8789.6790999999994,2025-05-05,6,8933.5125000000007,-143.83340000000135,9986.3615000000009,1052.8490000000002,143.83340000000135
2025-05-05 12:00:00,2025-05-05 13:00:00,1,7412.7425000000003,2025-05-05,12,7414.6499999999996,-1.9074999999993452,7322.6989999999996,91.951000000000022,1.9074999999993452
2025-05-05 12:00:00,2025-05-05 14:00:00,2,7294.5257000000001,2025-05-05,12,7217.2875000000004,77.238199999999779,6957.8095999999996,259.47790000000077,77.238199999999779
2025-05-05 12:00:00,2025-05-05 15:00:00,3,6489.5914000000002,2025-05-05,12,6365.9250000000002,123.66640000000007,6127.4387999999999,238.48620000000028,123.66640000000007
2025-05-05 12:00:00,2025-05-05 16:00:00,4,4951.8000000000002,2025-05-05,12,4839.7875000000004,112.01249999999982,4951.8000000000002,112.01249999999982,112.01249999999982
2025-05-05 12:00:00,2025-05-05 17:00:00,5,2416.1080999999999,2025-05-05,12,2266.8000000000002,149.30809999999974,2704.7029000000002,437.90290000000005,149.30809999999974
2025-05-05 12:00:00,2025-05-05 18:00:00,6,930.27790000000005,2025-05-05,12,850.57500000000005,79.7029,1009.1056,158.53059999999994,79.7029
2025-05-05 18:00:00,2025-05-05 19:00:00,1,0,2025-05-05,18,0,0,0,0,0
2025-05-05 18:00:00,2025-05-05 20:00:00,2,0,2025-05-05,18,0,0,0,0,0
2025-05-05 18:00:00,2025-05-05 21:00:00,3,0,2025-05-05,18,0,0,0,0,0
2025-05-05 18:00:00,2025-05-05 22:00:00,4,0,2025-05-05,18,0,0,0,0,0
2025-05-05 18:00:00,2025-05-05 23:00:00,5,0,2025-05-05,18,0,0,0,0,0
2025-05-05 18:00:00,2025-05-06 00:00:00,6,0,2025-05-05,18,0,0,0,0,0
2025-05-06 06:00:00,2025-05-06 07:00:00,1,2387.5522000000001,2025-05-06,6,2393.5500000000002,-5.9978000000000975,2692.8134,299.26339999999982,5.9978000000000975
2025-05-06 06:00:00,2025-05-06 08:00:00,2,3881.6983,2025-05-06,6,3850.6500000000001,31.048299999999927,4626.7619000000004,776.11190000000033,31.048299999999927
2025-05-06 06:00:00,2025-05-06 09:00:00,3,6099.1548000000003,2025-05-06,6,6028.4624999999996,70.692300000000614,6803.3037999999997,774.84130000000005,70.692300000000614
2025-05-06 06:00:00,2025-05-06 10:00:00,4,7023.9476999999997,2025-05-06,6,6949.7250000000004,74.22269999999935,7708.6355999999996,758.91059999999925,74.22269999999935
2025-05-06 06:00:00,2025-05-06 11:00:00,5,8859.6782000000003,2025-05-06,6,8664.9375,194.74070000000029,9209.7749999999996,544.83749999999964,194.74070000000029
2025-05-06 06:00:00,2025-05-06 12:00:00,6,9014.2854000000007,2025-05-06,6,9114.75,-100.46459999999934,9613.7173999999995,498.96739999999954,100.46459999999934
2025-05-06 12:00:00,2025-05-06 13:00:00,1,8809.3466000000008,2025-05-06,12,8856.1499999999996,-46.803399999998874,8066.0298000000003,790.12019999999939,46.803399999998874
2025-05-06 12:00:00,2025-05-06 14:00:00,2,7552.6025,2025-05-06,12,7625.5124999999998,-72.909999999999854,7138.7370000000001,486.77549999999974,72.909999999999854
2025-05-06 12:00:00,2025-05-06 15:00:00,3,6149.3208000000004,2025-05-06,12,6228.8249999999998,-79.5041999999994,6053.6668,175.15819999999985,79.5041999999994
2025-05-06 12:00:00,2025-05-06 16:00:00,4,4724.3504000000003,2025-05-06,12,4666.8000000000002,57.550400000000081,4888.6714000000002,221.87139999999999,57.550400000000081
2025-05-06 12:00:00,2025-05-06 17:00:00,5,2573.2242000000001,2025-05-06,12,2617.1999999999998,-43.975799999999708,2999.4508000000001,382.25080000000025,43.975799999999708
2025-05-06 12:00:00,2025-05-06 18:00:00,6,925.15290000000005,2025-05-06,12,893.39999999999998,31.752900000000068,1042.296,148.89600000000007,31.752900000000068
2025-05-06 18:00:00,2025-05-06 19:00:00,1,0,2025-05-06,18,0,0,0,0,0
2025-05-06 18:00:00,2025-05-06 20:00:00,2,0,2025-05-06,18,0,0,0,0,0
2025-05-06 18:00:00,2025-05-06 21:00:00,3,0,2025-05-06,18,0,0,0,0,0
2025-05-06 18:00:00,2025-05-06 22:00:00,4,0,2025-05-06,18,0,0,0,0,0
2025-05-06 18:00:00,2025-05-06 23:00:00,5,0,2025-05-06,18,0,0,0,0,0
2025-05-06 18:00:00,2025-05-07 00:00:00,6,0,2025-05-06,18,0,0,0,0,0
2025-05-07 06:00:00,2025-05-07 07:00:00,1,2344.0322999999999,2025-05-07,6,2338.6500000000001,5.3822999999997592,2389.5915,50.941499999999905,5.3822999999997592
2025-05-07 06:00:00,2025-05-07 08:00:00,2,4192.1976999999997,2025-05-07,6,4197.4875000000002,-5.2898000000004686,4480.6025,283.11499999999978,5.2898000000004686
2025-05-07 06:00:00,2025-05-07 09:00:00,3,5755.4619000000002,2025-05-07,6,5798.5874999999996,-43.125599999999395,6410.9187000000002,612.33120000000054,43.125599999999395
2025-05-07 06:00:00,2025-05-07 10:00:00,4,7683.3395,2025-05-07,6,7487.6625000000004,195.67699999999968,8011.2257,523.5631999999996,195.67699999999968
2025-05-07 06:00:00,2025-05-07 11:00:00,5,8089.4222,2025-05-07,6,8105.3999999999996,-15.977799999999661,9209.7749999999996,1104.375,15.977799999999661
2025-05-07 06:00:00,2025-05-07 12:00:00,6,8495.1165000000001,2025-05-07,6,8409.9750000000004,85.141499999999724,9571.8523000000005,1161.8773000000001,85.141499999999724
2025-05-07 12:00:00,2025-05-07 13:00:00,1,8257.9748,2025-05-07,12,8353.7999999999993,-95.825199999999313,8530.2198000000008,176.41980000000149,95.825199999999313
2025-05-07 12:00:00,2025-05-07 14:00:00,2,7145.5947999999999,2025-05-07,12,7273.3125,-127.71770000000015,7340.6652999999997,67.352799999999661,127.71770000000015
2025-05-07 12:00:00,2025-05-07 15:00:00,3,5548.0276000000003,2025-05-07,12,5656.0500000000002,-108.02239999999983,5325.4654,330.58460000000014,108.02239999999983
2025-05-07 12:00:00,2025-05-07 16:00:00,4,4233.7460000000001,2025-05-07,12,4279.9875000000002,-46.241500000000087,4170.1084000000001,109.87910000000011,46.241500000000087
2025-05-07 12:00:00,2025-05-07 17:00:00,5,2410.9146999999998,2025-05-07,12,2405.1750000000002,5.7396999999996297,2165.8986,239.27640000000019,5.7396999999996297
2025-05-07 12:00:00,2025-05-07 18:00:00,6,789.31010000000003,2025-05-07,12,779.8125,9.497600000000034,662.66989999999998,117.14260000000002,9.497600000000034
2025-05-07 18:00:00,2025-05-07 19:00:00,1,0,2025-05-07,18,0,0,0,0,0
2025-05-07 18:00:00,2025-05-07 20:00:00,2,0,2025-05-07,18,0,0,0,0,0
2025-05-07 18:00:00,2025-05-07 21:00:00,3,0,2025-05-07,18,0,0,0,0,0
2025-05-07 18:00:00,2025-05-07 22:00:00,4,0,2025-05-07,18,0,0,0,0,0
2025-05-07 18:00:00,2025-05-07 23:00:00,5,0,2025-05-07,18,0,0,0,0,0
2025-05-07 18:00:00,2025-05-08 00:00:00,6,0,2025-05-07,18,0,0,0,0,0
2025-05-08 06:00:00,2025-05-08 07:00:00,1,2477.2426,2025-05-08,6,2453.5124999999998,23.73010000000022,2423.0227,30.489799999999832,23.73010000000022
2025-05-08 06:00:00,2025-05-08 08:00:00,2,4630.9733999999999,2025-05-08,6,4592.7749999999996,38.19840000000022,4551.4323000000004,41.34269999999924,38.19840000000022
2025-05-08 06:00:00,2025-05-08 09:00:00,3,6169.4044999999996,2025-05-08,6,6135.4499999999998,33.954499999999825,5674.4440999999997,461.00590000000011,33.954499999999825
2025-05-08 06:00:00,2025-05-08 10:00:00,4,7084.7040999999999,2025-05-08,6,7113.9375,-29.233400000000074,7090.4323000000004,23.505199999999604,29.233400000000074
2025-05-08 06:00:00,2025-05-08 11:00:00,5,7287.3887999999997,2025-05-08,6,7547.9250000000002,-260.53620000000046,7304.2946000000002,243.63040000000001,260.53620000000046
2025-05-08 06:00:00,2025-05-08 12:00:00,6,7543.2574000000004,2025-05-08,6,7598.1374999999998,-54.880099999999402,7295.2749999999996,302.86250000000018,54.880099999999402
2025-05-08 12:00:00,2025-05-08 13:00:00,1,7463.5340999999999,2025-05-08,12,7557.2250000000004,-93.690900000000511,7767.7082,210.48319999999967,93.690900000000511
2025-05-08 12:00:00,2025-05-08 14:00:00,2,7086.5162,2025-05-08,12,7110.5625,-24.046299999999974,7692.1081999999997,581.54569999999967,24.046299999999974
2025-05-08 12:00:00,2025-05-08 15:00:00,3,5366.1266999999998,2025-05-08,12,5415.5625,-49.435800000000199,5812.3937999999998,396.83129999999983,49.435800000000199
2025-05-08 12:00:00,2025-05-08 16:00:00,4,4561.8352999999997,2025-05-08,12,4591.4624999999996,-29.627199999999903,4902.2048999999997,310.74240000000009,29.627199999999903
2025-05-08 12:00:00,2025-05-08 17:00:00,5,3019.875,2025-05-08,12,2907.8249999999998,112.05000000000018,3019.875,112.05000000000018,112.05000000000018
2025-05-08 12:00:00,2025-05-08 18:00:00,6,1017.1884,2025-05-08,12,959.88750000000005,57.300899999999956,903.62509999999997,56.262400000000071,57.300899999999956
2025-05-08 18:00:00,2025-05-08 19:00:00,1,0,2025-05-08,18,0,0,0,0,0
2025-05-08 18:00:00,2025-05-08 20:00:00,2,0,2025-05-08,18,0,0,0,0,0
2025-05-08 18:00:00,2025-05-08 21:00:00,3,0,2025-05-08,18,0,0,0,0,0
2025-05-08 18:00:00,2025-05-08 22:00:00,4,0,2025-05-08,18,0,0,0,0,0
2025-05-08 18:00:00,2025-05-08 23:00:00,5,0,2025-05-08,18,0,0,0,0,0
2025-05-08 18:00:00,2025-05-09 00:00:00,6,0,2025-05-08,18,0,0,0,0,0
2025-05-09 06:00:00,2025-05-09 07:00:00,1,2320.1826999999998,2025-05-09,6,2326.6500000000001,-6.4673000000002503,2474.4643000000001,147.8143,6.4673000000002503
2025-05-09 06:00:00,2025-05-09 08:00:00,2,3990.0704999999998,2025-05-09,6,4084.6500000000001,-94.57950000000028,4435.4400999999998,350.79009999999971,94.57950000000028
2025-05-09 06:00:00,2025-05-09 09:00:00,3,5354.8675000000003,2025-05-09,6,5477.1374999999998,-122.26999999999953,5443.2281000000003,33.90939999999955,122.26999999999953
2025-05-09 06:00:00,2025-05-09 10:00:00,4,7058.5864000000001,2025-05-09,6,7307.6625000000004,-249.07610000000022,7450.0532999999996,142.39079999999922,249.07610000000022
2025-05-09 06:00:00,2025-05-09 11:00:00,5,7593.3896000000004,2025-05-09,6,7508.625,84.764600000000428,7007.0792000000001,501.54579999999987,84.764600000000428
2025-05-09 06:00:00,2025-05-09 12:00:00,6,8482.1512999999995,2025-05-09,6,8264.25,217.90129999999954,7058.9660000000003,1205.2839999999997,217.90129999999954
2025-05-09 12:00:00,2025-05-09 13:00:00,1,8477.8446999999996,2025-05-09,12,8387.9624999999996,89.882200000000012,8943.1875,555.22500000000036,89.882200000000012
2025-05-09 12:00:00,2025-05-09 14:00:00,2,7707.5950999999995,2025-05-09,12,7448.4750000000004,259.12009999999918,8162.7749999999996,714.29999999999927,259.12009999999918
2025-05-09 12:00:00,2025-05-09 15:00:00,3,6330.3536999999997,2025-05-09,12,6206.8874999999998,123.46619999999984,6767.4612999999999,560.57380000000012,123.46619999999984
2025-05-09 12:00:00,2025-05-09 16:00:00,4,4323.8476000000001,2025-05-09,12,4330.8000000000002,-6.9524000000001251,4343.5118000000002,12.711800000000039,6.9524000000001251
2025-05-09 12:00:00,2025-05-09 17:00:00,5,2591.0041999999999,2025-05-09,12,2570.8125,20.191699999999855,2519.8888000000002,50.923699999999826,20.191699999999855
2025-05-09 12:00:00,2025-05-09 18:00:00,6,844.34379999999999,2025-05-09,12,879.5625,-35.218700000000013,874.88679999999999,4.6757000000000062,35.218700000000013
2025-05-09 18:00:00,2025-05-09 19:00:00,1,0,2025-05-09,18,0,0,0,0,0
2025-05-09 18:00:00,2025-05-09 20:00:00,2,0,2025-05-09,18,0,0,0,0,0
2025-05-09 18:00:00,2025-05-09 21:00:00,3,0,2025-05-09,18,0,0,0,0,0
2025-05-09 18:00:00,2025-05-09 22:00:00,4,0,2025-05-09,18,0,0,0,0,0
2025-05-09 18:00:00,2025-05-09 23:00:00,5,0,2025-05-09,18,0,0,0,0,0
2025-05-09 18:00:00,2025-05-10 00:00:00,6,0,2025-05-09,18,0,0,0,0,0
2025-05-10 06:00:00,2025-05-10 07:00:00,1,2720.7930000000001,2025-05-10,6,2711.9250000000002,8.8679999999999382,2525.9796000000001,185.94540000000006,8.8679999999999382
2025-05-10 06:00:00,2025-05-10 08:00:00,2,3577.1963000000001,2025-05-10,6,3541.0875000000001,36.108799999999974,3513.4288000000001,27.658699999999953,36.108799999999974
2025-05-10 06:00:00,2025-05-10 09:00:00,3,5171.2712000000001,2025-05-10,6,5242.2749999999996,-71.003799999999501,5069.9159,172.35909999999967,71.003799999999501
2025-05-10 06:00:00,2025-05-10 10:00:00,4,6733.9648999999999,2025-05-10,6,6845.1000000000004,-111.13510000000042,6743.9372000000003,101.16280000000006,111.13510000000042
2025-05-10 06:00:00,2025-05-10 11:00:00,5,7631.4443000000001,2025-05-10,6,7778.5874999999996,-147.14319999999952,7441.4582,337.1292999999996,147.14319999999952
2025-05-10 06:00:00,2025-05-10 12:00:00,6,7918.5884999999998,2025-05-10,6,8294.25,-375.66150000000016,7832.0816999999997,462.16830000000027,375.66150000000016
2025-05-10 12:00:00,2025-05-10 13:00:00,1,7269.6817000000001,2025-05-10,12,7322.6999999999998,-53.018299999999726,6943.1134000000002,379.58659999999963,53.018299999999726
2025-05-10 12:00:00,2025-05-10 14:00:00,2,6508.5205999999998,2025-05-10,12,6569.625,-61.104400000000169,6229.9399999999996,339.6850000000004,61.104400000000169
2025-05-10 12:00:00,2025-05-10 15:00:00,3,6042.9503999999997,2025-05-10,12,6090.4125000000004,-47.462100000000646,5822.9648999999999,267.44760000000042,47.462100000000646
2025-05-10 12:00:00,2025-05-10 16:00:00,4,4280.2837,2025-05-10,12,4231.5,48.783699999999953,3956.4724000000001,275.02759999999989,48.783699999999953
2025-05-10 12:00:00,2025-05-10 17:00:00,5,2555.5102999999999,2025-05-10,12,2526.1875,29.322799999999916,2367.9203000000002,158.26719999999978,29.322799999999916
2025-05-10 12:00:00,2025-05-10 18:00:00,6,936.76660000000004,2025-05-10,12,920.85000000000002,15.916600000000017,808.30119999999999,112.54880000000003,15.916600000000017
2025-05-10 18:00:00,2025-05-10 19:00:00,1,0,2025-05-10,18,0,0,0,0,0
2025-05-10 18:00:00,2025-05-10 20:00:00,2,0,2025-05-10,18,0,0,0,0,0
2025-05-10 18:00:00,2025-05-10 21:00:00,3,0,2025-05-10,18,0,0,0,0,0
2025-05-10 18:00:00,2025-05-10 22:00:00,4,0,2025-05-10,18,0,0,0,0,0
2025-05-10 18:00:00,2025-05-10 23:00:00,5,0,2025-05-10,18,0,0,0,0,0
2025-05-10 18:00:00,2025-05-11 00:00:00,6,0,2025-05-10,18,0,0,0,0,0
2025-05-11 06:00:00,2025-05-11 07:00:00,1,2651.1142,2025-05-11,6,2675.8125,-24.698300000000017,2758.7402999999999,82.927799999999934,24.698300000000017
2025-05-11 06:00:00,2025-05-11 08:00:00,2,4404.2893999999997,2025-05-11,6,4387.1999999999998,17.089399999999841,4342.8117000000002,44.388299999999617,17.089399999999841
2025-05-11 06:00:00,2025-05-11 09:00:00,3,6357.4877999999999,2025-05-11,6,6306.5249999999996,50.962800000000243,6070.5927000000001,235.93229999999949,50.962800000000243
2025-05-11 06:00:00,2025-05-11 10:00:00,4,6717.7376999999997,2025-05-11,6,6601.4250000000002,116.3126999999995,6370.0959000000003,231.32909999999993,116.3126999999995
2025-05-11 06:00:00,2025-05-11 11:00:00,5,7856.7637999999997,2025-05-11,6,7677.9750000000004,178.78879999999936,7300.1237000000001,377.85130000000026,178.78879999999936
2025-05-11 06:00:00,2025-05-11 12:00:00,6,7897.0564999999997,2025-05-11,6,7994.4375,-97.381000000000313,8093.5227999999997,99.085299999999734,97.381000000000313
2025-05-11 12:00:00,2025-05-11 13:00:00,1,8664.4351999999999,2025-05-11,12,8567.9249999999993,96.510200000000623,7825.5231999999996,742.40179999999964,96.510200000000623
2025-05-11 12:00:00,2025-05-11 14:00:00,2,6744.8576000000003,2025-05-11,12,6760.8000000000002,-15.942399999999907,5990.1468000000004,770.65319999999974,15.942399999999907
2025-05-11 12:00:00,2025-05-11 15:00:00,3,5654.8977999999997,2025-05-11,12,5683.875,-28.977200000000266,5295.2574999999997,388.61750000000029,28.977200000000266
2025-05-11 12:00:00,2025-05-11 16:00:00,4,4586.4727000000003,2025-05-11,12,4607.1750000000002,-20.702299999999923,4452.7187000000004,154.45629999999983,20.702299999999923
2025-05-11 12:00:00,2025-05-11 17:00:00,5,2831.2583,2025-05-11,12,2839.9875000000002,-8.729200000000219,2937.6129999999998,97.625499999999647,8.729200000000219
2025-05-11 12:00:00,2025-05-11 18:00:00,6,958.14480000000003,2025-05-11,12,1030.95,-72.805200000000013,1150.8213000000001,119.87130000000002,72.805200000000013
2025-05-11 18:00:00,2025-05-11 19:00:00,1,0,2025-05-11,18,0,0,0,0,0
2025-05-11 18:00:00,2025-05-11 20:00:00,2,0,2025-05-11,18,0,0,0,0,0
2025-05-11 18:00:00,2025-05-11 21:00:00,3,0,2025-05-11,18,0,0,0,0,0
2025-05-11 18:00:00,2025-05-11 22:00:00,4,0,2025-05-11,18,0,0,0,0,0
2025-05-11 18:00:00,2025-05-11 23:00:00,5,0,2025-05-11,18,0,0,0,0,0
2025-05-11 18:00:00,2025-05-12 00:00:00,6,0,2025-05-11,18,0,0,0,0,0
2025-05-12 06:00:00,2025-05-12 07:00:00,1,3107.6390999999999,2025-05-12,6,3135.5625,-27.923400000000129,3022.7287999999999,112.83370000000014,27.923400000000129
2025-05-12 06:00:00,2025-05-12 08:00:00,2,5294.0439999999999,2025-05-12,6,5368.2749999999996,-74.230999999999767,5368.2749999999996,0,74.230999999999767
2025-05-12 06:00:00,2025-05-12 09:00:00,3,6278.3298000000004,2025-05-12,6,6393.9750000000004,-115.64519999999993,6841.3874999999998,447.41249999999945,115.64519999999993
2025-05-12 06:00:00,2025-05-12 10:00:00,4,7712.7188999999998,2025-05-12,6,8065.5749999999998,-352.85609999999997,8205.3374999999996,139.76249999999982,352.85609999999997
2025-05-12 06:00:00,2025-05-12 11:00:00,5,8259.5607999999993,2025-05-12,6,8524.3125,-264.75170000000071,8939.2124999999996,414.89999999999964,264.75170000000071
2025-05-12 06:00:00,2025-05-12 12:00:00,6,7301.8455000000004,2025-05-12,6,7619.8500000000004,-318.00450000000001,8193.8904000000002,574.04039999999986,318.00450000000001
2025-05-12 12:00:00,2025-05-12 13:00:00,1,7162.7133000000003,2025-05-12,12,7119.3374999999996,43.375800000000709,6755.9795000000004,363.35799999999927,43.375800000000709
2025-05-12 12:00:00,2025-05-12 14:00:00,2,7569.6979000000001,2025-05-12,12,7583.7375000000002,-14.039600000000064,6873.2146000000002,710.52289999999994,14.039600000000064
2025-05-12 12:00:00,2025-05-12 15:00:00,3,6208.6157000000003,2025-05-12,12,6151.4250000000002,57.190700000000106,5791.3874999999998,360.03750000000036,57.190700000000106
2025-05-12 12:00:00,2025-05-12 16:00:00,4,4496.2563,2025-05-12,12,4418.3999999999996,77.856300000000374,4190.5739000000003,227.82609999999931,77.856300000000374
2025-05-12 12:00:00,2025-05-12 17:00:00,5,2481.502,2025-05-12,12,2493.2249999999999,-11.722999999999956,2404.6498999999999,88.57510000000002,11.722999999999956
2025-05-12 12:00:00,2025-05-12 18:00:00,6,1001.501,2025-05-12,12,970.76250000000005,30.738499999999931,921.50559999999996,49.256900000000087,30.738499999999931
2025-05-12 18:00:00,2025-05-12 19:00:00,1,0,2025-05-12,18,0,0,0,0,0
2025-05-12 18:00:00,2025-05-12 20:00:00,2,0,2025-05-12,18,0,0,0,0,0
2025-05-12 18:00:00,2025-05-12 21:00:00,3,0,2025-05-12,18,0,0,0,0,0
2025-05-12 18:00:00,2025-05-12 22:00:00,4,0,2025-05-12,18,0,0,0,0,0
2025-05-12 18:00:00,2025-05-12 23:00:00,5,0,2025-05-12,18,0,0,0,0,0
2025-05-12 18:00:00,2025-05-13 00:00:00,6,0,2025-05-12,18,0,0,0,0,0
2025-05-13 06:00:00,2025-05-13 07:00:00,1,2668.7928000000002,2025-05-13,6,2682.0749999999998,-13.282199999999648,2430.732,251.34299999999985,13.282199999999648
2025-05-13 06:00:00,2025-05-13 08:00:00,2,4549.1932999999999,2025-05-13,6,4535.2875000000004,13.905799999999545,4029.5866999999998,505.70080000000053,13.905799999999545
2025-05-13 06:00:00,2025-05-13 09:00:00,3,6125.4425000000001,2025-05-13,6,5957.4750000000004,167.96749999999975,4946.1764999999996,1011.2985000000008,167.96749999999975
2025-05-13 06:00:00,2025-05-13 10:00:00,4,7612.8113000000003,2025-05-13,6,7303.7250000000004,309.08629999999994,5768.5324000000001,1535.1926000000003,309.08629999999994
2025-05-13 06:00:00,2025-05-13 11:00:00,5,8371.1722000000009,2025-05-13,6,8053.8000000000002,317.3722000000007,7133.5677999999998,920.23220000000038,317.3722000000007
2025-05-13 06:00:00,2025-05-13 12:00:00,6,7864.0411000000004,2025-05-13,6,7520.3249999999998,343.71610000000055,7770.0412999999999,249.71630000000005,343.71610000000055
2025-05-13 12:00:00,2025-05-13 13:00:00,1,7876.8971000000001,2025-05-13,12,7951.9499999999998,-75.052899999999681,8103.7254999999996,151.77549999999974,75.052899999999681
2025-05-13 12:00:00,2025-05-13 14:00:00,2,7164.5731999999998,2025-05-13,12,7176.8249999999998,-12.251800000000003,7091.5237999999999,85.301199999999881,12.251800000000003
2025-05-13 12:00:00,2025-05-13 15:00:00,3,6015.8501999999999,2025-05-13,12,6071.4375,-55.587300000000141,6190.1372000000001,118.69970000000012,55.587300000000141
2025-05-13 12:00:00,2025-05-13 16:00:00,4,4491.7692999999999,2025-05-13,12,4521,-29.23070000000007,4564.2695000000003,43.269500000000335,29.23070000000007
2025-05-13 12:00:00,2025-05-13 17:00:00,5,2806.2125000000001,2025-05-13,12,2880.1500000000001,-73.9375,2772.7134000000001,107.4366,73.9375
2025-05-13 12:00:00,2025-05-13 18:00:00,6,1123.1877999999999,2025-05-13,12,1146.375,-23.187200000000075,1058.5990999999999,87.775900000000092,23.187200000000075
2025-05-13 18:00:00,2025-05-13 19:00:00,1,0,2025-05-13,18,0,0,0,0,0
2025-05-13 18:00:00,2025-05-13 20:00:00,2,0,2025-05-13,18,0,0,0,0,0
2025-05-13 18:00:00,2025-05-13 21:00:00,3,0,2025-05-13,18,0,0,0,0,0
2025-05-13 18:00:00,2025-05-13 22:00:00,4,0,2025-05-13,18,0,0,0,0,0
2025-05-13 18:00:00,2025-05-13 23:00:00,5,0,2025-05-13,18,0,0,0,0,0
2025-05-13 18:00:00,2025-05-14 00:00:00,6,0,2025-05-13,18,0,0,0,0,0
2025-05-14 06:00:00,2025-05-14 07:00:00,1,2622.9832000000001,2025-05-14,6,2626.8375000000001,-3.8542999999999665,2434.4050000000002,192.43249999999989,3.8542999999999665
2025-05-14 06:00:00,2025-05-14 08:00:00,2,4520.8955999999998,2025-05-14,6,4578.4499999999998,-57.554399999999987,4628.3136000000004,49.863600000000588,57.554399999999987
2025-05-14 06:00:00,2025-05-14 09:00:00,3,6216.5974999999999,2025-05-14,6,6389.9250000000002,-173.32750000000033,6740.0302000000001,350.10519999999997,173.32750000000033
2025-05-14 06:00:00,2025-05-14 10:00:00,4,7196.7419,2025-05-14,6,7483.5749999999998,-286.83309999999983,8205.3374999999996,721.76249999999982,286.83309999999983
2025-05-14 06:00:00,2025-05-14 11:00:00,5,7319.1990999999998,2025-05-14,6,7616.25,-297.05090000000018,8562.2268000000004,945.97680000000037,297.05090000000018
2025-05-14 06:00:00,2025-05-14 12:00:00,6,7216.4834000000001,2025-05-14,6,8087.7749999999996,-871.29159999999956,8142.5131000000001,54.738100000000486,871.29159999999956
2025-05-14 12:00:00,2025-05-14 13:00:00,1,8436.6777999999995,2025-05-14,12,8279.6625000000004,157.01529999999912,7264.0628999999999,1015.5996000000005,157.01529999999912
2025-05-14 12:00:00,2025-05-14 14:00:00,2,7339.0196999999998,2025-05-14,12,7140.0749999999998,198.94470000000001,6364.7434999999996,775.33150000000023,198.94470000000001
2025-05-14 12:00:00,2025-05-14 15:00:00,3,6634.0032000000001,2025-05-14,12,6615.6000000000004,18.403199999999742,5826.7605999999996,788.83940000000075,18.403199999999742
2025-05-14 12:00:00,2025-05-14 16:00:00,4,4789.6050999999998,2025-05-14,12,4868.25,-78.644900000000234,4115.2444999999998,753.00550000000021,78.644900000000234
2025-05-14 12:00:00,2025-05-14 17:00:00,5,2674.2449999999999,2025-05-14,12,2726.0625,-51.817500000000109,2661.8108000000002,64.251699999999801,51.817500000000109
2025-05-14 12:00:00,2025-05-14 18:00:00,6,992.0625,2025-05-14,12,1015.05,-22.987499999999955,968.80960000000005,46.240399999999909,22.987499999999955
2025-05-14 18:00:00,2025-05-14 19:00:00,1,0,2025-05-14,18,0,0,0,0,0
2025-05-14 18:00:00,2025-05-14 20:00:00,2,0,2025-05-14,18,0,0,0,0,0
2025-05-14 18:00:00,2025-05-14 21:00:00,3,0,2025-05-14,18,0,0,0,0,0
2025-05-14 18:00:00,2025-05-14 22:00:00,4,0,2025-05-14,18,0,0,0,0,0
2025-05-14 18:00:00,2025-05-14 23:00:00,5,0,2025-05-14,18,0,0,0,0,0
2025-05-14 18:00:00,2025-05-15 00:00:00,6,0,2025-05-14,18,0,0,0,0,0
2025-05-15 06:00:00,2025-05-15 07:00:00,1,2383.7483000000002,2025-05-15,6,2377.4625000000001,6.2858000000001084,2458.0871999999999,80.624699999999848,6.2858000000001084
2025-05-15 06:00:00,2025-05-15 08:00:00,2,4231.674,2025-05-15,6,4203.7875000000004,27.886499999999614,4272.5583999999999,68.770899999999529,27.886499999999614
2025-05-15 06:00:00,2025-05-15 09:00:00,3,6705.3374999999996,2025-05-15,6,6664.0124999999998,41.324999999999818,6705.3374999999996,41.324999999999818,41.324999999999818
2025-05-15 06:00:00,2025-05-15 10:00:00,4,7664.4070000000002,2025-05-15,6,7564.1625000000004,100.24449999999979,8205.3374999999996,641.17499999999927,100.24449999999979
2025-05-15 06:00:00,2025-05-15 11:00:00,5,8085.7494999999999,2025-05-15,6,8014.1999999999998,71.54950000000008,8815.1841000000004,800.98410000000058,71.54950000000008
2025-05-15 06:00:00,2025-05-15 12:00:00,6,8540.8070000000007,2025-05-15,6,8764.2374999999993,-223.43049999999857,9791.5499999999993,1027.3125,223.43049999999857
2025-05-15 12:00:00,2025-05-15 13:00:00,1,7540.4173000000001,2025-05-15,12,7514.1000000000004,26.317299999999705,6894.5493999999999,619.55060000000049,26.317299999999705
