材料路径,项目来源,内容与用途,字节数,SHA256
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-14.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-14.json,Q3必需的旧Q2预测与选择记录,18518,d88ce5893809053cdd8a1722574961a7622f46c0e65460eb4d41f2668003dadf
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-15.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-15.json,Q3必需的旧Q2预测与选择记录,18512,a69bdeac5bc53071d2f1fe0f1af924cf1708b95342f241784572bb48836fd300
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-16.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-16.json,Q3必需的旧Q2预测与选择记录,18517,00e9adff7e246e3149d4d6eb1a4be5f42bf5c60f7c8ca10346ec84c08f3e2dbc
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-17.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-17.json,Q3必需的旧Q2预测与选择记录,18521,8aba4f32e6668e6745017f1ec64a006c00d95ecc907826939b7d7c381af3c115
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-18.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-18.json,Q3必需的旧Q2预测与选择记录,18520,603fa1ba8c8e361a9944a9ea8cf95905ab101cd75e57a1cc28ce474b846a330f
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-19.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-19.json,Q3必需的旧Q2预测与选择记录,18514,eb1293369e1cab15325fb97968a8fbbd654a92d996fe42015dca03e49eb81b09
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-20.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-20.json,Q3必需的旧Q2预测与选择记录,18517,971a18a818aa5ce8912dea9d31950153ea3b994fa0a4c9a9cbe5a69bc6cf813b
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-21.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-21.json,Q3必需的旧Q2预测与选择记录,18514,bdf789b1e6da3c7837c608cb3797eef23bc3e561360c1cfc643e65cf77010e90
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-22.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-22.json,Q3必需的旧Q2预测与选择记录,18515,1e43f22523e8aec6ba7b63d7942f1ed58ea25d3fef05356f3d268c6e4d609348
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-23.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-23.json,Q3必需的旧Q2预测与选择记录,18536,b735adad54ab7e6309fc0f5f2932936a86178c29e475e7d0224adcd6ce0d87ee
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-24.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-24.json,Q3必需的旧Q2预测与选择记录,18533,55acbe21f8a89dcb6f981fddd1855ac93115a4ce1dd6eb8965b65636c000fe18
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-25.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-25.json,Q3必需的旧Q2预测与选择记录,18519,b8f3264e536c66cf79379eb512938cd74c7df90767127006683488a72e94e348
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-26.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-26.json,Q3必需的旧Q2预测与选择记录,18521,b13d63a481bb45d7bc1850d99f4c0c5dbbadea272cdc6253fbd542c215d4c4fd
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-27.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-27.json,Q3必需的旧Q2预测与选择记录,18514,146277daa77a9c46cbefa5930dbce73977c0ba9a09b3b3db977516e48b36838f
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-28.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-28.json,Q3必需的旧Q2预测与选择记录,18511,f9beb4c11fdd89ee8c0ea486d5dac8f8691e20d36f7fc47423ec08b45ec6783a
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-29.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-29.json,Q3必需的旧Q2预测与选择记录,18528,48c453710198d41588f13c5d17df8e3934c4f9a928d9e9378e01ff257af3c98e
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-30.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-11-30.json,Q3必需的旧Q2预测与选择记录,18533,ed6ad5b528a0a2603abceddb9a4ea62be1cff9303b443ffaf0eef6399d895061
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-01.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-01.json,Q3必需的旧Q2预测与选择记录,18527,c5a74879d0521e5f75ef3891df3621ca02f56e5cebfeda9bac3990851a4a964b
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-02.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-02.json,Q3必需的旧Q2预测与选择记录,18523,58de8a29487a823dbb460e08295116261f5c886613454f4df866fcd54e814ff3
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-03.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-03.json,Q3必需的旧Q2预测与选择记录,19213,2a601d59c9ddc38da2b3e7fcaca599d1c5fb769a8008435670c947f28889b826
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-04.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-04.json,Q3必需的旧Q2预测与选择记录,19899,d7e6a5a5472ef08f0707a2433a8a4a9da8e252e3b812f237fda64c94ba977f7d
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-05.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-05.json,Q3必需的旧Q2预测与选择记录,20570,b736e58238974c33848e0fa31a698defcafc2eaf2a78fabc042213591a139b8f
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-06.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-06.json,Q3必需的旧Q2预测与选择记录,18523,78bfea8c48e52753ec706947aeff905579a0df589f3873c2d78d1c19f1712ddf
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-07.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-07.json,Q3必需的旧Q2预测与选择记录,18528,e6f92f6b247b74c7a9a6b8d31ecbd30c078978c542c588791893f7fd56eaf904
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-08.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-08.json,Q3必需的旧Q2预测与选择记录,18526,f9ec38d07b052682a313a64c7095c34929a12d00e98a81ff34e107a22d6a8b06
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-09.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-09.json,Q3必需的旧Q2预测与选择记录,18527,ecbd5a48341d28b439663a35dccc86b6e65d83b2e1d7addefc0e73a5f4415f79
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-10.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-10.json,Q3必需的旧Q2预测与选择记录,18517,257ccfad3ea7e491a87bb1aeb0d90b122d2c092a7882eab99a6efaf4a381e4c1
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-11.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-11.json,Q3必需的旧Q2预测与选择记录,18511,75ff3750a9d77108dcd6d1d50d5bd1e10d30dd85e0dd73c6157ab8fc2c399e87
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-12.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-12.json,Q3必需的旧Q2预测与选择记录,19213,33672b1622c66c1dfb77355e2b35854c84944ee5f99e45233c03e5738abc4d85
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-13.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-13.json,Q3必需的旧Q2预测与选择记录,18505,4d7355a6be9ac604c46372628a02ae4d3a9db5597e5ff38ff0a4e5c250f33668
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-14.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-14.json,Q3必需的旧Q2预测与选择记录,18529,df38eee98d8292a89ab0c16046f31c1ee7d479e9e3a7b6121f970e9c785119b8
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-15.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-15.json,Q3必需的旧Q2预测与选择记录,18531,a502074c48c83b3bc492b7cd2f168bde2fc222612790df16e027c4737dcd1942
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-16.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-16.json,Q3必需的旧Q2预测与选择记录,18523,f6d7608ee6b7354c287e3d2c38ac8981c0daf40587cd285790d07611ce96901b
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-17.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-17.json,Q3必需的旧Q2预测与选择记录,18515,f42d5e5a291b30f3b54cdb29dba32b24f7615c3d902a80cb1b043d9df36c525e
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-18.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-18.json,Q3必需的旧Q2预测与选择记录,18522,c326482bcd5d50707c9d0bd826f5bc9ed85cd9a1cb5a628343222f3bb5ccd03f
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-19.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-19.json,Q3必需的旧Q2预测与选择记录,19212,a846d5a5b751b4718111501c96a3d78921538b541c423ee7ffa64dc1a6169a36
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-20.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-20.json,Q3必需的旧Q2预测与选择记录,18509,8eeb593ebce7c929e224365324901e2b6dae76becb74619969bb554cf65792cb
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-21.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-21.json,Q3必需的旧Q2预测与选择记录,18535,dec47b897b12110ec0a4e5896697350a6f6221a39ab3e328b16091360b1438c7
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-22.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-22.json,Q3必需的旧Q2预测与选择记录,18528,f68cf617de2eae984512ed4f1c8d6a583c6e747909ab0dfd6c1ce439f7f6d619
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-23.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-23.json,Q3必需的旧Q2预测与选择记录,18523,f1655a03363bdd0c8a0dc47f153f84556c1d4675315b546eb7055061ec650d81
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-24.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-24.json,Q3必需的旧Q2预测与选择记录,18532,2fdd8991e550829923a1d49e0f5c8714bb7f4f05624d03f396541f2e35f47c22
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-25.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-25.json,Q3必需的旧Q2预测与选择记录,18524,1e06643b56c9d95df798016a7e1a473b2cbb14196f3b22e3b385722c21611d5f
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-26.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-26.json,Q3必需的旧Q2预测与选择记录,19187,752603e67e205f7861feb08ef63fe4196b7ec5b89ba9cc0e374a4916d61ff6c1
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-27.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-27.json,Q3必需的旧Q2预测与选择记录,18510,40e4e0845b90aa04b2bb2408fb99c5f4b70de62667097d68486a8db76fe107c8
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-28.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-28.json,Q3必需的旧Q2预测与选择记录,18529,66139079d626f4ac03140050518b5262b9e6faa183888375d2d54c6a162188b6
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-29.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-29.json,Q3必需的旧Q2预测与选择记录,18523,7528f39ab8b2b8014828bca90bcb2ec4f3ebedd6973059624ba67aa6ebed0520
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-30.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-30.json,Q3必需的旧Q2预测与选择记录,18534,ec10238aafca0435424d90825830f7c3f1783e8c5e072ca82c37749994fa682c
outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-31.json,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-12-31.json,Q3必需的旧Q2预测与选择记录,18515,3bfec02640dfc12b7deeac271bae92978f250a37e9955500a12e8b12819e4d6a
outputs/q2/dispatch_runs/20260911_224501/raw/shadows/frozen_lightgbm.json,outputs/q2/dispatch_runs/20260911_224501/raw/shadows/frozen_lightgbm.json,Q3必需的旧Q2预测与选择记录,642,2a086f9cd9928bff4e208f2e29f41514c016bbb23757faf82924b513b6d95149
outputs/q2/dispatch_runs/20260911_224501/raw/shadows/load_lgb_0.dat,outputs/q2/dispatch_runs/20260911_224501/raw/shadows/load_lgb_0.dat,Q3必需的旧Q2预测与选择记录,1261440,408882bf7688a499947662d6f03ed324f3312deef1242f58225c761ed72e3740
outputs/q2/dispatch_runs/20260911_224501/raw/shadows/load_lgb_1.dat,outputs/q2/dispatch_runs/20260911_224501/raw/shadows/load_lgb_1.dat,Q3必需的旧Q2预测与选择记录,1261440,fed06e8d7d29e1476664558397da6540c195899f14b0f142ae14c53e2e377b6a
outputs/q2/dispatch_runs/20260911_224501/raw/shadows/load_week.dat,outputs/q2/dispatch_runs/20260911_224501/raw/shadows/load_week.dat,Q3必需的旧Q2预测与选择记录,1261440,70121be93b28f78274a72aa908d842394ccfeedbe954a3bea23feee2ce54409b
outputs/q2/dispatch_runs/20260911_224501/raw/shadows/shape.json,outputs/q2/dispatch_runs/20260911_224501/raw/shadows/shape.json,Q3必需的旧Q2预测与选择记录,353,25e4640dc8a3ac8e8db669e4d5c25df0aec7a25560aadef4c313221248204289
outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/prices.csv,outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/prices.csv,Q2冻结准备库及Q4必需的Q2输入,2963,ad0ac9597c2d99a09b87ff59b5bb1123e55518bb9309a47e60b7aa68e6099f70
outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/quality_checks.csv,outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/quality_checks.csv,Q2冻结准备库及Q4必需的Q2输入,2482,3684b0b880d47d108e7f75c33e0a91f5e94a569cb7cb465ee0ead85a6b5a3af2
outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/source_manifest.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/source_manifest.json,Q2冻结准备库及Q4必需的Q2输入,244,6be3a9005f52f1579823283976d431a748924e8133c09d94ce67400689364466
outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/timeseries.csv,outputs/q2/dispatch_runs/20260912_tail_reserve_final/inputs/processed/timeseries.csv,Q2冻结准备库及Q4必需的Q2输入,5776906,0c7393d5f1d1a64acd54c386e2327ed0c560b0c1aad35c2bcb9083cb43f5b082
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/calibration.csv,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/calibration.csv,Q2结果汇总与校验,116719,ca19d1e0ed4d32449bfa6ec6b0987de270600f8a96cb863530dc8f236eb62afb
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily.csv,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily.csv,Q2结果汇总与校验,122465,8306a0b83dbd4d282aab9c7d45286e90f11c3833e2da0f0ea18b19418c0e871e
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-01.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-01.json,Q2冻结准备库及Q4必需的Q2输入,21233,34a5370c33fec04fe4443ca50a97895decc7b954c3e8cb4523d7b62c3aa2f16b
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-02.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-02.json,Q2冻结准备库及Q4必需的Q2输入,20855,2fc0e3386ab76132ae1773ce4c0d8a9847ff01e956f25227e5302cee70e76f6c
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-03.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-03.json,Q2冻结准备库及Q4必需的Q2输入,21323,448f87add8cf491c15e79208020247049bc2695d317541e091052fedb3fb7349
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-04.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-04.json,Q2冻结准备库及Q4必需的Q2输入,21542,544dbbaea0205c5a0750afc1a0e0a927f8e0ec30b53f61eb3093a2036b881432
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-05.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-05.json,Q2冻结准备库及Q4必需的Q2输入,21766,1773acedab834c8be99ef8c4bf3d2348639694ac3ce748bf85a355cb2127e026
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-06.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-06.json,Q2冻结准备库及Q4必需的Q2输入,21982,1e1da8ede61d85d24ef2a0d9090f62fb8520c202e0dba59c352be6c9a48c1e2e
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-07.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-07.json,Q2冻结准备库及Q4必需的Q2输入,23656,728714c2502b379d296e9bc7672e9a5450fea3da10e9467b4e14fec360dbd0ab
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-08.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-08.json,Q2冻结准备库及Q4必需的Q2输入,23257,23f7c36547b6c3c18dd9deae3be787278140a8829e3c9efc4e6318f37ff8d8ef
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-09.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-09.json,Q2冻结准备库及Q4必需的Q2输入,22824,320aed6d25c1d75234ff096d2a91bb46ca8f942848a416c921e9470e83aa934e
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-10.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-10.json,Q2冻结准备库及Q4必需的Q2输入,22653,b79748d6fbd0df3c635d331e04d5eefea3faa53b2715507d84a4f7f7903ad398
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-11.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-11.json,Q2冻结准备库及Q4必需的Q2输入,22909,08947bdc516d4c00dbd7c3daf31a12a613da67f4feef3032fee53863d400b4d2
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-12.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-12.json,Q2冻结准备库及Q4必需的Q2输入,23577,6b32a4d4faddab490dfdcecd6cb02e70e2b100b142bfe9ce2f35319335003ce5
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-13.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-13.json,Q2冻结准备库及Q4必需的Q2输入,24622,453372c7b318775e705eb63a58cc9dedd31a79dd638d73445776b12bd83cb65e
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-14.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-14.json,Q2冻结准备库及Q4必需的Q2输入,25769,d420af7e33427418aeafc565343b3946b0280d46a0ec23b28f24863a0ad99c6c
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-15.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-15.json,Q2冻结准备库及Q4必需的Q2输入,25742,3b7e6302e544bcd7a447f0186226ee446ffd53d151eb683e17e4a4f14c3d6b45
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-16.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-16.json,Q2冻结准备库及Q4必需的Q2输入,24360,9c7570668efac505a9f60884624d878fce07be7df9d118ea5eedf759fb06a77d
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-17.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-17.json,Q2冻结准备库及Q4必需的Q2输入,24311,9ac3082cb6889a04379cb7964927dee4c1638d822016cee254d39093b9f72183
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-18.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-18.json,Q2冻结准备库及Q4必需的Q2输入,25111,5ac41270bce61c2f3b09f6dbd6a196581094f65895269bef58b94e0cbc39bce9
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-19.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-19.json,Q2冻结准备库及Q4必需的Q2输入,26024,2891e7f164da043d0cd6d7cf42eaea5c029baa47c95f007cf214d7105f6a5c21
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-20.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-20.json,Q2冻结准备库及Q4必需的Q2输入,24498,df3ce93e528b6955e703dd6e0d47e2d8e5d2a5668c85f26b965e52d523940deb
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-21.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-21.json,Q2冻结准备库及Q4必需的Q2输入,27232,c068538cc2d36ab459536280f08a80826310dcb067c75b482355580be684982a
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-22.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-22.json,Q2冻结准备库及Q4必需的Q2输入,27324,7df5a2fa001c683f5f5d98a7993f87a48ed6fb2e551085f9713c43ee91d307d6
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-23.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-23.json,Q2冻结准备库及Q4必需的Q2输入,25294,093c431fd26f8db6b1755f510741f31a6e49c7382c0833d39d84a6b28ba935f1
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-24.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-24.json,Q2冻结准备库及Q4必需的Q2输入,26062,580df4dd42eea2253c8c1317c210cc93137b6f97a8d5fd0c7faf1a2d90ecd67d
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-25.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-25.json,Q2冻结准备库及Q4必需的Q2输入,26053,f715331cd29e10224479b5fb28fb42f88ff1c0e37db1f745710143e1e1ed9045
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-26.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-26.json,Q2冻结准备库及Q4必需的Q2输入,26065,6e850a0b592b89c0ddc83eac11d84b5b22196816978ce518df1518ea2fcf3b70
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-27.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-27.json,Q2冻结准备库及Q4必需的Q2输入,26767,3a9d17bbe820ae526aff29844a8f7aab0017249f892f6a30936e17055a68ba1b
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-28.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-02-28.json,Q2冻结准备库及Q4必需的Q2输入,27592,8d61077240d9ff97e546d0470b86e61daf6b3c6fa0b06614d7f42258ddc5c440
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-01.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-01.json,Q2冻结准备库及Q4必需的Q2输入,27619,37fa40c253814f9230ad9243a7e3491fc96e94c81f98316a0958e664c5474c86
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-02.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-02.json,Q2冻结准备库及Q4必需的Q2输入,26870,ba2d8fae172027e9eae607cbefcae4ec366fc53f49e1195b150c3227e4eba7f4
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-03.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-03.json,Q2冻结准备库及Q4必需的Q2输入,26858,fff24f61b75391fea53494bc016f7172d5a772d3b0262c0eb45bccac0268dc9b
outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-04.json,outputs/q2/dispatch_runs/20260912_tail_reserve_final/processed/main/daily_audit/2025-03-04.json,Q2冻结准备库及Q4必需的Q2输入,27644,8bc6b8593e0684169f3a91005ce36663eba0de2330e100dbdc8c974524cb7495
