history_day,hour,complete_at_slot,initial_soc,delta,value,J_E,J_E_plus_delta,seconds
350,12,50616,6000,100,0.83711111111108039,56929.40740517214,56845.696294061032,0.014572333981050178
351,12,50760,6000,100,0.83711111111115311,43180.969164909446,43097.25805379833,0.013135874993167818
352,12,50904,6000,100,0.63133333333331398,23818.907570385803,23755.774237052472,0.012752458002069034
325,18,47052,6000,100,1.2100499999999739,39114.468587844385,38993.463587844388,0.016573374989093281
326,18,47196,6000,100,1.2133800000000337,46256.459977706982,46135.121977706978,0.015245917005813681
327,18,47340,6000,100,1.2134030582667037,47954.567011018604,47833.226705191933,0.015799208005773835
328,18,47484,6000,100,1.2133995528333616,48407.656537193332,48286.316581909996,0.014213624992407858
329,18,47628,6000,100,1.2133799999998882,47666.21941469326,47544.881414693271,0.015054375006002374
330,18,47772,6000,100,1.2133886389666442,26799.868338873144,26678.52947497648,0.012727875000564381
331,18,47916,6000,100,1.2100499999999739,18728.897163904836,18607.892163904839,0.013260542007628828
332,18,48060,6000,100,1.2100499999999739,42493.436518533337,42372.43151853334,0.015080709010362625
333,18,48204,6000,100,1.2134359934167152,55045.785757890037,54924.442158548365,0.015308542017010041
334,18,48348,6000,100,1.2133961697833728,56604.419755031653,56483.080138053316,0.013815706988680176
335,18,48492,6000,100,1.2133918175833243,55792.407136391797,55671.067954633465,0.014990791009040549
336,18,48636,6000,100,1.2133800000000337,55398.299791832513,55276.961791832509,0.01510104100452736
337,18,48780,6000,100,1.2134609459166676,29862.075514593314,29740.729420001648,0.013013167001190595
338,18,48924,6000,100,1.2100499999999739,22477.684858088331,22356.679858088333,0.013142458992660977
339,18,49068,6000,100,1.2100499999999739,47736.079020417848,47615.074020417851,0.014298749985755421
340,18,49212,6000,100,1.2134700000000158,56440.673822338162,56319.32682233816,0.013953665984445252
341,18,49356,6000,100,1.2134318305833585,55912.113541156119,55790.770358097783,0.014644709008280188
342,18,49500,6000,100,1.213469999999943,56701.892205885255,56580.545205885261,0.015362166988779791
343,18,49644,6000,100,1.213379999999961,54790.866905625291,54669.528905625295,0.014921583016985096
344,18,49788,6000,100,1.2134184713499416,30799.334814642592,30677.992967507598,0.012689875016803853
345,18,49932,6000,100,1.2100500000000103,22638.925080567053,22517.920080567052,0.013157958004740067
346,18,50076,6000,100,1.2100499999999739,48720.295402241201,48599.290402241204,0.014194250979926437
347,18,50220,6000,100,1.2134355249999498,57449.748594209974,57328.405041709979,0.014660624990938231
348,18,50364,6000,100,1.21342101825001,57077.595163113736,56956.253061288735,0.014599417001591064
349,18,50508,6000,100,1.2134149983165843,56446.373415189613,56325.031915357955,0.015727707999758422
350,18,50652,6000,100,1.213379999999961,56182.693201015747,56061.355201015751,0.014562625001417473
351,18,50796,6000,100,1.2133920330166439,30327.041579974597,30205.702376672933,0.012978416998521425
352,18,50940,6000,100,1.2100500000000103,22378.75498728242,22257.749987282419,0.01309220798430033
