date,timestamp,slot,weekday,series,value_kw,previous_kw,following_kw,neighbor_deviation_kw,previous_day_kw,previous_week_kw,past_same_weekday_min,past_same_weekday_median,past_same_weekday_max,past_same_weekday_count,action,review_rank
2025-08-16,2025-08-16 13:00:00,78,6,load_kw,4041.8499999999999,4406.7800999999999,4393.1512000000002,-358.11565000000019,4059.0100000000002,4156.3400000000001,3405.0700000000002,3666.7750000000001,4552.7700000000004,32,retain_review_only,919
2025-07-20,2025-07-20 12:00:00,72,7,load_kw,6144.8500000000004,6828.7331000000004,6176.7681000000002,-357.90059999999994,4273.1499999999996,6958.8999999999996,5714.75,6093.3950000000004,6958.8999999999996,28,retain_review_only,920
2025-12-16,2025-12-16 21:40:00,130,2,load_kw,4576.3337000000001,4314.29,4122.9467999999997,357.71530000000075,4494.5144,4392.5527000000002,4294.1914999999999,4632.4817000000003,6233.9038,49,retain_review_only,921
2025-09-15,2025-09-15 21:40:00,130,1,load_kw,4832.7232999999997,4640.0600000000004,4310.1007,357.64294999999947,5004.4633000000003,5030.6072999999997,4413.8707999999997,4713.9072500000002,6239.0595000000003,36,retain_review_only,922
2025-08-06,2025-08-06 12:00:00,72,3,load_kw,6167.3000000000002,6493.1553000000004,6556.1237000000001,-357.33950000000004,6620.6599999999999,6845.3100000000004,5784.4399999999996,6095.9300000000003,6936.1000000000004,31,retain_review_only,923
2025-09-06,2025-09-06 09:00:00,54,6,load_kw,4005.4000000000001,3518.4535999999998,3778.7174,356.81449999999995,3722.7399999999998,3640.0799999999999,3601.5999999999999,3999.5500000000002,4563.5500000000002,35,retain_review_only,924
2025-06-14,2025-06-14 17:00:00,102,6,load_kw,3538.3600000000001,4246.9867000000004,3542.8764000000001,-356.57155000000012,3541.6100000000001,3514.9200000000001,2552.0799999999999,2769.1700000000001,3514.9200000000001,23,retain_review_only,925
2025-10-02,2025-10-02 05:40:00,34,4,load_kw,3470.9661000000001,3530.5100000000002,4123.5132000000003,-356.04550000000017,3386.2267999999999,3196.5335,3196.5335,3670.6592999999998,4287.4853000000003,39,retain_review_only,926
2025-07-05,2025-07-05 17:00:00,102,6,load_kw,4156.4300000000003,4721.1355999999996,4303.1163999999999,-355.69599999999991,4101.8199999999997,3426.5999999999999,2552.0799999999999,2779.4850000000001,3538.3600000000001,26,retain_review_only,927
2025-08-26,2025-08-26 22:30:00,135,2,load_kw,4005.27,4430.8355000000001,4290.7888000000003,-355.54214999999976,4300.3299999999999,4470.9899999999998,3054.5900000000001,3427.8800000000001,4883.8999999999996,33,retain_review_only,928
2025-01-13,2025-01-13 05:40:00,34,1,load_kw,4029.0082000000002,4250.5600000000004,4518.2503999999999,-355.39699999999993,4086.7831999999999,4122.0604999999996,4122.0604999999996,4122.0604999999996,4122.0604999999996,1,retain_review_only,929
2025-03-22,2025-03-22 09:00:00,54,6,load_kw,4167.1000000000004,3589.2656999999999,4034.4884000000002,355.22295000000031,3743.54,3707.48,3707.48,4185.3500000000004,4551.3900000000003,11,retain_review_only,930
2025-08-07,2025-08-07 08:20:00,50,4,load_kw,6625.7645000000002,6894.6770999999999,7066.6700000000001,-354.9090499999993,6995.8472000000002,6873.7367999999997,6234.5497999999998,6630.4153999999999,7386.1679999999997,31,retain_review_only,931
2025-08-09,2025-08-10 00:00:00,144,6,load_kw,4587.96,3927.4439000000002,4538.6607000000004,354.90769999999975,3396.6199999999999,4897.4200000000001,3210.8699999999999,3508.1500000000001,4897.4200000000001,31,retain_review_only,932
2025-07-21,2025-07-21 17:40:00,106,1,load_kw,7769.0612000000001,7703.7600000000002,7124.7007000000003,354.83085000000028,7896.2097999999996,7607.0267999999996,6128.1804000000002,6407.1792000000005,7607.0267999999996,28,retain_review_only,933
2025-07-06,2025-07-06 18:10:00,109,7,load_kw,5381.0748999999996,5704.3800000000001,5766.9686000000002,-354.59940000000097,4387.5958000000001,4841.9300999999996,4000.5349999999999,4286.6854000000003,4930.4984999999997,26,retain_review_only,934
2025-07-05,2025-07-05 21:40:00,130,6,load_kw,4640.7807000000003,4247.7600000000002,4324.9934999999996,354.4039500000008,4524.2608,3605.4539,2767.8036999999999,2978.7247499999999,3715.4477000000002,26,retain_review_only,935
2025-10-30,2025-10-30 18:10:00,109,4,load_kw,3924.8807999999999,4399.8800000000001,4158.0986999999996,-354.10854999999992,4254.3248000000003,4145.4744000000001,4026.8225000000002,4440.6736000000001,5862.4188999999997,43,retain_review_only,936
2025-06-20,2025-06-20 12:30:00,75,5,load_kw,3529.9000000000001,3872.8652000000002,3894.9103,-353.98774999999978,6014.4499999999998,3837.0300000000002,3366.4699999999998,3685.8800000000001,4388.7700000000004,24,retain_review_only,937
2025-11-27,2025-11-27 21:40:00,130,4,load_kw,4586.8751000000002,4454.4700000000003,4011.7474999999999,353.76634999999987,4349.0744999999997,4469.4412000000002,4352.2478000000001,4750.4443000000001,6148.1539000000002,47,retain_review_only,938
2025-05-31,2025-05-31 00:30:00,3,6,load_kw,2159.52,2409.3227000000002,2617.0655000000002,-353.67410000000018,2592.2800000000002,2605.3499999999999,2331.6900000000001,2487.5100000000002,2873.0700000000002,21,retain_review_only,939
2025-07-21,2025-07-21 04:00:00,24,1,load_kw,3836.9499999999998,4236.7244000000001,4144.0382,-353.43130000000019,4246.9700000000003,4220.0200000000004,3431.3299999999999,3752.5599999999999,4313.6400000000003,28,retain_review_only,940
2025-12-15,2025-12-15 05:40:00,34,1,load_kw,3972.9594999999999,4145.0600000000004,4507.4534000000003,-353.29719999999998,4101.2525999999998,4122.2226000000001,3320.8543,3633.5236,4175.2551999999996,49,retain_review_only,941
2025-09-07,2025-09-07 18:30:00,111,7,load_kw,4331.5699999999997,4549.0955000000004,4820.3576999999996,-353.15660000000025,3182.0999999999999,5465.5200000000004,4056.8200000000002,4531.6599999999999,6122.3000000000002,35,retain_review_only,942
2025-08-04,2025-08-04 07:30:00,45,1,load_kw,4656.8699999999999,5122.9916000000003,4896.6441999999997,-352.94790000000012,4910.1700000000001,4905.6400000000003,4541.0500000000002,4840.4899999999998,5482.46,30,retain_review_only,943
2025-04-07,2025-04-07 21:40:00,130,1,load_kw,4509.5326999999997,4104.54,4208.7425000000003,352.89144999999917,4685.4915000000001,4496.0329000000002,4413.8707999999997,4621.1288999999997,4777.8612999999996,13,retain_review_only,944
2025-06-07,2025-06-08 00:00:00,144,6,load_kw,4175.29,3471.6835000000001,4173.8346000000001,352.53094999999985,2903.8000000000002,4191.1099999999997,3210.8699999999999,3450.0450000000001,4191.1099999999997,22,retain_review_only,945
2025-04-23,2025-04-23 21:40:00,130,3,load_kw,4675.8845000000001,4406.3500000000004,4240.3829999999998,352.51800000000003,4712.4966000000004,4589.7469000000001,4336.3188,4586.3597499999996,4865.2363999999998,16,retain_review_only,946
2025-12-15,2025-12-15 21:40:00,130,1,load_kw,4494.5144,4225.5699999999997,4059.0925999999999,352.18310000000019,4519.7624999999998,4479.9847,4306.7271000000001,4696.7169999999996,6239.0595000000003,49,retain_review_only,947
2025-11-16,2025-11-16 17:40:00,106,7,load_kw,6276.2524000000003,6217.8599999999997,5630.4357,352.10455000000093,2670.4427999999998,6318.1316999999999,6031.6903000000002,6459.7267000000002,7896.2097999999996,45,retain_review_only,948
2025-03-01,2025-03-01 09:00:00,54,6,load_kw,4142.3599999999997,3584.3447000000001,3996.6430999999998,351.86609999999973,4095.2600000000002,4032.02,4032.02,4251.4750000000004,4551.3900000000003,8,retain_review_only,949
2025-06-28,2025-06-28 23:30:00,141,6,load_kw,3322.9499999999998,2942.4328,3000.1714000000002,351.64789999999994,2942.7399999999998,2989.3000000000002,2221.9099999999999,2539.4499999999998,3339.9699999999998,25,retain_review_only,950
2025-08-03,2025-08-03 07:40:00,46,7,load_kw,4907.2066000000004,4910.1700000000001,5607.2911999999997,-351.52399999999943,3361.3168999999998,4996.3960999999999,4365.2422999999999,4784.0521000000008,5425.5464000000002,30,retain_review_only,951
2025-06-19,2025-06-19 21:40:00,130,4,load_kw,5414.3680999999997,5235.5299999999997,4890.2452999999996,351.48045000000002,5508.3194999999996,5342.2870999999996,4352.2478000000001,4683.8492000000006,5354.8806999999997,24,retain_review_only,952
2025-08-24,2025-08-24 09:50:00,59,7,load_kw,6318.2187999999996,6406.5531000000001,6932.6999999999998,-351.40775000000031,4114.1610000000001,6662.1122999999998,6312.6351000000004,6597.1731,7180.8558000000003,33,retain_review_only,953
2025-08-28,2025-08-28 02:00:00,12,4,load_kw,4008.3000000000002,4253.5716000000002,4465.8323,-351.4019500000004,3865.6900000000001,4313.6899999999996,3432.4000000000001,3694.3400000000001,4595.8100000000004,34,retain_review_only,954
2025-07-16,2025-07-16 22:30:00,135,3,load_kw,5166.2600000000002,4956.1611000000003,4674.0362999999998,351.16129999999976,4129.3999999999996,4799.9099999999999,3145.7600000000002,3465.2950000000001,4799.9099999999999,28,retain_review_only,955
2025-07-22,2025-07-22 05:40:00,34,2,load_kw,3860.6693,4065.0900000000001,4358.5334999999995,-351.14244999999983,4021.5909000000001,3788.0239000000001,3306.0108,3642.4664499999999,4216.7884000000004,28,retain_review_only,956
2025-07-12,2025-07-12 17:00:00,102,6,load_kw,3884.8699999999999,4178.4664000000002,4292.8494000000001,-350.78790000000026,3940.5799999999999,4156.4300000000003,2552.0799999999999,2784.96,4156.4300000000003,27,retain_review_only,957
2025-09-02,2025-09-03 00:00:00,144,2,load_kw,3375.8200000000002,3655.3391999999999,3797.799,-350.74909999999954,3529.5100000000002,4290.5699999999997,3201.3499999999999,3618.5050000000001,4884.9899999999998,34,retain_review_only,958
2025-06-03,2025-06-03 13:00:00,78,2,load_kw,6747.75,6184.6679000000004,6609.3872000000001,350.7224499999993,6568.79,6394.8199999999997,6118.4799999999996,6394.8199999999997,6915.4200000000001,21,retain_review_only,959
2025-11-01,2025-11-01 09:00:00,54,6,load_kw,4001.3499999999999,3381.8137000000002,3919.5034999999998,350.69140000000016,3774.6399999999999,3844.3899999999999,3601.5999999999999,3922.52,4563.5500000000002,43,retain_review_only,960
2025-06-27,2025-06-27 09:00:00,54,5,load_kw,3700.71,3035.4450999999999,3664.6228999999998,350.67600000000039,6679.0200000000004,3950.46,3705.6100000000001,3950.46,4753.54,25,retain_review_only,961
2025-10-28,2025-10-28 21:40:00,130,2,load_kw,4496.2394000000004,4341.96,3949.5120000000002,350.50340000000051,4466.6720999999998,4531.5133999999998,4357.1760999999997,4715.2277000000004,6233.9038,42,retain_review_only,962
2025-10-24,2025-10-24 09:00:00,54,5,load_kw,3867.8099999999999,3260.2800000000002,3775.3141999999998,350.01290000000017,6465.6199999999999,3722.7199999999998,3554.98,3921.02,4753.54,42,retain_review_only,963
2025-03-16,2025-03-16 05:40:00,34,7,load_kw,3516.0783000000001,3648.5500000000002,4083.5758999999998,-349.98464999999987,2601.7604000000001,3430.9787999999999,3430.9787999999999,3852.2753000000002,4292.2109,10,retain_review_only,964
2025-06-23,2025-06-23 21:40:00,130,1,load_kw,5464.6682000000001,5408.6499999999996,4820.9058000000005,349.89030000000002,5476.7015000000001,5244.3496999999998,4413.8707999999997,4631.6010999999999,5326.8918999999996,24,retain_review_only,965
2025-05-21,2025-05-21 17:40:00,106,3,load_kw,6323.3271999999997,6247.5900000000001,5699.4593999999997,349.80249999999978,6566.8015999999998,6725.2464,6108.9557999999997,6305.4040000000005,6725.2464,20,retain_review_only,966
2025-09-25,2025-09-25 05:40:00,34,4,load_kw,3196.5335,3225.5300000000002,3866.3002000000001,-349.38160000000016,3536.4416999999999,3484.6714999999999,3299.3789999999999,3689.2961500000001,4287.4853000000003,38,retain_review_only,967
2025-09-15,2025-09-15 00:30:00,3,1,load_kw,3205.6999999999998,3545.4580999999998,3564.4090000000001,-349.23354999999992,3376.5300000000002,3462.1900000000001,3138.3499999999999,3646.7849999999999,4856.1000000000004,36,retain_review_only,968
2025-11-13,2025-11-13 21:40:00,130,4,load_kw,4559.5955999999996,4331.0200000000004,4090.2112999999999,348.97994999999992,4518.7817999999997,4734.5989,4352.2478000000001,4752.9517999999998,6148.1539000000002,45,retain_review_only,969
2025-09-18,2025-09-18 22:20:00,134,4,load_kw,3987.7251000000001,3620.3314,3657.6900000000001,348.7144000000003,3547.8593999999998,3825.9938999999999,3164.6968000000002,3684.8609999999999,4995.5020000000004,37,retain_review_only,970
2025-08-08,2025-08-08 09:00:00,54,5,load_kw,4116.7799999999997,3573.8526000000002,3962.3903,348.65854999999965,6345.3000000000002,3840.5500000000002,3700.71,3961.9499999999998,4753.54,31,retain_review_only,971
2025-08-05,2025-08-05 17:40:00,106,2,load_kw,7235.8424000000005,6896.8800000000001,6877.7532000000001,348.52580000000034,7845.9384,7513.9063999999998,6059.3818000000001,6387.5910000000003,7923.8422,30,retain_review_only,972
2025-08-12,2025-08-12 07:40:00,46,2,load_kw,5114.8312999999998,5219.8900000000003,5706.7896000000001,-348.50849999999991,5130.6679000000004,4692.1223,4246.7218999999996,4692.1223,5360.6225000000004,31,retain_review_only,973
2025-07-10,2025-07-10 04:00:00,24,4,load_kw,3693.5100000000002,4003.4576000000002,4079.5066999999999,-347.9721499999996,4263.8299999999999,4383.8400000000001,3455.04,3759.3800000000001,4383.8400000000001,27,retain_review_only,974
2025-01-13,2025-01-13 21:40:00,130,1,load_kw,4777.8612999999996,4554.1000000000004,4306.2637000000004,347.67944999999872,4535.3509999999997,4629.1302999999998,4629.1302999999998,4629.1302999999998,4629.1302999999998,1,retain_review_only,975
2025-03-20,2025-03-20 23:40:00,142,4,load_kw,3604.076,3267.73,3245.8690999999999,347.2764500000003,3220.2833999999998,3469.7557000000002,3296.5461,3518.3222999999998,3873.6923999999999,11,retain_review_only,976
2025-12-08,2025-12-08 05:40:00,34,1,load_kw,4122.2226000000001,4282.75,4656.2218000000003,-347.26329999999962,3828.8244,3908.3744000000002,3320.8543,3632.3773000000001,4175.2551999999996,48,retain_review_only,977
2025-11-19,2025-11-19 21:40:00,130,3,load_kw,4455.6437999999998,4277.2200000000003,3940.1197999999999,346.97389999999996,4382.5023000000001,4518.7817999999997,4336.3188,4702.0352000000003,5970.6686,46,retain_review_only,978
2025-08-28,2025-08-28 23:40:00,142,4,load_kw,4543.4621999999999,4453.1499999999996,3940.1804999999999,346.79694999999992,4394.7246999999998,4585.1563999999998,3296.5461,3751.3640999999998,5124.9897000000001,34,retain_review_only,979
2025-09-03,2025-09-03 15:30:00,93,3,load_kw,6012.0200000000004,6293.8267999999998,6423.6696000000002,-346.72819999999956,6366.3999999999996,7181.1199999999999,5898.21,6284,7801.6099999999997,35,retain_review_only,980
2025-07-22,2025-07-22 17:40:00,106,2,load_kw,7373.0527000000002,7294.54,6758.3720000000003,346.59670000000006,7769.0612000000001,7671.6125000000002,6059.3818000000001,6366.0857500000002,7923.8422,28,retain_review_only,981
2025-02-16,2025-02-16 05:40:00,34,7,load_kw,3878.2330000000002,4075.9299999999998,4373.4009999999998,-346.43249999999989,3111.6412999999998,3826.3175999999999,3800.9681999999998,4014.0482499999998,4292.2109,6,retain_review_only,982
2025-11-03,2025-11-03 05:40:00,34,1,load_kw,3467.2116999999998,3599.98,4027.3067999999998,-346.43170000000009,3457.4490999999998,3696.7966000000001,3320.8543,3635.7734999999998,4175.2551999999996,43,retain_review_only,983
2025-03-11,2025-03-11 22:00:00,132,2,load_kw,3219.1799999999998,3802.3969999999999,3328.7982000000002,-346.41760000000022,3461.3899999999999,3260.2800000000002,3117.7600000000002,3283.3299999999999,3367.27,9,retain_review_only,984
2025-02-24,2025-02-24 07:40:00,46,1,load_kw,4942.4413999999997,4949.5799999999999,5627.7656999999999,-346.23145000000022,5147.2537000000002,4982.7563,4982.7563,5037.1509999999998,5211.6634000000004,7,retain_review_only,985
2025-09-28,2025-09-28 21:40:00,130,7,load_kw,4901.1410999999998,4541.3900000000003,4568.7213000000002,346.08544999999958,3358.7179000000001,5029.8917000000001,4309.7444999999998,4841.6046500000002,6168.1926999999996,38,retain_review_only,986
2025-05-04,2025-05-04 18:30:00,111,7,load_kw,4327.0900000000001,4536.9583000000002,4808.4573,-345.61779999999999,3349.9899999999998,4056.8200000000002,4056.8200000000002,4367.8699999999999,4531.6599999999999,17,retain_review_only,987
2025-02-26,2025-02-26 05:40:00,34,3,load_kw,3760.6320000000001,3993.6199999999999,4218.8696,-345.61280000000033,3862.8377,3619.0949999999998,3619.0949999999998,4127.9954500000003,4233.7361000000001,8,retain_review_only,988
2025-09-02,2025-09-02 16:30:00,99,2,load_kw,6542.1000000000004,6141.9997999999996,6251.4223000000002,345.38895000000048,6382.3100000000004,6846.2399999999998,6005.8100000000004,6283.9050000000007,7664.0900000000001,34,retain_review_only,989
2025-01-05,2025-01-05 21:40:00,130,7,load_kw,4732.2030999999997,4606.8599999999997,4167.1459999999997,345.20010000000002,3089.3912999999998,,,,,0,retain_review_only,990
2025-09-23,2025-09-23 22:10:00,133,2,load_kw,3320.6493999999998,3835.46,3496.0713999999998,-345.11630000000014,3350.9897999999998,3598.3753000000002,3080.3832000000002,3498.6046000000001,4573.8924999999999,37,retain_review_only,991
2025-09-23,2025-09-23 22:30:00,135,2,load_kw,3883.2399999999998,3496.0713999999998,3580.1990999999998,345.10474999999997,3399.4099999999999,3679.4899999999998,3054.5900000000001,3563.5900000000001,4883.8999999999996,37,retain_review_only,992
2025-09-24,2025-09-24 19:30:00,117,3,load_kw,4348.0100000000002,4726.2299000000003,4659.1198000000004,-344.66485000000011,4906.8999999999996,4796.4099999999999,4106.79,4576.3699999999999,6116.9799999999996,38,retain_review_only,993
2025-06-26,2025-06-26 23:40:00,142,4,load_kw,4221.1929,3811.5700000000002,3941.6442999999999,344.58575000000019,4122.7775000000001,3779.2669999999998,3296.5461,3572.1151,4487.0812999999998,25,retain_review_only,994
2025-07-28,2025-07-28 23:00:00,138,1,load_kw,4208.2700000000004,4569.7510000000002,4535.4683999999997,-344.33969999999954,4759.6800000000003,4573.5699999999997,3087.75,3422.6300000000001,4743.1700000000001,29,retain_review_only,995
2025-01-12,2025-01-12 05:40:00,34,7,load_kw,4086.7831999999999,4386.7299999999996,4475.3513999999996,-344.25749999999971,3473.0956999999999,4097.6845000000003,4097.6845000000003,4097.6845000000003,4097.6845000000003,1,retain_review_only,996
2025-12-06,2025-12-06 16:40:00,100,6,load_kw,3778.4472999999998,3540.0999999999999,3328.6181999999999,344.08820000000014,3340.8679000000002,3324.0174000000002,3306.2739000000001,3620.0181499999999,5123.7797,48,retain_review_only,997
2025-09-16,2025-09-16 07:40:00,46,2,load_kw,4828.7624999999998,4939.54,5406.1206000000002,-344.06779999999981,4667.8779000000004,4468.0294000000004,4246.7218999999996,4686.4892999999993,5360.6225000000004,36,retain_review_only,998
2025-08-22,2025-08-22 17:00:00,102,5,load_kw,3706.6199999999999,4270.6797999999999,3829.9389999999999,-343.68940000000021,7093.9099999999999,3918.5999999999999,2492.2600000000002,2905.7199999999998,4101.8199999999997,33,retain_review_only,999
2025-07-22,2025-07-22 01:30:00,9,2,load_kw,4063.5100000000002,4443.8092999999999,4370.1682000000001,-343.47875000000022,4489.54,4564.5200000000004,3371.3099999999999,3583.2399999999998,4651.1599999999999,28,retain_review_only,1000
2025-01-17,2025-01-17 17:00:00,102,5,load_kw,2645.0799999999999,3247.2339000000002,2729.8818000000001,-343.47785000000022,6391.1499999999996,2846.5999999999999,2846.5999999999999,2921.5699999999997,2996.54,2,retain_review_only,1001
2025-07-12,2025-07-12 07:00:00,42,6,load_kw,3686.9200000000001,3254.5898999999999,3432.7662999999998,343.24189999999999,3679.3000000000002,3144.52,2949.8800000000001,3235.9400000000001,3894.9899999999998,27,retain_review_only,1002
2025-10-02,2025-10-02 22:00:00,132,4,load_kw,3285,3900.5735,3355.7267999999999,-343.15014999999994,3115.1500000000001,3589.5100000000002,3041.04,3566.1700000000001,5134.2700000000004,39,retain_review_only,1003
2025-06-29,2025-06-29 07:40:00,46,7,load_kw,4806.5555000000004,4897.4399999999996,5401.6162999999997,-342.9726499999997,3373.1550000000002,4453.3561,4365.2422999999999,4699.7853999999998,5425.5464000000002,25,retain_review_only,1004
2025-07-13,2025-07-13 22:00:00,132,7,load_kw,4717.5,5356.9354000000003,4763.5078000000003,-342.72160000000076,4213.3299999999999,4999.5900000000001,3104.5500000000002,3400.5100000000002,4999.5900000000001,27,retain_review_only,1005
2025-07-02,2025-07-02 06:00:00,36,3,load_kw,5275.8100000000004,4616.2867999999999,5250.2465000000002,342.54335000000083,5155.5600000000004,4805.3299999999999,4661.4700000000003,4927.4850000000006,5661.6099999999997,26,retain_review_only,1006
2025-12-07,2025-12-07 22:00:00,132,7,load_kw,3308.8699999999999,3958.2827000000002,3344.4164999999998,-342.47960000000012,2580.4699999999998,3255.54,3104.5500000000002,3419.6949999999997,4999.5900000000001,48,retain_review_only,1007
2025-08-18,2025-08-18 20:00:00,120,1,load_kw,5915.9700000000003,5620.6188000000002,5526.5866999999998,342.36725000000024,5411.4200000000001,5642.3800000000001,4051.6500000000001,4412.1999999999998,6065.8599999999997,32,retain_review_only,1008
2025-02-01,2025-02-01 09:00:00,54,6,load_kw,4422.7600000000002,3894.4802,4267.5204999999996,341.75965000000042,4629.9899999999998,4240.5900000000001,4240.5900000000001,4345.8850000000002,4551.3900000000003,4,retain_review_only,1009
2025-07-29,2025-07-29 03:00:00,18,2,load_kw,3929.0100000000002,4319.5810000000001,4221.7875000000004,-341.67425000000003,4265.04,4254.7700000000004,3404.9299999999998,3755.1999999999998,4932.8699999999999,29,retain_review_only,1010
2025-06-20,2025-06-20 09:00:00,54,5,load_kw,3950.46,3344.0877999999998,3873.5394999999999,341.64634999999998,6808.5500000000002,3961.9499999999998,3705.6100000000001,3950.8299999999999,4753.54,24,retain_review_only,1011
2025-02-12,2025-02-12 21:40:00,130,3,load_kw,4655.1476000000002,4544.5600000000004,4083.4038,341.16569999999956,4512.0046000000002,4496.0385999999999,4496.0385999999999,4642.2026000000005,4865.2363999999998,6,retain_review_only,1012
2025-06-23,2025-06-23 05:40:00,34,1,load_kw,3508.3656000000001,3819.0799999999999,3879.8634000000002,-341.10609999999997,3605.2737999999999,3682.6718999999998,3320.8543,3616.25965,4175.2551999999996,24,retain_review_only,1013
2025-08-04,2025-08-04 21:40:00,130,1,load_kw,5903.7159000000001,5718.0600000000004,5407.1854000000003,341.09320000000025,6168.1926999999996,6011.0077000000001,4413.8707999999997,4703.1420500000004,6239.0595000000003,30,retain_review_only,1014
2025-01-22,2025-01-22 21:40:00,130,3,load_kw,4865.2363999999998,4660.7200000000003,4387.6885000000002,341.03214999999909,4596.8995000000004,4513.9403000000002,4513.9403000000002,4630.6904000000004,4653.7147999999997,3,retain_review_only,1015
2025-03-05,2025-03-05 05:40:00,34,3,load_kw,3575.8108999999999,3675.0300000000002,4158.5474000000004,-340.97780000000012,3676.4422,3760.6320000000001,3619.0949999999998,4107.3539000000001,4233.7361000000001,9,retain_review_only,1016
2025-09-08,2025-09-08 21:40:00,130,1,load_kw,5030.6072999999997,4831.8000000000002,4547.5177000000003,340.94844999999987,4835.0564000000004,4696.7169999999996,4413.8707999999997,4711.4088000000002,6239.0595000000003,35,retain_review_only,1017
2025-08-20,2025-08-20 11:40:00,70,3,load_kw,6932.5383000000002,6457.1999999999998,6726.6666999999998,340.60495000000083,6675.9632000000001,6911.2424000000001,6188.7746999999999,6607.0190000000002,7252.3820999999998,33,retain_review_only,1018
2025-04-14,2025-04-14 05:40:00,34,1,load_kw,3523.2755000000002,3596.1199999999999,4131.3197,-340.44434999999976,3325.9540000000002,3469.0140999999999,3320.8543,3798.5570500000003,4175.2551999999996,14,retain_review_only,1019
2025-09-21,2025-09-21 07:40:00,46,7,load_kw,4621.8131999999996,4724.6999999999998,5199.3823000000002,-340.22795000000042,3277.7206999999999,4587.9908999999998,4365.2422999999999,4761.5487000000003,5425.5464000000002,37,retain_review_only,1020
2025-07-05,2025-07-05 12:00:00,72,6,load_kw,4259.6800000000003,4370.5568000000003,4828.9759000000004,-340.08634999999958,4282.1000000000004,3793.3099999999999,3427.5799999999999,3796.1949999999997,4369.5100000000002,26,retain_review_only,1021
2025-05-23,2025-05-23 21:40:00,130,5,load_kw,3272.9717000000001,2806.98,3061.0313000000001,338.96605,4485.7605999999996,3434.748,2666.0965999999999,2938.2848999999997,3434.748,20,retain_review_only,1022
2025-10-05,2025-10-05 05:40:00,34,7,load_kw,3394.2777000000001,3625.29,3840.4827,-338.60864999999967,2575.8941,3458.7891,3315.6700999999998,3633.8856999999998,4292.2109,39,retain_review_only,1023
2025-07-19,2025-07-19 01:00:00,6,6,load_kw,3256.9200000000001,3635.6837,3555.3193000000001,-338.58150000000023,3586.0799999999999,3677.1700000000001,2298.0100000000002,2615.4200000000001,3799.9899999999998,28,retain_review_only,1024
2025-12-09,2025-12-09 07:30:00,45,2,load_kw,5602.2600000000002,5298.2065000000002,5229.6229000000003,338.34529999999995,5063.5900000000001,5518.0699999999997,4588.8500000000004,4889.8899999999994,5518.9200000000001,48,retain_review_only,1025
2025-08-16,2025-08-16 16:30:00,99,6,load_kw,4182.6800000000003,4340.0141999999996,4701.2242999999999,-337.93924999999945,4772.1000000000004,4312.9399999999996,3224.9699999999998,3587.125,4926.3800000000001,32,retain_review_only,1026
2025-06-09,2025-06-09 04:00:00,24,1,load_kw,4256.96,3884.9562999999998,3953.4227999999998,337.77044999999998,3702.6100000000001,3481.4699999999998,3481.4699999999998,3675.4949999999999,4313.6400000000003,22,retain_review_only,1027
2025-05-19,2025-05-19 22:00:00,132,1,load_kw,3559.9499999999998,4183.6358,3611.6723999999999,-337.70409999999993,3490.6500000000001,3685.8699999999999,3139.4299999999998,3345.6599999999999,3685.8699999999999,19,retain_review_only,1028
2025-06-01,2025-06-01 21:40:00,130,7,load_kw,5509.0544,5385.8199999999997,4956.9450999999999,337.67184999999972,3100.6233000000002,5088.1342000000004,4309.7444999999998,4533.5113000000001,5088.1342000000004,21,retain_review_only,1029
2025-10-01,2025-10-01 21:40:00,130,3,load_kw,4492.1270000000004,4360.1899999999996,3949.6188999999999,337.22255000000041,4545.7565000000004,4844.4778999999999,4336.3188,4844.4778999999999,5970.6686,39,retain_review_only,1030
2025-07-10,2025-07-10 20:30:00,123,4,load_kw,6257.54,5897.4414999999999,5943.8429999999998,336.89775000000009,5961.8999999999996,6067.6400000000003,4176.8699999999999,4423.5900000000001,6067.6400000000003,27,retain_review_only,1031
2025-09-28,2025-09-28 05:40:00,34,7,load_kw,3458.7891,3624.8400000000001,3966.453,-336.85739999999987,2884.2017999999998,3702.6318999999999,3315.6700999999998,3638.7964499999998,4292.2109,38,retain_review_only,1032
2025-02-17,2025-02-17 05:40:00,34,1,load_kw,3847.4726000000001,3947.9099999999999,4420.6849000000002,-336.82484999999997,3878.2330000000002,3935.6531,3935.6531,4075.5343499999999,4175.2551999999996,6,retain_review_only,1033
2025-08-14,2025-08-14 03:00:00,18,4,load_kw,3673.6399999999999,4210.1178,3810.6716000000001,-336.75469999999996,4390.6899999999996,3963.1100000000001,3398.8000000000002,3806.8249999999998,4491.3199999999997,32,retain_review_only,1034
2025-03-27,2025-03-27 21:40:00,130,4,load_kw,4698.5182999999997,4481,4242.5333000000001,336.75165000000015,4573.7748000000001,4526.2528000000002,4352.2478000000001,4546.6291999999994,4752.9517999999998,12,retain_review_only,1035
2025-07-17,2025-07-17 12:00:00,72,4,load_kw,6345.4799999999996,6944.8714,6419.4467999999997,-336.67910000000029,6855.3800000000001,6782.9200000000001,5872.4499999999998,6135.0450000000001,6782.9200000000001,28,retain_review_only,1036
2025-11-11,2025-11-11 05:40:00,34,2,load_kw,3567.7395999999999,3801.9200000000001,4006.6199000000001,-336.53035,3615.6716999999999,3567.6752999999999,3306.0108,3606.8576499999999,4216.7884000000004,44,retain_review_only,1037
