id,source_line,section,kind,source_text,code_locations,test_locations,criterion,implementation_linked,real_acceptance,evidence,acceptance_note
Q2F-L0321-S2,321,2.3.6,sentence,例如，如果 7 日差分显著降低负荷波动，则说明周重复结构确实具有很强解释力。,src/q2/final_diagnostics.py:12#descriptive_corrections;src/plots/q2_dispatch.py:12#create,src/q2/test_q2.py:214#test_transforms_match_four_term_identity,diagnostic,True,True,processed/pv_local_residual_correlations.csv;processed/seasonal_difference_variance.csv;processed/figures/manifest.json,新增图必须与实际目视版本的PNG摘要匹配；重绘后的不同图不能沿用旧验收
Q2F-L0323-S1,323,2.3.6,sentence,该图只用于辅助说明周期结构，不再承担“因此必须选择某个季节差分模型”的任务。,src/q2/final_diagnostics.py:12#descriptive_corrections;src/plots/q2_dispatch.py:12#create,src/q2/test_q2.py:214#test_transforms_match_four_term_identity,diagnostic,True,True,processed/pv_local_residual_correlations.csv;processed/seasonal_difference_variance.csv;processed/figures/manifest.json,新增图必须与实际目视版本的PNG摘要匹配；重绘后的不同图不能沿用旧验收
Q2F-L0325-S1,325,2.3.6,markup,---,src/q2/final_diagnostics.py:12#descriptive_corrections;src/plots/q2_dispatch.py:12#create,src/q2/test_q2.py:214#test_transforms_match_four_term_identity,diagnostic,True,True,processed/pv_local_residual_correlations.csv;processed/seasonal_difference_variance.csv;processed/figures/manifest.json,新增图必须与实际目视版本的PNG摘要匹配；重绘后的不同图不能沿用旧验收
Q2F-L0327-S1,327,2.4,markup,## 2.4 预测模型建立与强基线比较,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:108#ForecastTests,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0329-S1,329,2.4,sentence,预测模型不以“复杂程度”作为优劣标准，而以严格滚动样本外性能和进入调度后的经济结果为依据。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:108#ForecastTests,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0329-S2,329,2.4,sentence,为防止复杂模型在强季节性数据上徒增复杂度，必须首先设置简单但强有力的季节基线。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:108#ForecastTests,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0331-S1,331,2.4.1,markup,### 2.4.1 强基线模型,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0333-S1,333,2.4.1,markup,#### （1）负荷周季节朴素基线,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0335-S1,335,2.4.1,sentence,利用负荷极强的周重复结构，定义,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0337-S1,337,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0338-S1,338,2.4.1,formula_line,\boxed{,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0339-S1,339,2.4.1,formula_line,"\hat L_{d,t}^{\text{基线}}",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0340-S1,340,2.4.1,formula_line,"=L_{d-7,t}.",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0341-S1,341,2.4.1,formula_line,},src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0342-S1,342,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0344-S1,344,2.4.1,sentence,该模型不含任何待估参数，是检验复杂负荷模型是否真正创造预测价值的最低门槛。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0346-S1,346,2.4.1,markup,#### （2）光伏过去 7 日同刻均值基线,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0348-S1,348,2.4.1,sentence,定义,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0350-S1,350,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0351-S1,351,2.4.1,formula_line,\boxed{,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0352-S1,352,2.4.1,formula_line,"\hat P_{d,t}^{PV,\text{基线}}",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0353-S1,353,2.4.1,formula_line,"=\frac17\sum_{j=1}^{7}P_{d-j,t}^{PV}.",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0354-S1,354,2.4.1,formula_line,},src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0355-S1,355,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0357-S1,357,2.4.1,sentence,该模型能够利用短期季节变化和同一时刻的稳定昼夜结构，同时完全满足日前信息边界。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0359-S1,359,2.4.1,markup,#### （3）直接净负荷周季节基线（结构对照）,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0361-S1,361,2.4.1,sentence,由于调度层最终受净负荷,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0363-S1,363,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0364-S1,364,2.4.1,formula_line,"N_{d,t}=L_{d,t}-P_{d,t}^{PV}",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0365-S1,365,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0367-S1,367,2.4.1,sentence,直接驱动，为避免预先假定“负荷与光伏分开预测一定优于直接预测净负荷”，额外设置一个**只承担结构对照作用**的直接净负荷强基线：,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0369-S1,369,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0370-S1,370,2.4.1,formula_line,\boxed{,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0371-S1,371,2.4.1,formula_line,"\hat N_{d,t}^{\text{直接基线}}=N_{d-7,t}.",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0372-S1,372,2.4.1,formula_line,},src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0373-S1,373,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0375-S1,375,2.4.1,sentence,该基线不改变本文“负荷—光伏分开预测并构造联合误差场景”的主流程，也不额外引入新的复杂预测器；,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0375-S2,375,2.4.1,sentence,其唯一作用是检验分开预测是否确实为调度层带来增益。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0375-S3,375,2.4.1,sentence,最终至少比较两条路径的滚动样本外净负荷误差与真实调度费用：若分开预测路径在高优先级经济指标上占优，则保留现有主流程；,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0375-S4,375,2.4.1,sentence,若直接净负荷基线反而稳定占优，则不得仅因模型形式更复杂而宣称分开预测更优。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0377-S1,377,2.4.1,sentence,对附件 2 从 2025 年 2 月 1 日起进行直接核验，负荷周季节朴素基线的平均绝对误差约为,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0379-S1,379,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0380-S1,380,2.4.1,formula_line,"176.80\text{ kW},",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0381-S1,381,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0383-S1,383,2.4.1,sentence,均方根误差约为,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0385-S1,385,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0386-S1,386,2.4.1,formula_line,244.29\text{ kW};,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0387-S1,387,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0389-S1,389,2.4.1,sentence,光伏过去 7 日同刻均值基线的平均绝对误差约为,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0391-S1,391,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0392-S1,392,2.4.1,formula_line,"153.40\text{ kW},",src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0393-S1,393,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0395-S1,395,2.4.1,sentence,均方根误差约为,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0397-S1,397,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0398-S1,398,2.4.1,formula_line,303.86\text{ kW}.,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0399-S1,399,2.4.1,markup,$$,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0401-S1,401,2.4.1,sentence,上述数值是利用全年真实数据进行的**事后基线评价**，只用于论文中的模型校验，不参与任何历史时点的在线决策。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0401-S2,401,2.4.1,sentence,它说明附件 2 中的简单季节基线已经具有较强预测能力，因此复杂模型必须通过严格滚动样本外结果证明其确有增益，不能仅凭模型形式较复杂而直接入选。,src/q2/forecast.py:17#seasonal;src/q2/experiments.py:160#structural_rollout;src/q2/experiments.py:27#forecast_audit,src/q2/test_forecast_dispatch.py:109#test_recursive_seasonal_uses_its_own_previous_prediction,structure,True,True,processed/experiment_comparison.csv,真实实验已完成
Q2F-L0403-S1,403,2.4.2,markup,### 2.4.2 负荷主候选模型：LightGBM,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0405-S1,405,2.4.2,sentence,负荷具有明显的工作日—周末差异、时段阶跃、周周期和缓慢季节漂移，属于典型的非线性、分段式时间特征结构。,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0405-S2,405,2.4.2,sentence,因此，负荷主候选模型仍采用 LightGBM，但主特征集只保留在早期历史窗口中具有明确可识别性的时间结构与滞后统计量。,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0407-S1,407,2.4.2,sentence,构造主特征向量,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0409-S1,409,2.4.2,markup,$$,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0410-S1,410,2.4.2,formula_line,\boxed{,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0411-S1,411,2.4.2,formula_line,"X_{d,t}^{L}",src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0412-S1,412,2.4.2,formula_line,=,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0413-S1,413,2.4.2,formula_line,\bigl[,src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0414-S1,414,2.4.2,formula_line,"\tau_t,",src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0415-S1,415,2.4.2,formula_line,"w_d,",src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0416-S1,416,2.4.2,formula_line,"u_d,",src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
Q2F-L0417-S1,417,2.4.2,formula_line,"L_{d-1,t},",src/q2/forecast.py:32#load_features;src/q2/forecast.py:41#lightgbm_forecast;src/q2/shadows.py:29#freeze_lightgbm,src/q2/test_forecast_dispatch.py:116#test_exact_eight_load_features_and_actual_candidate;src/q2/test_forecast_dispatch.py:136#test_freezing_cannot_use_february_hyperparameter_performance,forecast,True,True,raw/shadows/frozen_lightgbm.json;processed/experiments/forecast_metrics.csv,351个影子origin完成；1月冻参；全年误差仅为事后诊断
